S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9614111671546247,1.5749249081075742,3.8151731794382284,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,5.035164792397159,2.0794415416798357,1.9593649173010583,2.3978952727983707,2.1031255231532393,2.1972245773362196,1.1932590459272323,0.0,1.165946704328234,0.9007865453381899,1.170464358715714,3.818557277422469,3.006345373675356,4.248495242049359,4.133151963785545,4.1588830833596715,2.7464260022183655,0.6931471805599453,0.23951561682144015,1.3862943611198906,1.6183410051376736,0.0,0.0,3.4339872044851463,3.5431205085178488,2.5470384308950065,2.60067683485949
5.043425116919247,5.427630266844622,2.0794415416798357,1.9184919644382314,2.3978952727983707,4.225375451424257,2.1972245773362196,1.42631919064736,0.0,0.0,0.8362480242006186,3.1803840449872514,3.821929961901108,3.7890591762339154,4.248495242049359,3.969679456120857,4.1588830833596715,2.501186021082203,0.6931471805599453,0.12436402442910977,1.3862943611198906,1.0757020823180112,0.0,0.0,3.4339872044851463,3.550506549185736,2.5530444549552187,3.434390517975828
5.043425116919247,5.035003204188795,2.0794415416798357,2.2638785492132936,2.3978952727983707,2.957110270100724,2.1972245773362196,1.9765222412234764,0.0,1.5841537157524903,0.7672551527136671,1.0726407378152745,3.8252913096038133,2.5406470132742216,4.248495242049359,4.243657773739183,4.1588830833596715,1.9099268625213977,0.6931471805599453,0.9188870720071984,1.3862943611198906,1.2428524256103226,0.0,0.0,3.4339872044851463,3.3581368308239443,2.559014621941722,3.19703663880884
5.043425116919247,5.15522289995063,2.0794415416798357,2.4834845766908518,2.3978952727983707,2.231915425287809,2.1972245773362196,0.8766232901366414,0.0,2.414931945712562,0.6931471805599453,1.8124681895630994,3.828641396489095,4.085553298595812,4.248495242049359,4.662124367489083,4.1588830833596715,3.3408397076682883,0.6931471805599453,0.40180713712812477,1.3862943611198906,1.8226070081887045,0.0,0.0,3.4339872044851463,3.5080701518314625,2.5649493574615367,2.9619551310330996
5.043425116919247,4.36691324697589,2.0794415416798357,2.360045987168021,2.3978952727983707,4.100475111023259,2.1972245773362196,2.493804451552457,0.0,0.3123205133817244,0.6931471805599453,0.7595086653541306,3.828641396489095,3.9336580708614157,4.248495242049359,4.566752252225071,4.1588830833596715,1.9279565208502496,0.6931471805599453,0.7707295591434955,1.3862943611198906,1.1616023762347911,0.0,0.0,3.4339872044851463,3.74884903205681,2.5649493574615367,2.5198416341244423
5.043425116919247,5.054533116844986,2.0794415416798357,2.121606961382231,2.3978952727983707,3.7538918116717506,2.1972245773362196,1.1228493040610137,0.0,0.9425237673184823,0.6931471805599453,2.389544184460392,3.828641396489095,3.8119900256980546,4.248495242049359,4.324956444412026,4.1588830833596715,4.0446264639315554,0.6931471805599453,0.0,1.3862943611198906,1.860540288591221,0.0,0.0,3.4339872044851463,2.785496991782453,2.5649493574615367,2.6818641319372434
5.043425116919247,4.53962609155661,2.0794415416798357,2.092445203171274,2.3978952727983707,2.100273204335747,2.1972245773362196,1.5504729049206256,0.0,1.9415782491564397,0.6931471805599453,1.201842688281089,3.828641396489095,3.507785905108982,4.248495242049359,3.7210783679020976,4.1588830833596715,2.075672987501194,0.6931471805599453,0.2963028386003112,1.3862943611198906,1.213824562844837,0.0,0.0,3.4339872044851463,3.2469536885107253,2.5649493574615367,3.1549660701395212
5.043425116919247,5.045829236583283,2.0794415416798357,2.3343560700753287,2.3978952727983707,3.3538530336955485,2.1972245773362196,1.9299150370794478,0.0,0.8761187624708026,0.6931471805599453,4.179446059612921,3.828641396489095,3.118705924637926,4.248495242049359,3.587173548837229,4.1588830833596715,2.4087876220457103,0.6931471805599453,0.7274640092344489,1.3862943611198906,1.6667156957226938,0.0,0.0,3.4339872044851463,2.593122506232338,2.5649493574615367,2.785793823789544
5.043425116919247,5.209692459782561,2.0794415416798357,1.4258335857246696,2.3978952727983707,1.8483902066330344,2.1972245773362196,2.223204033815462,0.0,0.052372472997250896,0.6931471805599453,2.53189614682179,3.828641396489095,3.2605047606892987,4.248495242049359,3.852592942082932,4.1588830833596715,2.4877021398176296,0.6931471805599453,0.25429600295523946,1.3862943611198906,1.8435986276844587,0.0,0.0,3.4339872044851463,3.346455540623907,2.5649493574615367,2.454616176090576
