Index,Lower,Upper
183,14976.97,15508.36
184,14876.13,15659.53
185,14827.03,15766.29
186,14772.34,15899.65
187,14737.45,15974.06
188,14669.98,16081.62
189,14636.21,16215.4
190,14614.81,16352.72
191,14579.28,16401.65
192,14620.03,16539.9
193,14583.43,16577.77
194,14560.53,16674.08
195,14553.5,16760.09
196,14598.02,16835.9
197,14542.22,16934.08
198,14565.91,17002.79
199,14543.69,17049.63
200,14540.79,17123.82
201,14595.25,17155.04
202,14511.14,17248.82
203,14519.69,17328.42
204,14548.77,17395.9
205,14560.27,17445.36
206,14531.31,17509.87
207,14525.09,17580.57
208,14512.09,17670.96
209,14546.92,17747.35
210,14535.22,17861.66
211,14555.21,17844.76
212,14473.98,17895.64
213,14486.94,17946.46
214,14459.3,18061.36
215,14431.35,18103.51
216,14465.52,18198.67
217,14526.97,18229.06
218,14538.32,18387.3
219,14573.08,18418.92
220,14581.92,18477.53
221,14601.65,18495.94
222,14609.65,18622.28
223,14580.92,18687.73
224,14555.91,18753.63
225,14628.52,18861.84
226,14584.47,18838.21
227,14553.69,18923.28
228,14600.78,18989.03
