Index,Lower,Upper,Predicted,Actual
2401,638242.71,642491.77,640428.19,640396
2402,637310.68,643467.06,640462.46,640398
2403,636359.13,644226.1,640342.27,640398
2404,635943.14,645059.63,640518.71,643808
2405,635189.41,645337.82,640497.78,640442
2406,634514.4,645785.95,640182.78,640822
2407,634103.3,646266.54,640121.24,643794
2408,633690.78,646519.48,640106.45,633736
2409,633359.27,646856.97,640204.71,645020
2410,633024.19,647372.19,640483.83,645049
2411,632080.79,647680.95,640370.64,640852
2412,631811.67,648155.21,640238.01,640879
2413,631967.51,648532.03,640305.61,645049
2414,631305.85,648841.0,640087.51,640880
2415,630793.55,648995.62,639821.49,640954
2416,630571.48,649213.19,639809.21,640960
2417,630741.47,649489.94,639809.55,640950
2418,630250.82,649520.31,639911.76,640974
2419,630060.47,649568.09,639977.85,641062
2420,630114.7,649906.66,640011.49,641062
2421,630050.77,649895.4,639773.14,641097
2422,629632.15,650356.13,639994.43,641109
2423,629607.01,650503.63,639807.71,641109
2424,628772.43,650291.89,639809.32,641479
2425,628815.83,650577.75,639758.34,641650
2426,628900.22,651078.68,639761.74,641663
2427,628250.4,651575.99,639844.9,645144
2428,627426.7,651716.32,639787.77,641694
2429,627800.48,651683.2,639592.69,645156
2430,627256.08,652329.48,639542.3,640397
2431,626606.44,651489.34,639429.13,645193
2432,626174.76,652230.94,639437.66,640375
2433,626249.83,652318.55,639302.21,640405
2434,626108.14,652374.99,639159.85,640547
2435,625511.74,652617.23,639153.23,640577
2436,625660.48,653074.37,639052.61,640751
2437,625607.82,653150.05,639141.58,640700
2438,625440.97,653169.05,638887.13,640702
2439,625555.44,653264.47,639136.86,640720
2440,625469.57,654367.71,639784.59,645726
2441,625422.15,654681.2,639806.11,640729
2442,625151.63,654254.97,639621.53,640851
2443,625127.17,654749.22,639433.36,640881
2444,624595.44,655035.21,639622.96,641223
2445,624537.96,655173.61,639621.92,641243
2446,624188.76,655152.25,639696.53,641233
2447,624082.78,655556.51,639865.94,641933
2448,623907.17,656074.92,639928.94,641977
2449,623848.66,655898.29,639947.68,645726
2450,623765.48,656271.25,639854.21,641977
2451,623829.98,655914.53,639993.28,645717
2452,623328.19,656154.37,639696.36,641977
2453,623582.79,656481.24,639775.83,642073
2454,623181.66,657063.24,639443.12,642056
2455,623200.08,656652.49,639476.99,642064
2456,623488.37,656973.44,639567.75,642117
2457,622934.23,657266.45,639461.89,642128
2458,622999.4,657912.17,639816.17,645847
2459,622139.98,658177.1,639932.82,642233
2460,622276.38,658766.97,639985.72,645847
2461,622335.45,658815.63,639845.13,642249
2462,621999.85,658673.46,639400.68,642420
2463,622044.72,658616.09,639710.95,646084
2464,621971.09,659214.27,639853.29,642440
2465,621449.19,659300.67,639798.51,642452
2466,621553.73,659101.49,639756.77,642421
