Index,Lower,Upper
722,79530.43,80201.27
723,79419.13,80448.51
724,79362.03,80627.51
725,79307.84,80773.15
726,79245.34,80873.74
727,79112.37,80917.27
728,79029.88,81072.76
729,78968.96,81144.97
730,78874.68,81227.89
731,78856.53,81335.54
732,78782.76,81357.17
733,78789.38,81419.99
734,78782.77,81452.02
735,78690.75,81553.64
736,78663.99,81642.7
737,78591.09,81642.55
738,78551.57,81707.43
739,78503.63,81731.29
740,78495.96,81765.45
741,78397.29,81791.4
742,78407.08,81913.99
743,78353.63,81911.91
744,78359.36,81983.59
745,78279.51,82013.93
746,78314.73,82130.91
747,78232.69,82141.72
748,78244.97,82182.49
749,78158.97,82270.0
750,78210.34,82275.55
751,78165.11,82237.48
752,78164.82,82227.53
753,78139.16,82288.02
754,78031.44,82331.12
755,77975.4,82385.36
756,77952.4,82356.67
757,77962.6,82318.84
758,77984.18,82423.17
759,77925.24,82386.15
760,77839.5,82406.81
761,77812.26,82448.41
762,77801.58,82593.18
763,77851.91,82580.36
764,77882.64,82619.08
765,77901.71,82658.78
766,77784.49,82608.38
767,77684.32,82617.75
768,77719.07,82619.81
769,77574.48,82673.53
770,77542.18,82758.45
771,77543.23,82757.04
772,77508.68,82778.32
773,77389.31,82796.54
774,77324.14,82802.63
775,77222.43,82805.89
776,77245.93,82924.53
777,77267.22,82964.24
778,77272.49,82955.74
779,77282.26,82988.95
780,77206.97,83076.95
781,77230.87,83089.75
782,77313.12,83219.15
783,77232.34,83157.47
784,77177.8,83202.79
785,77198.04,83220.88
786,77163.65,83230.39
787,77147.08,83316.96
788,77091.81,83349.77
789,77131.82,83345.66
790,77167.63,83436.69
791,77117.21,83457.0
792,77123.38,83498.24
793,77105.12,83532.97
794,77077.04,83517.62
795,77130.93,83514.18
796,77027.2,83570.6
797,76992.31,83617.93
798,77020.1,83648.71
799,76630.4,83433.43
800,76798.87,83498.51
801,76693.77,83479.63
802,76689.57,83460.59
803,76686.12,83478.14
804,76666.09,83482.23
805,76627.59,83469.44
806,76626.03,83528.59
807,76593.63,83575.11
808,76554.07,83645.23
809,76508.61,83582.59
810,76469.53,83586.05
811,76470.91,83605.62
812,76456.81,83637.0
813,76407.05,83654.08
814,76339.96,83724.75
815,76349.65,83760.51
816,76300.17,83844.44
817,76353.96,83842.57
818,76514.28,84124.66
819,76389.28,84203.03
820,76415.72,84188.04
821,76404.89,84217.76
822,76463.23,84283.51
823,76370.77,84316.85
824,76317.39,84351.31
825,76392.33,84515.78
826,76259.88,84464.8
827,76374.68,84382.51
828,76315.28,84486.3
829,76357.65,84364.28
830,76250.39,84242.23
831,76293.99,84375.45
832,76297.32,84444.85
833,76263.52,84393.16
834,76251.56,84325.98
835,76279.32,84396.5
836,76251.64,84384.42
837,76114.17,84314.66
838,75641.16,83987.01
839,75593.52,84134.74
840,75627.49,84134.13
841,75659.92,84266.47
842,75628.67,84231.16
843,75570.72,84310.03
844,75596.85,84291.86
845,75633.6,84306.72
846,75603.54,84270.92
847,75510.73,84267.95
848,75586.99,84318.8
849,75531.74,84294.59
850,75461.42,84328.47
851,75493.17,84317.48
852,75425.15,84378.14
853,75368.03,84399.96
854,75389.52,84438.88
855,75430.09,84488.34
856,75376.79,84446.81
857,75408.98,84385.87
858,75312.79,84388.16
859,75375.96,84534.62
860,75350.36,84539.76
861,75337.42,84542.5
862,75303.37,84601.1
863,75205.55,84614.22
864,75192.66,84649.49
865,75080.75,84520.97
866,75031.62,84574.85
867,75095.56,84602.97
868,75104.5,84535.26
869,75145.86,84669.28
870,75149.48,84633.42
871,75134.19,84719.24
872,75079.42,84843.72
873,74992.16,84895.21
874,75070.27,84872.15
875,75113.48,84804.25
876,75163.34,84751.99
877,75089.77,84874.76
878,75111.34,84832.77
879,75112.08,84778.72
880,74829.83,84503.25
881,74846.3,84597.78
882,74817.03,84537.55
883,74841.39,84522.28
884,74781.82,84554.93
885,74840.09,84647.67
886,74820.55,84724.6
887,74626.79,84756.21
888,74670.73,84720.91
889,74766.3,84750.34
890,74703.53,84679.67
891,74786.98,84827.54
892,74649.32,84899.93
893,74519.42,84917.46
894,74498.22,84952.14
895,74523.48,84986.83
896,74588.36,84949.68
897,74604.2,85022.31
898,74624.0,85010.76
899,74493.66,84981.07
900,74442.23,84849.25
901,74495.34,84901.97
