Index,Lower,Upper
731,98124.55,98852.12
732,97959.16,99044.69
733,97952.47,99217.08
734,97867.64,99391.0
735,97769.4,99522.06
736,97747.16,99625.05
737,97698.36,99750.96
738,97701.05,99851.78
739,97632.47,99898.66
740,97609.88,100049.39
741,97555.76,100058.4
742,97570.88,100104.02
743,97472.73,100221.13
744,97501.33,100282.09
745,97473.92,100310.48
746,97384.88,100367.46
747,97334.07,100362.83
748,97360.26,100486.48
749,97316.78,100493.04
750,97256.49,100579.2
751,97293.92,100580.08
752,97236.08,100633.88
753,97235.48,100754.72
754,97189.26,100806.73
755,97252.98,100790.78
756,97258.24,100810.3
757,97132.8,100930.22
758,97141.73,100974.88
759,97119.56,101065.99
760,97132.71,101076.1
761,97070.16,101129.47
762,97044.34,101158.51
763,97100.65,101309.83
764,97127.84,101346.23
765,97041.96,101363.25
766,97074.94,101394.55
767,97036.66,101497.26
768,97095.95,101562.26
769,96955.47,101526.29
770,97044.27,101586.01
771,97041.75,101657.49
772,96898.94,101674.15
773,96897.18,101664.43
774,96886.88,101784.18
775,96922.89,101837.39
776,96923.51,101796.97
777,96876.38,101846.52
778,96850.28,101908.82
779,96791.1,102081.89
780,96764.6,102151.37
781,96780.73,102162.42
782,96736.73,102171.73
783,96733.56,102202.07
784,96735.04,102250.65
785,96847.77,102292.0
786,96868.69,102349.55
787,96813.09,102340.2
788,96827.74,102307.05
789,96870.39,102381.09
790,96885.86,102498.02
791,96915.19,102588.05
792,96890.52,102658.36
793,96866.99,102663.43
794,96732.49,102811.26
795,96740.04,102883.9
796,96684.4,102940.37
797,96790.29,102991.62
798,96842.31,103029.74
799,96840.3,103015.19
800,96879.75,103040.74
801,96837.86,103138.65
802,96812.74,103139.69
803,96706.51,103217.35
804,96692.64,103287.54
805,96643.58,103336.24
806,96671.15,103436.69
807,96725.12,103377.59
808,96695.4,103444.53
809,96678.14,103469.41
810,96624.57,103481.55
811,96629.18,103633.52
812,96597.84,103459.88
813,96612.93,103531.1
814,96583.32,103629.2
815,96634.69,103573.05
816,96605.77,103606.4
817,96562.63,103641.48
818,96561.57,103750.64
819,96521.57,103805.52
820,96601.75,103962.87
821,96639.5,103982.96
822,96612.79,104024.08
823,96585.68,104037.95
824,96617.36,104071.43
825,96614.83,104077.14
826,96541.0,103932.99
827,96601.46,104068.14
828,96647.6,104131.53
829,96644.07,104138.01
830,96626.21,104126.2
831,96516.35,104159.08
832,96590.53,104218.04
833,96584.94,104375.87
834,96553.74,104459.13
835,96567.48,104444.59
836,96506.03,104454.58
837,96592.68,104549.85
838,96510.34,104609.5
839,96464.7,104589.04
840,96460.22,104626.69
841,96398.18,104631.07
842,96493.61,104683.7
843,96506.85,104814.53
844,96501.4,104663.66
845,96530.88,104699.41
846,96560.32,104799.09
847,96516.95,104647.61
848,96476.8,104745.89
849,96560.31,104728.79
850,96537.29,104890.06
851,96550.77,104861.11
852,96612.64,105040.69
853,96701.73,105060.5
854,96670.77,105133.84
855,96673.25,105201.79
856,96669.31,105150.27
857,96789.17,105268.39
858,96770.59,105127.8
859,96528.22,104990.15
860,96401.28,105060.18
861,96429.78,105139.41
862,96500.07,105166.02
863,96467.12,105290.86
864,96442.52,105360.21
865,96471.73,105392.01
866,96435.04,105330.24
867,96473.31,105401.89
868,96419.81,105298.44
869,96472.56,105310.26
870,96534.05,105270.46
871,96564.13,105392.84
872,96544.7,105520.98
873,96435.72,105489.52
874,96409.08,105444.1
875,96390.66,105564.31
876,96459.37,105612.2
877,96403.71,105655.95
878,96393.68,105658.51
879,96618.06,105943.13
880,96551.19,106046.4
881,96638.91,106021.86
882,96685.72,106089.83
883,96718.81,106010.75
884,96732.3,106052.38
885,96771.53,106127.99
886,96801.06,106092.54
887,96706.11,106143.83
888,96772.26,106260.13
889,96762.29,106260.59
890,96926.87,106318.75
891,96852.94,106272.09
892,96723.21,106306.29
893,96741.59,106464.94
894,96775.5,106365.18
895,96763.92,106353.71
896,96643.04,106452.91
897,96635.68,106512.62
898,96734.4,106543.59
899,96776.34,106605.65
900,96756.78,106631.44
901,96760.97,106728.7
902,96722.62,106892.55
903,96751.74,106820.06
904,96760.1,106816.51
905,96794.14,106820.71
906,96822.21,106769.96
907,96689.03,106742.22
908,96650.02,106816.12
909,96682.55,106885.75
910,96816.89,106863.84
911,96777.3,107021.98
912,96753.59,107137.19
913,96872.38,107121.19
