Index,Lower,Upper,Predicted,Actual
611,36808.51,37385.68,37093.18,37087
612,36654.72,37558.1,37100.79,37117
613,36562.33,37656.07,37093.61,37101
614,36422.97,37753.83,37086.5,37183
615,36356.21,37855.64,37088.99,37219
616,36295.39,37930.85,37074.93,37235
617,36194.06,38040.2,37106.85,37349
618,36126.43,38130.21,37099.0,37865
619,36058.95,38237.85,37094.67,37858
620,36013.71,38312.3,37104.96,37880
621,35904.1,38356.23,37113.68,37885
622,35844.2,38418.36,37120.78,37796
623,35824.13,38474.3,37155.33,37922
624,35735.64,38484.28,37132.53,38138
625,35663.1,38561.26,37138.88,37718
626,35636.73,38637.79,37146.73,37683
627,35588.2,38698.33,37144.17,37683
628,35510.57,38747.47,37160.44,37691
629,35495.47,38824.36,37139.99,37719
630,35460.29,38851.17,37190.24,37719
631,35404.13,38953.79,37157.75,37569
632,35405.3,39008.81,37132.76,37629
633,35355.52,39015.71,37154.61,37629
634,35289.86,39078.73,37154.9,37629
635,35296.16,39131.84,37140.74,37642
636,35252.4,39108.3,37189.32,38087
637,35196.61,39212.44,37163.05,38072
638,35105.91,39184.73,37165.09,38072
639,35107.83,39242.99,37149.35,38042
640,35098.64,39351.08,37139.49,38075
641,35069.52,39358.98,37180.98,38064
642,35023.58,39374.01,37173.29,38065
643,34921.94,39457.74,37198.71,38060
644,34885.22,39400.33,37187.77,38060
645,34846.24,39498.07,37173.18,38060
646,34818.67,39534.82,37200.19,38118
647,34774.66,39542.54,37187.77,38118
648,34737.86,39545.16,37200.24,38118
649,34674.42,39550.28,37175.13,37968
650,34578.25,39595.51,37146.4,37973
651,34535.31,39651.28,37113.58,37973
652,34515.56,39638.74,37109.88,37880
653,34470.7,39742.58,37116.9,37920
654,34508.61,39778.99,37081.46,37940
655,34525.44,39757.46,37088.27,38044
656,34481.59,39753.04,37113.86,38134
657,34458.52,39829.73,37106.01,38154
658,34418.94,39797.03,37105.3,38144
659,34430.03,39854.22,37133.51,38239
660,34442.08,39951.91,37104.11,38239
661,34440.36,39911.3,37089.26,38207
662,34441.27,39926.56,37111.55,38207
663,34374.57,40011.05,37113.45,38207
664,34443.5,40006.55,37094.07,38207
665,34406.89,40041.16,37063.32,38207
666,34295.47,40057.36,37107.05,38297
667,34235.56,40069.07,37090.36,38297
668,34270.3,40123.0,37107.48,38302
669,34211.52,40108.99,37097.09,38362
670,34244.15,40179.33,37115.03,38391
671,34239.35,40187.63,37144.66,38481
672,34193.93,40218.4,37155.59,38596
673,34218.07,40270.19,37172.99,38721
674,34193.21,40340.12,37144.83,38711
675,34183.23,40332.44,37147.01,38741
676,34177.44,40321.42,37145.14,38741
677,34101.73,40351.28,37137.33,38761
678,34072.18,40364.37,37171.09,38881
679,34130.48,40428.89,37161.01,38881
680,34067.73,40405.9,37129.25,38979
681,33990.08,40388.61,37119.76,39094
682,33935.96,40452.16,37155.35,39007
683,33996.1,40439.63,37120.57,39222
684,33912.84,40520.06,37145.88,39332
685,33881.57,40622.98,37148.48,39431
