Index,Lower,Upper
233,55945.18,56477.94
234,55854.9,56590.62
235,55761.49,56708.2
236,55681.29,56811.05
237,55644.75,56899.97
238,55587.86,56918.68
239,55570.72,56993.43
240,55512.62,57066.22
241,55495.65,57131.71
242,55398.95,57160.2
243,55342.23,57214.23
244,55277.49,57320.21
245,55268.99,57394.94
246,55229.3,57398.49
247,55194.38,57449.88
248,55121.4,57517.29
249,55099.89,57518.04
250,55087.08,57545.3
251,54805.97,57348.93
252,55021.76,57628.04
253,55010.9,57718.65
254,54996.14,57687.76
255,54893.8,57734.89
256,54926.88,57798.74
257,54929.46,57819.33
258,54862.53,57849.99
259,54913.92,57898.21
260,54890.36,57875.84
261,54841.14,57875.26
262,54803.83,57834.06
263,54818.78,57819.37
264,54745.79,57841.2
265,54726.11,57871.43
266,54732.74,57931.21
267,54652.72,57993.92
268,54635.13,58013.86
269,54582.71,58055.24
270,54593.87,58102.31
271,54546.43,58165.76
272,54490.75,58202.8
273,54473.18,58171.28
274,54444.51,58200.71
275,54453.05,58167.91
276,54448.68,58203.8
277,54406.3,58223.8
278,54415.53,58285.49
279,54441.12,58357.01
280,54387.13,58337.55
281,54327.66,58430.58
282,54280.91,58436.6
283,54300.65,58419.42
284,54203.96,58357.2
285,54169.7,58368.18
286,54164.61,58419.74
287,54159.64,58453.01
288,54180.32,58424.51
289,54162.69,58482.5
290,54105.86,58418.71
