Index,Lower,Upper
342,22651.93,23273.22
343,22551.96,23391.89
344,22468.71,23512.29
345,22335.71,23554.37
346,22258.79,23677.71
347,22165.96,23733.93
348,22122.37,23766.3
349,22095.71,23854.53
350,22009.55,23891.63
351,21959.63,23952.88
352,21883.25,24032.18
353,21862.84,24081.18
354,21775.2,24135.73
355,21764.13,24185.33
356,21723.34,24218.64
357,21638.95,24253.04
358,21669.85,24328.87
359,21606.51,24413.34
360,21550.24,24430.79
361,21497.04,24469.53
362,21463.68,24495.89
363,21430.3,24597.28
364,21378.4,24644.3
365,21299.71,24629.87
366,21239.08,24658.47
367,21265.69,24683.11
368,21274.09,24723.93
369,21312.4,24790.13
370,21289.26,24864.69
371,21246.58,24961.21
372,21179.07,24958.78
373,21155.1,25041.66
374,21091.09,25047.99
375,21112.34,25143.21
376,21048.39,25091.02
377,21010.65,25190.72
378,21011.21,25200.3
379,20977.66,25274.32
380,20935.98,25312.95
381,20934.94,25327.61
382,20857.97,25300.01
383,20816.79,25321.4
384,20710.43,25370.64
385,20716.24,25391.98
386,20669.75,25394.51
387,20677.87,25406.23
388,20686.65,25346.49
389,20676.39,25343.96
390,20701.27,25387.07
391,20608.22,25419.07
392,20528.26,25452.87
393,20543.72,25485.47
394,20472.69,25490.85
395,20549.23,25560.85
396,20523.99,25575.01
397,20556.44,25604.88
398,20466.15,25613.28
399,20471.51,25640.98
400,20443.89,25697.41
401,20451.91,25747.13
402,20374.16,25793.73
403,20496.13,25817.32
404,20418.33,25850.66
405,20399.13,25858.08
406,20441.58,25880.4
407,20393.83,25887.92
408,20455.06,25909.23
409,20402.39,25983.64
410,20413.72,26031.3
411,20305.59,25974.33
412,20277.28,25992.34
413,20228.48,26014.34
414,20167.48,26133.01
415,20138.01,26080.1
416,20189.18,26110.96
417,20181.17,26151.96
418,20131.0,26201.38
419,20123.88,26171.56
420,20143.92,26222.71
421,20223.1,26253.41
422,20172.56,26325.89
423,20113.53,26293.03
424,20081.05,26290.89
425,20002.24,26316.25
426,19874.6,26387.95
427,19827.61,26349.95
