Index,Lower,Upper,Predicted,Actual
919,224777.04,225312.04,225051.73,225057
920,224658.2,225448.79,225058.13,225102
921,224596.07,225523.83,225053.18,225107
922,224488.55,225589.57,225057.42,225041
923,224400.81,225677.34,225059.46,225001
924,224388.83,225707.23,225077.33,225621
925,224334.26,225767.05,225061.67,225709
926,224246.87,225876.33,225053.18,225713
927,224192.89,225970.92,225069.43,225717
928,224143.66,225972.8,225073.27,225727
929,224083.07,226016.32,225065.8,225716
930,224067.44,226059.33,225080.09,225713
931,224047.7,226096.61,225088.84,225753
932,224030.97,226160.1,225082.06,225671
933,223941.73,226175.17,225095.13,225683
934,223885.57,226185.76,225084.75,225619
935,223856.09,226223.76,225078.33,225667
936,223853.69,226278.52,225075.92,225669
937,223857.51,226277.12,225077.54,225738
938,223811.81,226303.35,225103.19,225737
939,223760.86,226296.19,225110.47,225817
940,223707.76,226382.85,225088.92,225792
941,223690.69,226436.96,225119.75,225904
942,223684.88,226489.49,225115.19,225905
943,223656.82,226531.51,225098.43,225975
944,223637.08,226566.5,225111.73,226030
945,223632.04,226595.94,225090.11,226052
946,223597.41,226668.72,225113.83,226043
947,223576.83,226644.15,225099.77,226102
948,223537.26,226655.1,225096.44,226112
949,223507.34,226747.88,225092.72,226314
950,223475.25,226746.86,225111.1,226313
951,223424.11,226806.16,225102.6,226312
952,223410.6,226804.96,225079.49,226514
953,223357.98,226880.78,225083.72,226517
954,223323.05,226859.52,225078.31,226514
955,223297.99,226850.04,225112.16,226899
956,223311.98,226822.9,225118.49,226996
957,223274.18,226765.24,225101.34,227013
958,223262.47,226853.79,225128.78,227147
959,223229.98,226940.34,225122.18,227255
960,223199.47,226953.14,225120.73,227256
961,223172.39,226988.48,225118.92,227263
962,223165.95,226969.0,225089.14,227438
963,223205.28,227002.95,225104.87,227521
964,223166.12,227053.29,225111.53,227531
965,223088.09,227124.42,225111.89,227668
966,223088.67,227127.16,225096.48,227713
967,223169.42,227158.71,225116.3,227751
968,223147.95,227171.63,225144.92,227837
969,223129.62,227206.82,225105.11,227188
970,223118.12,227270.83,225118.12,227202
971,223105.56,227267.91,225147.12,227217
972,223044.08,227276.94,225094.27,227231
973,223015.93,227315.92,225082.31,227414
974,222958.48,227352.5,225096.53,228169
975,222962.67,227324.39,225130.53,228172
976,222979.36,227332.24,225123.2,228265
977,222893.53,227366.41,225122.48,228371
978,222908.53,227421.92,225070.93,228434
979,222904.14,227424.72,225117.18,228754
980,222905.28,227461.44,225113.01,228758
981,222851.91,227488.26,225125.51,228759
982,222835.15,227467.35,225084.3,228781
983,222829.53,227433.51,225146.07,229717
984,222866.68,227481.59,225151.34,230753
985,222910.82,227519.9,225137.35,230930
986,222968.12,227544.38,225118.29,230897
987,222913.06,227634.73,225143.91,232248
988,222898.64,227608.58,225143.34,232257
989,222865.54,227620.74,225129.54,232316
990,222894.46,227608.26,225144.95,232447
991,222871.96,227555.99,225145.62,232512
992,222834.89,227600.44,225203.81,232486
993,222801.32,227553.29,225156.39,232623
994,222814.93,227623.26,225159.66,232652
995,222729.84,227604.5,225155.8,232970
996,222715.65,227653.09,225201.75,232970
997,222730.67,227652.67,225168.53,232972
998,222638.31,227649.72,225137.09,232905
999,222627.45,227702.47,225137.98,232918
1000,222600.01,227772.61,225131.94,232916
1001,222594.51,227740.36,225136.38,232885
1002,222635.31,227742.48,225130.97,232879
1003,222617.55,227809.56,225103.87,232876
1004,222800.45,228074.98,225299.23,244309
1005,222793.05,228138.72,225338.02,244348
1006,222762.23,228169.43,225350.32,244466
1007,222776.78,228124.17,225372.65,244457
1008,222766.57,228231.66,225380.68,244516
1009,222810.36,228183.69,225395.93,243450
1010,222756.25,228234.06,225376.33,243442
1011,222776.47,228236.24,225392.98,243967
1012,222816.5,228236.33,225395.69,243962
1013,222807.29,228201.76,225383.67,246389
1014,222805.57,228192.0,225426.21,246389
1015,222792.04,228250.77,225431.58,246389
1016,222715.46,228255.42,225452.45,246463
1017,222772.15,228300.53,225420.55,246647
1018,222765.04,228274.13,225460.19,246649
1019,222733.68,228310.21,225485.97,246427
1020,222750.33,228382.4,225444.45,246486
1021,222782.44,228519.41,225477.49,246510
1022,222731.33,228449.75,225481.81,246536
1023,222697.55,228436.88,225475.62,246712
1024,222692.86,228442.52,225450.53,246738
1025,222677.46,228531.97,225461.47,246748
1026,222657.14,228516.04,225480.44,246872
1027,222622.09,228553.75,225497.46,246862
1028,222591.86,228562.24,225461.41,246609
1029,222604.78,228568.97,225423.9,246609
1030,222543.45,228540.74,225403.21,246624
1031,222518.4,228577.63,225442.38,246630
1032,222557.22,228608.26,225441.24,246575
1033,222577.31,228539.86,225472.08,246576
1034,222542.14,228524.85,225483.67,246600
1035,222482.9,228524.35,225442.81,246648
1036,222510.93,228620.68,225457.16,246964
1037,222491.18,228621.55,225450.68,246966
1038,222526.16,228587.94,225489.95,246986
1039,222516.62,228593.65,225491.25,247289
1040,222510.68,228760.82,225477.79,247369
1041,222503.51,228726.31,225498.38,247356
1042,222563.16,228773.11,225483.83,247368
1043,222555.22,228785.42,225454.3,247381
1044,222480.97,228757.21,225492.25,247391
1045,222484.5,228763.88,225472.96,247413
1046,222455.67,228779.28,225506.93,247414
1047,222461.86,228799.8,225486.81,247424
1048,222501.96,228810.97,225469.58,247444
1049,222456.54,228871.94,225477.75,247526
1050,222491.75,228922.09,225497.17,247481
1051,222445.8,228915.01,225486.99,247481
1052,222446.15,228924.26,225476.41,247504
1053,222393.44,228926.45,225489.13,247777
1054,222424.77,228911.36,225505.19,247929
1055,222358.36,228893.91,225466.29,247981
1056,222408.5,228936.11,225546.26,250814
1057,222309.32,228972.55,225542.98,250486
1058,222326.76,228990.65,225574.04,250509
1059,222353.54,228908.13,225562.63,250527
1060,222309.95,228952.62,225601.07,250545
1061,222371.17,228987.15,225587.84,250570
1062,222358.36,229017.4,225595.98,250592
1063,222331.6,229067.79,225586.06,250789
1064,222352.21,229120.04,225619.99,252861
1065,222387.47,229133.98,225668.94,252869
1066,222388.55,229228.95,225661.52,252870
1067,222389.44,229359.24,225675.71,252908
1068,222334.17,229348.7,225660.77,253055
1069,222323.32,229345.84,225628.64,253081
1070,222294.9,229285.71,225649.35,253100
1071,222274.51,229366.35,225625.63,253131
1072,222315.65,229352.98,225638.51,253131
1073,222289.47,229410.59,225650.15,253387
1074,222308.73,229390.24,225632.81,253394
1075,222267.24,229516.15,225635.73,253402
1076,222243.21,229564.55,225626.4,253414
1077,222211.76,229530.05,225682.77,254432
1078,222201.63,229479.37,225655.89,254779
1079,222128.23,229533.25,225654.47,254677
1080,222127.12,229564.01,225650.81,254681
1081,222128.98,229524.69,225648.82,254747
1082,222104.72,229561.21,225629.0,254745
1083,222148.94,229598.95,225633.25,254785
1084,222087.91,229549.11,225649.27,254790
1085,222075.99,229552.59,225582.1,254830
1086,222151.39,229553.6,225621.99,254878
1087,222082.91,229515.58,225650.54,254860
1088,222095.03,229554.67,225656.86,254860
1089,222051.04,229532.37,225666.38,254860
1090,222036.43,229475.7,225642.04,254894
1091,222097.85,229529.31,225670.97,254917
1092,222075.85,229517.76,225678.34,254931
1093,222103.57,229486.64,225663.67,254951
1094,222062.8,229595.86,225670.36,255476
1095,222133.12,229647.72,225671.86,260099
1096,222109.2,229689.81,225671.68,260189
1097,222103.06,229669.63,225742.06,260420
1098,221985.74,229743.61,225719.43,260425
1099,221954.54,229868.17,225756.36,260237
1100,221982.07,229865.64,225766.35,260240
1101,221927.83,229891.85,225752.41,260272
1102,221940.54,230007.12,225773.23,260184
1103,221918.19,229892.77,225761.79,260159
1104,221886.05,229948.0,225766.9,260702
1105,221901.1,229994.32,225777.59,260747
1106,221949.74,229995.24,225749.54,260870
1107,221942.83,230088.0,225823.58,260880
1108,221969.72,230016.5,225818.08,260895
1109,221857.86,230015.61,225820.33,260871
