Index,Lower,Upper
192,3222.47,6043.13
193,2646.85,6539.17
194,2492.03,7009.14
195,1960.23,7387.75
196,1538.03,7669.93
197,1289.79,7979.79
198,1163.34,8280.19
199,847.13,8540.45
200,316.11,8605.79
201,251.46,8854.11
202,-44.11,9185.6
203,-156.81,9437.49
204,-327.84,9741.11
205,-622.06,9794.46
206,-870.38,10013.88
207,-698.14,10093.14
208,-893.62,9998.07
209,-1079.6,10194.73
210,-1092.24,10306.83
211,-1156.58,10529.13
212,-1652.68,10828.0
213,-1988.18,11152.99
214,-1916.22,11338.3
215,-2049.9,11825.36
216,-2039.81,11643.69
217,-2332.58,11882.63
218,-2246.73,12608.98
219,-2340.42,12621.97
220,-2548.2,12900.19
221,-2657.9,13195.0
222,-2631.22,13446.32
223,-2675.86,13233.09
224,-2907.64,13166.13
225,-2869.28,13547.88
226,-3147.63,13642.7
227,-2984.49,13978.71
228,-3047.81,14082.76
229,-3185.8,14327.82
230,-3143.45,14456.72
231,-2936.21,14608.54
232,-3459.99,14734.48
233,-3481.5,14903.8
234,-3658.64,15090.63
235,-3469.11,15196.76
236,-3467.8,15514.72
237,-3722.22,15487.79
238,-3923.25,15649.25
239,-3749.88,16145.86
