RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,4.179867804096466,1.791759469228055,1.1186717671347228,1.0986122886681098,1.9439099430457418,6.018593214496234,5.347190467203249,6.893656354602635,4.952688681736218
3.1354942159291497,2.949471022336675,1.791759469228055,1.784041981816087,1.0986122886681098,2.7390131465122995,6.025865973825314,6.2226100183941995,6.904750769961838,6.352690588984919
3.1354942159291497,1.9311267076296266,1.791759469228055,1.272343685452633,1.0986122886681098,0.08773962888588693,6.028278520230698,5.265873824577397,6.907755278982137,5.778557019711933
3.1354942159291497,4.087976963294463,1.791759469228055,0.7925278384202972,1.0986122886681098,1.7349691081445433,6.018593214496234,3.989932447504996,6.926577033222725,5.311208685116397
3.258096538021482,2.4689703410229122,1.791759469228055,2.5424235758323337,1.0986122886681098,1.3278398512494816,5.937536205082426,5.98997092786681,6.903747257584598,6.914839136308196
3.258096538021482,3.6551516952164174,2.772588722239781,2.531003467322133,1.3862943611198906,0.0,6.016157159698354,4.467504447544183,7.00397413672268,6.617484923406925
3.332204510175204,2.999258867581667,2.6390573296152584,2.083638167493981,0.6931471805599453,2.7418265387387666,5.713732805509369,3.9358771041728478,6.760414691083428,6.987178861906579
3.332204510175204,3.674778522372001,2.6390573296152584,1.9643053628641958,0.6931471805599453,2.1290449900301027,5.71042701737487,5.373366038679184,6.7357800142423265,4.761005362804872
3.332204510175204,4.191521985505795,2.6390573296152584,0.33969378250930005,0.6931471805599453,0.9695227058014525,5.683579767338681,5.280701695468342,6.734591659972948,6.088974343664334
3.332204510175204,2.6383733639799574,2.6390573296152584,1.9675127704291024,0.6931471805599453,1.5676564107258044,5.69035945432406,5.397321655887073,6.738152494595957,4.737427414409676
3.332204510175204,2.9219357265350956,2.6390573296152584,2.2841500005427475,0.6931471805599453,2.385255409393965,5.697093486505405,5.836466788338488,6.7580945044277305,7.3071710308506574
