,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
389,53360.55555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,53362.66666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,53364.77777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,53366.88888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,53369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564,54955.270391898564
395,,52951.28496905641,55596.65271730192,53833.86924236158,53595.20543278882,59446.37852314689,52967.77507350331,55598.79416795463,59181.85968683744,57464.932615803555,54773.05213226332,53467.53165664153,52018.894154012814,54353.250490822604,52800.29037109932,53985.16523559198,54271.987996535216,56335.736953077736,53864.62546416356,59687.24357008094,63575.74338532458,52868.364171758854,56683.515915893346,59558.021036172526,49935.92817767194,52942.1103695389,51596.708782904934,53843.85664564965,57778.31767303459,59217.26726636944,57458.37191294806,52884.177777770594,57399.053189281345,54812.2271200021,49816.4338281381,56941.067630845224,56877.7508648937,55470.607841585705,58279.735720006756,56986.81285540016,54987.10276457919,55755.80659213717,58788.058671848026,53886.09969003929,52318.355763211344,58452.95947585177,58959.9597076234,52858.302034859335,55793.84318423391,54460.24012223446,57904.81199721946
396,,53496.24190675174,54481.1909555591,58480.186672176394,54853.023284392984,51523.84418141564,54016.54394570817,55314.040367732065,52524.92322100724,55908.33299525112,55597.223507787596,55046.39515395222,56069.116370179974,55298.58006964946,53560.539756634586,54931.238862051396,61892.96316179317,59237.165799012226,54855.60619588964,59063.798452959796,56850.24982683669,55152.771804018805,60905.809064036344,57346.45191722845,49765.0468056068,52284.66471067297,53872.5046239428,59144.9057727125,61581.92605469992,52189.921019099005,56733.69337657875,53176.56544360981,54223.602026242734,59408.91558618171,60319.00371279348,60430.758220722106,48721.03630205521,57339.76163704747,54222.878722661786,53811.079352369845,52484.13476591504,53262.75088563097,55382.486907698825,54138.779623450595,54370.19114252944,53767.33041926266,49660.00385585845,53037.36486247983,50749.22489342688,56507.39449644894,51070.3994153828
397,,51282.13245017997,57268.9824068435,55513.65193431098,54264.1999548203,57918.95620834983,52521.14406441266,54040.0350748073,53802.83064787556,60340.45709831348,54440.12264719289,53183.55073906096,56830.64808016892,46637.91500401653,53896.191616867036,54400.74785670689,56545.468993906565,53266.051394020746,53040.294562721734,51881.18134903665,59416.308706493975,59363.865440989866,52545.42787511068,53860.88344676755,57572.14497712644,55081.68920524531,54998.527914822895,54288.35500196168,57764.300411010016,59887.89866551649,54419.961045744116,56239.23690043762,57665.13425953226,57202.803087566506,59014.79822799144,53199.839201994866,55046.53836337878,57724.4562257451,56296.56486830873,54564.034902950334,52705.46830348196,58274.98187101631,56748.89353090687,54170.93306213157,52361.91643612528,52365.004882994624,59549.360831478254,55857.32019434399,55128.77190917917,52962.18654038148,54705.806207414586
398,,53913.486277752265,55808.4382701811,50508.048242799734,57043.77414506886,51932.131569649944,52004.520691152575,56076.52140122591,57000.67063822736,54718.50940802108,53497.49561670039,52424.51680599817,59184.6050707122,53109.21960104105,54292.30103737758,52376.42067393951,56372.011581642546,56618.84865724749,57422.52840441682,49136.73266995696,58561.63026135371,59917.684849311154,57603.27753603651,52062.8011452215,54059.44146329359,54854.08923667527,54657.64549732112,57680.5423397302,53654.49028393643,55314.282392052686,56286.30391078022,54359.55069791453,49215.46815245767,51353.514274946276,55946.526704259864,53784.10708168983,50952.688310428006,55517.585667904095,57788.84421679619,54457.29176845025,55707.11279544539,58176.12900441872,54058.687554513606,53720.295970059036,55659.59370573142,53251.21002126328,56679.508834708286,58874.535750352465,58392.789460948574,56085.00198997057,53209.518998287895
