,Actual_last_5_vals,Mean_Simulation,Simulated_24,Simulated_16,Simulated_17,Simulated_5,Simulated_6,Simulated_14,Simulated_23,Simulated_19,Simulated_3,Simulated_9,Simulated_29,Simulated_12,Simulated_26,Simulated_0,Simulated_1,Simulated_27,Simulated_2,Simulated_4,Simulated_15,Simulated_18,Simulated_13,Simulated_10,Simulated_11,Simulated_7,Simulated_22,Simulated_20,Simulated_8,Simulated_21,Simulated_28,Simulated_25
0,5600.777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5581.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5561.888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5542.444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99,5655.99
6,,5705.63,5693.82,5427.08,6083.87,5596.58,6012.6,5620.14,5606.75,5783.13,6109.62,5920.18,5788.44,5614.36,5451.1,5962.15,5799.6,5553.0,5434.69,5411.23,6032.26,5990.93,5615.04,5248.83,5367.39,5675.99,5313.27,5434.96,5474.79,5649.45,6322.18,6175.36
7,,5809.37,5361.36,6117.75,5630.19,5271.92,5871.98,6356.83,5715.17,6050.72,6283.76,6099.6,5576.53,5378.1,5899.35,5817.23,5681.53,5506.07,5593.2,5561.96,5402.77,6367.87,5880.37,5442.5,6530.76,5639.52,5275.84,5564.35,6235.27,6159.29,5510.17,6499.08
8,,5836.23,5937.61,5860.58,6074.7,5833.22,6266.62,5657.48,6263.73,5532.74,5992.79,6147.44,6265.45,5439.64,5257.27,5415.45,6634.05,5774.7,5392.21,5735.51,5352.07,5965.47,6424.1,5785.76,5281.51,5348.87,5804.35,5363.28,5969.43,6573.7,5406.66,6330.43
9,,5734.49,5803.43,5685.67,5604.05,5478.13,5726.78,5692.74,5530.13,5350.25,5752.91,5549.69,5966.51,5492.66,5870.85,5394.04,5856.46,6312.08,5303.64,6263.01,5251.18,6170.58,6708.18,5316.84,5707.33,5168.31,5195.79,5039.56,6803.47,6228.61,5026.58,6785.32
10,,5918.95,5875.24,5976.83,5971.61,6004.24,5726.72,5670.47,5633.8,5700.88,6179.64,5601.85,6361.32,5658.38,5461.03,6422.91,6346.58,6473.27,5546.21,6486.57,5975.21,6277.87,6071.55,5286.98,5630.05,5230.27,5279.38,5403.26,6494.95,6749.36,5240.53,6831.59
11,MAE,,112.31,119.66,163.16,165.19,166.65,183.65,185.01,204.11,219.01,219.65,236.54,236.92,252.96,254.93,261.54,274.9,289.12,289.78,292.83,294.68,312.63,320.63,321.73,323.62,356.01,366.54,405.82,411.35,455.27,602.85
