UselessImportCheck_Actual,UselessImportCheck_Simulated
0.6931471805599453,0.9419256201061317
0.6931471805599453,1.2806741158661565
0.6931471805599453,0.7831318725917283
0.6931471805599453,0.6038716805061004
0.6931471805599453,1.5044609744720092
0.6931471805599453,0.7709510134965649
0.6931471805599453,1.4302529852661707
0.6931471805599453,0.21882689295540092
0.6931471805599453,1.2117529950252168
0.6931471805599453,0.253618710849402
0.6931471805599453,0.39231101687587133
0.6931471805599453,0.22274593308391633
0.6931471805599453,0.6243179149242928
0.6931471805599453,1.134867442834917
0.6931471805599453,0.13049143511779138
0.6931471805599453,0.713097253082565
0.6931471805599453,0.6335954919135143
0.6931471805599453,1.033215245838243
0.6931471805599453,0.8535698050791072
0.6931471805599453,1.0054639829335192
0.6931471805599453,1.5889401075298628
0.6931471805599453,1.402568903513508
0.6931471805599453,0.425187554380854
0.0,0.0
