RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.332192698719968,3.1354942159291497,2.9323272629177195,0.0,0.24500423701696514,3.784189633918261,3.676123727950596,5.181783550292085,4.49894425524749,3.044522437723423,2.962690728286328,0.0,0.09294902044915726
3.367295829986474,3.3418096813042695,3.1354942159291497,2.885253757015922,0.0,0.70741715035009,3.784189633918261,3.5848556010148465,5.181783550292085,4.067584141236859,3.044522437723423,3.0552086814541703,0.0,0.0
3.367295829986474,3.3058860087434114,3.1354942159291497,3.1321156236495815,0.0,0.8500417094769679,3.784189633918261,3.6315228981811525,5.181783550292085,4.498269396489525,3.044522437723423,3.0748495015372104,0.0,0.24113116829900938
3.367295829986474,3.386959170177528,3.1354942159291497,2.97759572342395,0.0,0.22214387897248478,3.784189633918261,3.646197477882004,5.181783550292085,4.2593046051882375,3.044522437723423,3.0020113383824483,0.0,0.32628218028351985
3.367295829986474,3.35394533266766,3.1354942159291497,3.2677205158800473,0.0,0.04553946955993751,3.784189633918261,3.8286537192149424,5.181783550292085,5.031840329966035,3.044522437723423,3.1963427950439027,0.0,0.0
3.367295829986474,3.3375939110681347,3.1354942159291497,2.6257570088411812,0.0,0.0,3.784189633918261,3.787906759430988,5.181783550292085,4.690746781896586,3.044522437723423,2.9354372142448577,0.0,0.23785413078725787
3.367295829986474,3.320716511617131,3.1354942159291497,2.833383796716497,0.0,0.3431055461663867,3.784189633918261,3.822725398168861,5.181783550292085,4.454956343613871,3.044522437723423,3.6354623534394945,0.0,0.25478721418863626
3.367295829986474,3.3373737742528187,3.1354942159291497,2.481286019700466,0.0,0.49440694288382636,3.784189633918261,3.519683915890173,5.181783550292085,4.049495731310579,3.044522437723423,3.073259804458711,0.0,0.0
3.367295829986474,3.3335670039408845,3.1354942159291497,3.216101301006609,0.0,0.7603944654772601,3.784189633918261,3.7649378851740414,5.181783550292085,4.9255425797599255,3.044522437723423,2.939040579987116,0.0,0.7129484245667617
3.367295829986474,3.39460706029957,3.1354942159291497,3.251421804828782,0.0,0.5669383546706706,3.784189633918261,3.7350865726000273,5.181783550292085,3.7842096233409626,3.044522437723423,2.7989839208408642,0.0,0.17331907260487112
3.367295829986474,3.3260320480084817,3.1354942159291497,2.8228679319864836,0.0,0.43329777923562984,3.784189633918261,3.7593178376841596,5.181783550292085,3.7872383168785926,3.044522437723423,3.1489896144628986,0.0,0.21794630582882335
3.367295829986474,3.3787217216461043,3.1354942159291497,2.9750792927700624,0.0,0.05015934050249052,3.784189633918261,3.712643964030775,5.181783550292085,4.443027435013821,3.044522437723423,2.6975677479214264,0.0,0.1753667277395663
