,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
422,57596.857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,57733.142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,57869.42857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,58005.71428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,58142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522,51512.06870978522
428,,46594.0927748699,58625.04544603826,59014.02344656871,52710.48740396806,57799.521005013026,57624.8695718612,43822.16926693283,50953.741440015634,47171.791961832394,64206.02725355094,47924.40457596973,43122.808265119194,48547.96489034296,37999.49830526299,50033.08542270893,55109.923703275526,55106.90944706725,58220.48612473156,62290.043815934914,60283.31661307634,47799.87751311739,41247.50775328908,45874.2818821378,56662.10656067455,48280.58537349854,63414.62028723239,56136.83364648202,58671.511195233885,55001.259461345544,61509.98349333391,46055.225327786575,62844.580569261234,44434.091130277324,45118.597631933495,41012.61582117777,54796.62404927111,64195.64925781959,66219.52061025189,52790.780638016135,70267.35696354893,50172.35790730457,49490.03379646734,45857.21946079557,52726.31364225017,46905.67964015453,56082.422793408135,40006.87677765494,55849.135396306316,61800.641615117274,44460.37231400259
429,,41695.14802116637,60512.26725462325,48489.474794707465,44576.32633852474,37742.04173776362,57924.99217406123,54212.074982055565,52464.02960185289,48814.76500033909,45905.290590984136,50113.81523404883,56881.164161037756,56996.53082750485,49306.76678764851,51135.30266774196,58906.03351432811,41285.6653721631,49402.54667712982,49829.04525423047,43901.87146778984,43564.86181380676,51360.244893532756,59258.4223255096,52165.807240747425,44964.38389684592,56726.861017154544,59499.678403111975,56615.89778225007,59082.546939162916,60033.69585288582,45462.60435536482,57708.05177200612,51907.63278367439,42981.04757827805,55430.11158058177,54985.90859612792,54118.78922644428,56989.75416697284,39613.34371733252,55364.39107295456,39869.474795429865,45147.48589872275,51638.05678388303,40618.46358658522,47572.493384010726,64043.23368640605,46553.24204377741,48719.65282189527,59863.98670442222,45159.64473217356
430,,49013.2500582482,52173.35726779205,51363.20154965605,55339.61182447808,46244.29669320719,51320.775654187586,57159.25672324038,53186.77718940087,60677.8118081375,36142.93302349979,41311.23374003447,56577.82385290213,50158.67230929729,55646.03605412498,56825.75278074712,55355.05047777264,40573.75341471947,50866.74385405347,55774.94233186935,53805.33205689348,56712.96020728758,46768.32135073446,56780.866874901025,58596.73987886224,57431.19762782359,54028.47776584931,50733.313617303604,42683.44116672859,52604.25624929395,52053.35342900478,53227.55244319063,59795.644931143805,59518.31292328991,54904.47030274026,56253.046505617574,50598.80676472797,49372.14334289951,44296.66630884096,45974.071570245884,40364.83306117056,55965.55707931677,58703.38601518516,50450.52057065714,57782.738492305725,41697.99934253245,45654.47591360493,52180.95309395187,62984.23629802618,50726.04483425968,56901.692326419245
431,,57300.08290378835,49213.20844683514,49524.72396122772,52262.85546556961,57407.47129155332,54848.637971931916,44028.96837454819,44583.587164958204,53546.47400678907,46921.09516831802,48339.39307263754,63992.873967956635,48945.96420102232,53837.266448183065,57505.881414878044,55907.06874804462,46431.723378887655,44268.11253735535,53379.69318422748,55294.39111843232,61949.30964538058,56075.08161809373,44701.31861064708,39297.975655554466,51045.1748653014,46663.85753109602,60904.69495606162,53219.227692531975,50646.09001064284,56231.93285479427,42308.423857338625,52885.321986155235,59738.864387005815,56964.1827782452,54382.357513192896,58458.88697802719,53816.927454670265,54961.1473888647,49557.40691818233,50544.351023893774,56192.5625356946,49835.98221203791,46617.654854879016,64945.9149501596,62618.22614687534,46053.29016342804,46647.83518323971,53900.9757255209,51938.00637572047,57658.72799549339
