S00117_Actual,S00117_Simulated
2.0794415416798357,2.636680193993027
2.0794415416798357,4.826326473710651
2.0794415416798357,2.411741541118321
2.0794415416798357,3.5309757573780143
2.0794415416798357,3.767141684374958
2.0794415416798357,2.5787237282690683
2.0794415416798357,1.8077712247779734
2.0794415416798357,3.2871759875470863
2.0794415416798357,6.314583520309199
2.0794415416798357,0.711038931035511
2.0794415416798357,0.0
2.0794415416798357,5.319561468937669
2.0794415416798357,2.301020400831304
2.0794415416798357,1.051385649784983
2.0794415416798357,3.3414839146082214
2.0794415416798357,4.793762547675852
2.0794415416798357,2.1576420023899128
2.0794415416798357,3.0058041951163372
2.0794415416798357,0.0
2.0794415416798357,3.511467609868843
2.1972245773362196,0.8547346486801455
2.1972245773362196,3.336230030450206
2.1972245773362196,1.4743001722281748
2.1972245773362196,1.6243649509590836
