S1905_Actual,S1905_Simulated
0.0,1.528042598680665
0.0,2.6894411178873856
0.0,2.089054295814617
0.0,2.697156785508873
0.0,1.0434475858652257
0.0,2.0872686988206097
0.0,1.6855422905598039
0.0,0.4258517983571042
0.0,1.512093627982796
0.0,2.143016406046483
0.0,1.7411801550780095
0.0,1.9634921867047628
0.0,1.9050558840159386
0.0,1.5092685247096007
0.0,1.1841299542487658
0.0,1.3668918898425508
0.0,0.27141421377247776
0.0,1.950088111317006
0.0,2.92995874668929
0.0,0.9557783747855572
0.0,2.0915335876904977
0.0,2.2047523766229773
0.0,2.2032794641837325
0.0,0.7905006535010856
