S1905_Actual,S1905_Simulated
0.0,1.528042598680665
0.0,0.0
0.0,2.39833644594751
0.0,1.2304238417958675
0.0,1.2103619663666463
0.0,1.084478871963657
0.0,1.5755328807228535
0.0,1.7366288212878749
0.0,3.1981398329242934
0.0,0.7102693831638722
0.0,1.5212780189804802
0.0,0.9857442887597662
0.0,1.819550047013852
0.0,0.40541734270163743
0.0,1.3044430813383578
0.0,1.8787583980462803
0.0,1.1836828423481953
0.0,0.07602297521688817
0.0,0.4618801833910431
0.0,0.7178939964259169
0.0,2.0120003163878506
0.0,1.806408764750663
0.0,1.5900200011113743
0.0,0.0
