S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
4.248495242049359,4.294532913842204,4.1588830833596715,2.316612279234742,1.3862943611198906,2.67567302917226,2.4849066497880004,2.5825350480961635
4.248495242049359,3.766097738337773,4.1588830833596715,1.1702045863149653,1.3862943611198906,1.872876388228026,2.4849066497880004,2.998218489443256
4.248495242049359,4.323794724402161,4.1588830833596715,3.2043348507667244,1.3862943611198906,1.9624567085463314,2.498699971920336,2.689149095874971
4.248495242049359,4.228748021258567,4.1588830833596715,2.9477958520670167,1.3862943611198906,1.8264521626458645,2.512305623976115,2.307909267833312
4.248495242049359,3.140172694179729,4.1588830833596715,1.207737183442447,1.3862943611198906,1.3754518840992311,2.5257286443082556,2.671450071322806
4.248495242049359,4.301083164133282,4.1588830833596715,3.2910265351408956,1.3862943611198906,1.3231375623023982,2.538973871058276,3.4719975141061394
4.248495242049359,4.141194421727985,4.1588830833596715,2.31328278539078,1.3862943611198906,1.1810126295013585,2.5520459526256287,3.206360545355532
4.248495242049359,3.759189673600083,4.1588830833596715,3.226267430931549,1.3862943611198906,1.5572534926924189,2.5649493574615367,2.5139247183104
4.248495242049359,3.8392006891901316,4.1588830833596715,2.3249532588692627,1.3862943611198906,1.290893242083904,2.5649493574615367,2.8491338250980096
4.248495242049359,4.411968999396013,4.1588830833596715,3.3589096155376534,1.3862943611198906,1.0991993232846518,2.5649493574615367,3.577645592246667
4.248495242049359,4.084301589978504,4.1588830833596715,1.9001035787964708,1.3862943611198906,1.3539822087646978,2.5649493574615367,3.0706749846148242
