,Actual_last_5_vals,Mean_Simulation,Simulated_22,Simulated_29,Simulated_16,Simulated_20,Simulated_2,Simulated_18,Simulated_23,Simulated_10,Simulated_9,Simulated_15,Simulated_3,Simulated_6,Simulated_7,Simulated_14,Simulated_12,Simulated_17,Simulated_8,Simulated_13,Simulated_1,Simulated_0,Simulated_25,Simulated_28,Simulated_4,Simulated_19,Simulated_27,Simulated_26,Simulated_21,Simulated_5,Simulated_11,Simulated_24
0,5497.177777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5507.133333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5517.0888888888885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5527.044444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95,4311.95
6,,4472.47,4659.53,4483.24,3103.4,3392.35,4592.06,4651.77,4473.36,4012.04,4126.24,3662.44,4251.52,3807.01,4829.51,4482.94,3543.91,3622.64,4847.53,4640.44,3999.75,6702.29,5601.74,4353.11,5941.94,4946.27,4725.53,5527.44,3154.81,5028.62,3973.39,5037.34
7,,4443.65,3870.01,3663.9,3691.95,4101.46,4001.3,5033.09,4897.95,4741.69,3827.36,4411.26,4895.72,2819.55,4439.12,3922.26,4402.2,4704.88,3377.2,4117.57,4872.29,3966.31,4556.64,5405.42,6250.52,5075.79,5076.09,4798.01,4965.71,3755.62,3958.4,5710.23
8,,4598.5,4689.36,4607.42,4556.93,5328.0,5431.29,4088.32,3896.67,5585.51,3055.6,4301.51,4348.79,4865.0,4714.5,3664.79,3992.43,4808.37,5364.41,5233.94,5045.77,5232.19,4038.45,5565.78,4576.35,3540.31,4312.64,3785.82,3911.8,5559.75,4351.16,5502.07
9,,4473.14,4738.16,4992.31,4554.35,4054.88,5792.25,3885.9,4087.9,4764.68,4128.6,4350.94,5283.07,3312.62,4826.12,3869.18,3917.75,3325.8,5340.44,3654.61,5728.13,4070.89,5233.72,4951.94,4904.48,4855.96,3301.29,4274.18,3792.23,4610.62,3509.59,6081.47
10,,4397.95,3588.75,4451.01,3777.77,3314.67,5272.22,5193.9,5367.69,4843.47,4386.92,3656.98,4184.31,4501.48,3801.1,4647.92,4964.56,4570.4,4136.61,5012.11,5281.51,5167.55,3179.06,3867.58,4881.7,5816.31,4146.45,3605.45,3608.88,3610.52,3812.5,5289.1
11,,4179.75,6032.87,3571.19,4127.28,5063.35,3773.4,4929.98,3607.15,5032.27,4147.15,4732.78,4163.85,4626.87,4350.9,4337.94,4869.18,4167.07,3277.9,3309.96,3547.39,3298.06,3602.15,3288.34,3885.99,3175.51,4055.45,5224.69,4221.1,3489.6,4340.94,5142.12
12,,4417.16,4358.22,5106.38,4349.33,3746.58,3822.74,4688.13,4262.12,4491.61,3532.71,5272.59,3408.37,4958.38,4872.23,4239.09,5524.27,4535.5,4139.44,4567.3,4155.29,4331.58,4884.28,3924.25,4240.48,4640.97,5873.41,5302.27,3963.17,3644.26,3564.39,4115.37
13,,4528.82,4632.36,4790.13,5574.66,5072.66,4459.06,4182.12,5052.42,5248.08,4432.72,3838.07,3920.77,4365.26,3407.7,4567.22,4716.66,4193.88,4603.06,5401.99,3951.06,4751.26,5320.17,4057.2,4087.23,4147.03,5590.78,2808.8,4945.08,4112.58,5618.65,4015.9
14,,4232.89,4355.68,4212.53,5632.53,3727.86,4114.34,3536.52,4943.19,3639.13,4529.34,4194.46,4099.28,4268.62,3233.65,3385.61,3938.67,5412.03,4021.38,4289.73,4551.78,4258.31,3969.71,3954.37,4848.74,3918.66,2486.19,4794.9,5063.04,5270.23,3902.08,4434.09
15,,4391.99,5804.49,5243.99,5291.26,4072.2,4639.63,4379.97,4948.85,3879.83,4524.94,3516.87,3368.41,5736.97,4844.77,3652.68,4417.6,3287.54,4463.17,3890.58,4949.03,3104.6,4616.54,2998.54,4672.0,3928.08,4789.51,5110.27,3653.92,4146.42,3932.15,5894.99
16,,4474.99,4680.86,5674.9,4472.11,3503.62,4779.83,4148.98,3022.49,5408.7,4573.91,5392.99,3737.45,4699.14,4255.2,3770.49,4630.6,4350.68,5907.35,5467.52,4733.02,2218.59,4939.21,4552.79,4974.03,3576.37,4640.64,3590.74,5736.15,3759.33,3969.64,5082.46
17,,4240.09,4390.0,4514.72,4226.14,4777.75,4139.2,5161.01,4542.92,4287.38,3129.99,3569.96,4372.29,4118.67,2653.84,4649.33,2820.44,3921.96,3192.19,4920.39,4903.68,4271.32,4250.75,3814.99,4241.9,4221.97,3690.38,3767.86,4832.66,5782.18,5029.67,5007.15
18,,4407.63,3652.93,4925.51,3744.96,4526.46,3517.99,4633.28,5535.47,4897.38,2933.1,3501.84,5079.9,3424.66,4811.58,4720.13,4810.69,4356.02,4095.22,4001.81,5171.83,3966.87,3915.69,4486.93,6142.44,4888.71,4466.65,5046.3,4178.88,3123.49,3483.39,6188.65
19,,4535.73,4949.74,4020.87,4817.63,4650.88,3829.28,4506.89,4518.85,4959.95,4464.12,3960.63,4547.36,4322.53,3848.96,3910.59,5495.29,6838.44,4079.0,5201.51,3901.65,3971.28,5101.39,3622.16,3640.17,6016.02,4688.56,4068.97,4129.64,4681.69,4571.92,4755.94
20,,4543.05,5140.32,5364.98,4109.69,5119.11,4232.6,4973.23,5013.19,5970.12,4520.64,4398.53,3990.62,4004.03,3325.86,2475.29,4815.25,5462.25,4743.71,4076.99,5569.96,4804.87,5435.37,3862.03,5366.13,3216.9,4405.5,4125.29,6504.88,4215.14,3343.22,3705.68
21,,4423.63,4377.42,4513.74,3644.4,4479.63,5237.32,3777.91,5600.97,4148.78,2824.04,3581.24,6191.76,5031.42,5557.85,4420.41,3926.04,4606.22,4885.67,4194.59,4252.61,4244.53,4337.81,4146.95,5373.09,4379.93,4499.28,3781.29,4154.87,3417.22,4359.52,4762.41
22,,4328.95,3197.63,3738.32,4560.61,4058.63,4398.59,4245.81,4148.72,4599.36,4571.07,5149.44,4264.69,3349.17,4128.64,3736.65,4510.89,4423.84,5611.51,4544.42,3695.33,4618.97,5232.03,5016.51,5142.72,4969.91,3240.97,4366.53,4543.48,4730.13,3016.47,4057.31
23,,4358.23,4388.92,4902.12,4754.29,4052.08,4784.57,3868.85,4994.44,3097.1,3882.76,3919.03,3802.14,5655.76,4959.49,3742.97,4568.91,4452.39,5418.69,4688.17,3045.31,3928.89,5416.08,4018.18,5628.11,4259.26,2751.12,2860.65,4899.1,3949.78,5669.95,4387.84
24,,4509.08,4369.73,5428.69,4867.27,4173.38,4171.31,4175.63,4832.18,4311.64,3684.65,4540.9,4999.54,4289.29,4328.56,4954.87,5553.64,4348.57,4820.83,5536.74,4587.87,4874.67,4769.87,3866.11,4409.6,4292.74,3267.33,4254.17,4354.89,3324.29,4828.53,5054.87
25,,4598.55,4783.11,4721.12,5107.61,5698.39,4911.58,3037.83,4618.13,4172.18,4463.39,5479.22,4819.1,4214.26,4763.02,5312.13,4143.98,5739.4,3919.84,3466.18,4334.88,4540.34,4509.99,3241.02,4615.03,5367.15,4861.69,4323.07,3930.63,5910.27,5557.94,3394.15
26,,4444.62,4419.35,4984.93,4377.69,4648.99,2760.78,5141.79,3998.18,4153.46,5823.05,3791.71,3599.29,3861.01,4017.85,4154.49,5823.18,3849.1,4671.58,5626.95,4952.94,4048.18,5544.44,4564.42,5011.57,5166.97,4385.32,4722.18,3815.23,4742.81,3101.3,3579.97
27,,4429.56,4983.42,3817.82,3483.5,4329.93,4753.44,3375.93,4485.06,4044.71,4794.79,4648.68,4001.83,4414.36,4216.47,5351.71,5146.93,5601.08,4808.73,4245.32,3922.89,4543.16,4226.42,5318.42,4605.27,4649.02,3188.51,4107.18,4419.11,4371.87,4180.84,4850.5
