S1213_Actual,S1213_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.1869835698997661,0.8654164806904682,0.0,0.19170098661429782,0.0,0.051733357324998425,0.0,0.46172097945521134,0.0,0.11196008221551346,0.09785579000375867,0.46128570284664755,0.0,0.046991420998253174,0.0,0.19702941544705932,0.09785579000375867,0.6025512276968152,0.0,0.5169270278182613
0.17135825199668528,1.4419501866833024,0.0,0.0,0.0,0.0,0.0,0.6744681781322315,0.0,0.0,0.08934510033585,0.0,0.0,0.4135816430073708,0.0,0.7238430975381699,0.08934510033585,0.19730063155857436,0.0,0.8159106750426324
0.15548490284039515,0.26926138763891316,0.0,0.0236984308100249,0.0,0.5634190931651293,0.0,0.0,0.0,0.0,0.08076135664445859,0.0,0.0,0.1327437884700579,0.0,0.06737796722702138,0.08076135664445859,0.6499577505658098,0.0,1.5240099340214437
0.13935552091051145,0.8788047652043804,0.0,0.1980417928528208,0.0,0.0,0.0,0.0,0.0,0.22197756806548657,0.07210329390134397,1.131625750728681,0.0,0.2236987052951947,0.0,0.08080592797029514,0.07210329390134397,0.0,0.0,0.44376646218205207
0.1229617111348351,0.8755918969688679,0.0,0.0,0.0,0.0,0.0,1.0647092649737493,0.0,0.0,0.06336961393258933,0.610245212377856,0.0,0.3092756447535168,0.0,0.4076847707595692,0.06336961393258933,0.8919019212965391,0.0,0.0
0.10629465864962341,0.3735576278713103,0.0,0.0,0.0,0.2462273715386302,0.0,0.11836016101232161,0.0,0.07990356098796572,0.0545589842504345,0.2549357633596975,0.0,0.0,0.0,1.3031054363239143,0.0545589842504345,0.22645205622789294,0.0,0.3841739891694772
0.08934510033585008,0.0,0.0,0.4809487324142099,0.0,0.1283674257740108,0.0,0.60278294148818,0.0,0.1525058291962271,0.04567003683318844,0.9960239608122656,0.0,0.0,0.0,0.0,0.04567003683318844,0.4028187210738946,0.0,1.1495551792785508
0.07210329390134407,0.4385904517776301,0.0,0.0,0.0,0.0,0.0,0.07215246567384853,0.0,0.0,0.036701366850428,0.3998743699889483,0.0,0.0,0.0,0.43081546528601256,0.036701366850428,0.0036655976445996163,0.0,0.3377693757172089
0.0545589842504346,0.6310319744571251,0.0,0.1953090090535278,0.0,0.0,0.0,0.0,0.0,0.0,0.027651531330510157,0.0,0.0,0.0,0.0,0.0,0.027651531330510157,0.30425638967948837,0.0,0.0
0.0367013668504281,1.3598627453438836,0.0,0.012962902398364812,0.0,0.01084101168933406,0.0,1.5197552689286802,0.0,0.29474516159271436,0.018519047767237597,1.4222797219580154,0.0,0.13875648935936435,0.0,0.0,0.018519047767237597,0.9269758253390035,0.0,0.0
0.018519047767237697,1.3916024948255525,0.0,0.16325773186855974,0.0,0.0,0.0,0.21131569737516287,0.0,0.0,0.009302392662313554,1.703136423652431,0.0,0.05376286404243077,0.0,0.07196591812638448,0.009302392662313554,0.477335186664144,0.0,0.0
0.0,0.8416084216277678,0.0,0.06540685075662805,0.0,0.04130962594384372,0.0,0.0,0.0,0.19071015282518292,0.0,1.2158978522864647,0.0,0.3577487794978283,0.0,0.5110106034487119,0.0,0.18261276446793584,0.0,1.735025754943385
