,Actual_last_5_vals,Mean_Simulation,Simulated_23,Simulated_5,Simulated_18,Simulated_11,Simulated_0,Simulated_4,Simulated_22,Simulated_13,Simulated_29,Simulated_27,Simulated_7,Simulated_10,Simulated_19,Simulated_1,Simulated_17,Simulated_2,Simulated_21,Simulated_9,Simulated_28,Simulated_20,Simulated_26,Simulated_6,Simulated_25,Simulated_16,Simulated_3,Simulated_24,Simulated_8,Simulated_15,Simulated_12,Simulated_14
0,76147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,76510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,75578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,77231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,81133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57,83052.57
6,,83454.84,83248.29,82179.57,83851.7,81487.24,83279.56,81259.15,76838.81,83702.89,78505.47,79222.28,82457.52,85464.5,81416.81,86877.56,84113.46,78560.68,91531.49,85397.64,89851.94,81045.55,76182.39,81657.22,87666.73,90508.99,84769.78,96988.73,67026.22,82517.68,83054.02,92981.4
7,,82221.08,79284.14,79690.91,88775.87,81961.96,80921.18,80608.86,83626.01,84388.88,77574.43,80970.09,87938.86,82509.34,80282.89,85512.78,79755.98,84098.99,76649.81,80010.98,77402.72,74789.31,82535.48,83172.94,83957.11,75489.14,82229.82,80590.54,78348.87,89904.55,91032.05,92617.87
8,,85298.6,87879.06,81903.57,84020.8,87100.72,83262.65,88448.45,85260.23,79757.54,87390.8,88635.47,87453.41,82398.98,86771.22,88556.23,81654.87,82281.04,85250.62,79772.23,89193.49,81082.29,80681.32,78283.63,82434.87,82532.82,94410.89,86354.26,87183.3,77315.59,99644.57,92042.99
9,,83834.17,86194.11,85061.33,82870.94,85419.08,81676.93,84832.82,80753.63,82757.74,84377.37,82818.44,86887.99,88444.0,82936.98,86603.98,83940.44,84398.77,84126.22,83534.85,83069.04,84082.75,87856.29,91541.87,90659.6,79293.29,75750.95,78709.85,86552.15,73248.97,89579.04,77045.58
10,,83483.07,84720.87,82578.58,84183.45,88543.38,78207.47,87453.01,82345.61,80133.97,84638.48,87064.84,85751.58,78628.43,91948.21,80934.01,74682.11,88893.33,80827.11,76145.55,80581.14,78951.67,80684.69,85785.49,88279.77,83582.46,78798.43,78542.04,86850.99,85805.63,90466.54,88483.24
11,MAE,,1553.61,1555.35,1648.84,1779.01,1824.0,1987.72,2046.22,2063.74,2231.14,2236.32,2365.37,2443.67,2468.53,2548.49,2612.45,2627.42,2773.99,2886.02,3129.57,3139.56,3170.77,3295.76,3405.63,3532.02,3867.31,4380.91,4711.9,4918.57,6047.68,6409.42
