,Actual_last_5_vals,Mean_Simulation,Simulated_20,Simulated_45,Simulated_47,Simulated_33,Simulated_17,Simulated_24,Simulated_9,Simulated_19,Simulated_35,Simulated_39,Simulated_8,Simulated_34,Simulated_43,Simulated_40,Simulated_5,Simulated_15,Simulated_31,Simulated_38,Simulated_7,Simulated_12,Simulated_3,Simulated_46,Simulated_14,Simulated_36,Simulated_28,Simulated_11,Simulated_30,Simulated_29,Simulated_16,Simulated_6,Simulated_49,Simulated_13,Simulated_0,Simulated_1,Simulated_18,Simulated_25,Simulated_10,Simulated_23,Simulated_42,Simulated_2,Simulated_41,Simulated_44,Simulated_27,Simulated_48,Simulated_21,Simulated_37,Simulated_4,Simulated_22,Simulated_32,Simulated_26
0,87576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,89830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,115264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,110234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,116422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4,115810.4
6,,115956.89,52611.83,141544.47,100069.72,108662.52,118604.47,85038.06,126688.29,95486.2,130966.41,100147.85,143936.47,101809.57,130881.95,76957.72,129995.21,120321.69,151840.44,98373.26,120875.75,136211.32,131247.02,119032.16,109428.91,114258.36,134415.0,123428.17,79122.15,140400.41,96353.94,99408.71,127933.78,162156.19,59652.39,134949.86,120302.41,147796.77,67649.52,89899.35,60734.96,106952.08,151257.72,165661.34,124766.98,146710.27,98456.97,109619.41,123460.54,170688.97,136513.74,74563.46
7,,111300.15,95925.78,132768.63,118259.61,105510.44,117395.46,145075.02,96792.28,106980.59,114685.67,117577.87,100676.29,109917.94,60134.06,145512.37,149026.26,125825.75,120768.94,121344.24,113436.74,101201.2,83896.32,81988.67,124681.15,104238.71,67570.05,121399.58,122150.62,146127.59,133080.37,131269.85,139582.5,115721.82,68156.43,119965.64,99461.4,120364.9,122752.56,96104.51,94646.76,122471.05,70775.92,129668.04,82590.54,100111.61,117047.31,103331.06,112756.12,146744.08,92514.31,95023.02
8,,111482.74,115627.84,123064.62,108452.76,129004.16,92520.42,91585.89,94213.92,90891.65,101611.93,120847.27,94605.9,60046.14,118043.8,104977.74,81828.65,103553.6,128115.54,140054.23,110231.57,128885.81,124420.98,109473.13,101396.4,142507.05,109901.1,110705.45,121667.09,120689.76,137255.63,129867.36,128692.83,116780.08,133954.54,147569.74,91875.08,124376.09,106432.94,129436.67,96651.55,148501.88,92490.09,90058.25,104607.68,59461.15,99284.34,140151.26,98708.26,142643.84,111876.32,64537.24
9,,114854.08,118798.8,87186.43,63563.26,115938.07,135268.93,100366.98,68620.11,104307.77,102403.51,54284.23,88698.38,102234.82,139084.23,142102.84,84704.74,148233.59,96354.54,111849.61,116493.09,109994.34,78088.77,130918.82,176596.15,128449.65,138607.99,151523.42,146223.42,106489.21,119834.39,84268.7,88493.53,163777.68,98269.25,58223.83,85592.66,119105.16,157659.6,138818.79,82843.89,146063.1,113168.28,127839.35,122305.61,172628.6,136093.54,131524.79,164003.74,98134.65,107738.74,78930.59
10,,117354.5,109799.19,117285.89,103348.76,97311.36,83348.34,107034.31,119938.24,101897.53,80703.66,95743.19,154152.53,95578.23,130708.62,109487.19,98420.07,136677.28,110342.62,129755.8,134954.07,85744.12,105582.83,63133.85,115845.76,99245.89,116881.72,123595.37,162902.15,122778.09,136929.47,70176.4,141853.44,148648.73,97474.74,139907.98,114424.12,153391.14,148159.1,173427.86,108482.15,143267.12,86384.21,156674.41,131811.21,69979.54,94196.45,127356.05,169081.88,64217.1,200347.02,79338.24
11,,116257.8,124944.94,142386.55,120545.13,131219.08,79180.07,131136.71,88627.04,114395.7,114682.6,92540.17,112655.92,118335.07,91147.59,89019.01,128891.66,143889.52,170709.16,161077.29,110750.07,101635.4,124911.62,134986.23,73239.48,92213.87,137879.56,150710.13,130801.36,100331.11,89036.08,69559.16,130984.59,137959.6,86518.57,88495.28,143964.14,162295.88,124455.21,88719.13,94986.1,106375.31,72473.59,129463.63,150929.09,105829.21,64793.04,161413.52,169798.05,71652.53,168566.31,81780.01
12,,115850.59,102504.86,98896.75,126485.39,131253.68,100072.35,117932.97,98487.28,144016.24,113308.58,79053.94,124989.39,116361.38,130464.9,108914.63,99535.11,106165.72,98676.88,147686.31,79501.62,145221.84,74627.78,135302.75,123897.31,68396.97,142057.68,166869.15,145018.95,110066.29,91676.15,87729.82,174473.25,124094.81,82472.4,130805.19,124571.81,150285.33,129726.18,121676.27,114459.81,70452.41,127403.24,60208.03,141936.29,134011.55,75003.21,111431.8,172770.52,101419.23,173008.09,57147.19
13,,116829.01,108774.79,118555.83,132008.99,136944.51,125275.04,109484.88,117749.14,104984.7,157832.6,122443.58,111616.49,134318.38,117415.12,103880.06,133420.52,114715.56,124241.38,157966.86,76364.72,55833.94,142234.42,99112.76,114368.84,106696.82,89476.81,139988.63,134365.17,92381.15,79315.4,122660.93,164516.87,121602.34,119973.89,132959.09,64967.43,158772.91,116804.83,107131.73,68085.38,78604.85,84984.03,110760.81,145261.24,88645.98,62605.3,159712.72,190216.74,108901.49,203354.65,69160.24
