S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,3.380053276302127,3.1354942159291497,2.9151166058686746,1.0986122886681098,1.692224854648197,0.0,0.25153222803391406,6.003887067106539,4.684587342530428,0.0,3.2895964491980836,6.887552571664617,7.2310103125325735,2.302585092994046,2.7114277565348175
4.727387818712341,3.585401427239096,3.1354942159291497,3.1761704863915954,1.0986122886681098,1.035517059393339,0.0,0.09549677298493761,6.021023349349527,6.045924682147202,0.0,1.6583554217477745,6.893656354602635,4.272721752904052,2.302585092994046,2.6243647734956546
4.727387818712341,4.023746759488742,3.1354942159291497,2.337463427797614,1.0986122886681098,1.497452135422434,0.0,0.5842541152281612,6.0330862217988015,4.733150617307054,0.0,2.2640146090163293,6.893656354602635,5.638475704106491,2.302585092994046,1.292749150618763
4.74493212836325,4.6771130682565865,3.1354942159291497,2.1965096246262785,1.0986122886681098,1.5020511402655436,0.0,0.29896349897788504,6.025865973825314,3.9910804417209063,0.0,3.057003143317263,6.904750769961838,6.134090142986084,2.4849066497880004,1.3660502051942083
4.74493212836325,3.7679665282277806,3.1354942159291497,2.8353274291476933,1.0986122886681098,0.5638689954453201,0.4054651081081644,0.0,6.02707297457535,5.8849640001710135,0.0,3.861816788558654,6.90625415285587,6.403331646482236,2.4849066497880004,0.7194166005828491
4.74493212836325,4.808113872326609,3.1354942159291497,3.089882980569379,1.0986122886681098,0.5215012186672456,0.6931471805599453,0.41107392852577085,6.028278520230698,4.971575997406965,0.0,5.507801858776491,6.907755278982137,6.915092500844285,2.4849066497880004,2.7262663342036397
4.742029368705289,4.132720759061008,3.1354942159291497,3.9803678819135837,1.0986122886681098,1.5601535736718968,0.6931471805599453,0.11269749763893258,6.025060496536498,5.903015152765657,0.0,4.502770176413616,6.914068641038729,5.864700566444428,2.4849066497880004,1.0288475919210875
4.73911815849783,3.6149867140107186,3.1354942159291497,2.6325552160393237,1.0986122886681098,1.5448198872617356,0.6931471805599453,0.4187737673166703,6.021832083724378,5.586638149550981,0.0,2.9945514632962515,6.920342394487609,5.572081807052285,2.4849066497880004,2.575208524867475
4.736198448394496,4.581859768227106,3.1354942159291497,2.7905060215440365,1.0986122886681098,0.959571075125307,0.6931471805599453,0.0,6.018593214496234,5.067034676246295,0.0,1.7959845361971223,6.926577033222725,4.904717139620155,2.4849066497880004,2.601672694674046
4.736198448394496,4.637154851351581,3.1354942159291497,2.585132014589447,1.0986122886681098,1.3166505933224288,0.6931471805599453,0.0,5.91350300563827,6.443037477728593,0.0,5.5140778945511535,6.892641641172089,8.038558169624093,2.4849066497880004,1.7617761333466881
4.762173934797756,3.8510759522858256,3.258096538021482,2.910873473342112,1.0986122886681098,1.098340908978886,0.6931471805599453,0.0,5.918893854273146,5.740843524219071,0.0,2.2324146083952163,6.90875477931522,5.137152351477038,3.4657359027997265,2.2625026891323876
4.948759890378168,4.51087338793052,3.258096538021482,3.0334112912489104,1.3862943611198906,2.0866671994704573,1.0986122886681098,0.36227207084079527,6.016157159698354,4.3065549348494985,0.0,4.331341797706377,7.00397413672268,5.88418268306634,3.5263605246161616,2.8961504839942585
4.983606621708336,3.8733725871261453,3.332204510175204,3.136724751286163,0.6931471805599453,1.7727700112499758,0.6931471805599453,0.12506624400540645,5.720311776607412,5.285970905716088,0.0,3.5423476717563114,6.75110146893676,7.001194526807546,3.5553480614894135,2.0462939639182776
4.969813299576001,3.373139391579868,3.332204510175204,3.760632845379921,0.6931471805599453,2.827249110629616,0.6931471805599453,0.05311903805761619,5.713732805509369,5.657096472000087,0.0,1.975709011502099,6.760414691083428,6.225866976314737,3.5553480614894135,1.1780847904753236
4.976733742420574,4.143404542757239,3.332204510175204,3.1629615283927826,0.6931471805599453,1.6227805339496182,0.6931471805599453,0.0,5.717027701406222,3.2776672386865817,0.0,3.51325034064068,6.716594773520978,5.21004143737934,3.6375861597263857,2.555942380586104
4.997212273764115,4.086713702367581,3.332204510175204,3.8976243365187644,0.6931471805599453,2.1754751594040265,0.6931471805599453,0.0,5.71042701737487,4.359584479214726,0.0,2.1115985281170726,6.7357800142423265,5.546626076906549,3.6375861597263857,2.275604581946906
5.003946305945459,4.430852558506064,3.332204510175204,2.9354951676107324,0.6931471805599453,2.4008852084030767,0.6931471805599453,0.0,5.697093486505405,6.299357204552882,0.0,4.368484859413265,6.733401891837359,6.605481978661423,3.6375861597263857,2.142238059391201
5.003946305945459,4.290333875726356,3.332204510175204,3.5294022393063673,0.6931471805599453,0.9033377750974324,0.6931471805599453,0.4819746627537726,5.69035945432406,5.957915963420555,0.0,7.717936490145338,6.7339969528486705,7.063639972176679,3.6375861597263857,3.2010747746159973
5.003946305945459,3.8662396370405974,3.332204510175204,3.115403208811401,0.6931471805599453,1.7434864780722488,0.6931471805599453,0.0,5.683579767338681,4.544380809798671,0.0,4.923026711575202,6.734591659972948,8.077106194755334,3.6375861597263857,2.017031732402337
5.0106352940962555,4.571728404210044,3.332204510175204,3.7982016691301417,0.6931471805599453,1.329202678048994,0.6931471805599453,0.0849415303598235,5.700443573390687,3.855743519789509,0.0,4.866769420179802,6.734591659972948,6.3145110980357115,3.6375861597263857,1.4725607651199213
5.030437921392435,4.448273500595216,3.332204510175204,2.8190420427329923,0.6931471805599453,1.3663906855353734,0.6931471805599453,0.0,5.68697535633982,4.914057197509199,0.0,1.161338027799981,6.739336627357174,5.987391336620026,3.6375861597263857,3.826989075638992
5.030437921392435,4.802852495351449,3.332204510175204,3.636632471915176,0.6931471805599453,1.2809715060858542,0.6931471805599453,0.0,5.697093486505405,5.887571327050886,0.0,3.9292619395389785,6.75343791859778,6.467209464238779,3.6375861597263857,2.424262905030702
5.087596335232384,4.479195366931623,3.332204510175204,4.731836700065817,0.6931471805599453,2.1507634030701643,0.6931471805599453,0.0,5.6937321388027,4.659365167082065,0.0,2.104651764227502,6.759255270663693,5.105441876122549,3.713572066704308,2.25118627294572
