S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407,2.4849066497880004,3.085545834700197
0.0,0.8458673787757092,4.248495242049359,4.377565003759889,4.1588830833596715,4.119881311467154,1.3862943611198906,0.5940372122243851,2.4849066497880004,2.1848609370992356
0.0,0.6790606881868242,4.248495242049359,4.3179764346120155,4.1588830833596715,3.700352102297689,1.3862943611198906,0.6684432330478883,2.4849066497880004,2.3625359604003147
0.0,0.040497019727638306,4.248495242049359,4.359134833886849,4.1588830833596715,2.4261641520711317,1.3862943611198906,1.5208328574440508,2.498699971920336,3.262113654697026
0.0,0.2979095360231424,4.248495242049359,4.262131580844246,4.1588830833596715,3.1095942503846628,1.3862943611198906,1.5308901854594412,2.512305623976115,2.1253930230384857
0.0,0.4654044546928366,4.248495242049359,3.911342954612019,4.1588830833596715,1.5276343992436057,1.3862943611198906,0.8272759700797708,2.5257286443082556,3.1660561978442723
0.0,0.0,4.248495242049359,3.8515897628716593,4.1588830833596715,2.6738365953354104,1.3862943611198906,1.683789880161314,2.538973871058276,3.242016257467361
0.0,0.0,4.248495242049359,4.392079783516749,4.1588830833596715,1.576637317084775,1.3862943611198906,1.575662049843185,2.5520459526256287,2.1125463713670327
0.0,0.7501866291011867,4.248495242049359,4.308789719992118,4.1588830833596715,2.7995127596724343,1.3862943611198906,1.1687916768881716,2.5649493574615367,2.2338676879521318
0.0,0.0,4.248495242049359,4.452291630581547,4.1588830833596715,2.624298748723706,1.3862943611198906,2.0495512763289128,2.5649493574615367,3.2170660035990255
0.0,0.0,4.248495242049359,3.692440344593418,4.1588830833596715,3.559582935223546,1.3862943611198906,1.5667400672991423,2.5649493574615367,2.7129552212638606
0.0,0.08821476685346041,4.248495242049359,3.6969967378105313,4.1588830833596715,2.0624622093123994,1.3862943611198906,1.6417307227235949,2.5649493574615367,3.3777933630802006
