S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.9614111671546247,1.5749249081075742,3.8151731794382284,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.540996116439044,3.0944630585136337
5.043425116919247,4.7953454207069734,2.772588722239781,2.035465848078701,2.0794415416798357,2.277770523072876,2.3978952727983707,2.9197035423104003,2.1972245773362196,1.7094739390114684,0.9007865453381899,0.0,3.818557277422469,3.58050979809574,4.248495242049359,4.121971192384412,4.1588830833596715,0.7398338883391531,0.6931471805599453,0.28303770290757924,1.3862943611198906,1.354277079965326,0.0,0.0,3.4339872044851463,3.525691766837754,2.5470384308950065,2.8647522155680916
5.043425116919247,5.220402939816012,2.772588722239781,1.4027486411637853,2.0794415416798357,2.556199516660914,2.3978952727983707,2.5183961188412542,2.1972245773362196,1.5964704217248282,0.8362480242006186,1.7861069384235644,3.821929961901108,3.47782438494243,4.248495242049359,4.015600085705474,4.1588830833596715,1.9414826343209526,0.6931471805599453,0.11234555009785363,1.3862943611198906,1.654322449637346,0.0,0.0,3.4339872044851463,3.1858921020375606,2.5530444549552187,2.7085426178582823
5.043425116919247,5.002622120576099,2.772588722239781,3.561472603543409,2.0794415416798357,2.0763920002637195,2.3978952727983707,4.459514547990401,2.1972245773362196,2.4172689219012726,0.7672551527136671,0.8114813244762223,3.8252913096038133,4.327276976428357,4.248495242049359,4.000070818757148,4.1588830833596715,2.8795767117465667,0.6931471805599453,1.0110435322814595,1.3862943611198906,1.595830552522403,0.0,0.0,3.4339872044851463,3.1769159024129783,2.559014621941722,4.320288489306374
5.043425116919247,5.175993220525993,2.772588722239781,2.3056795219231327,2.0794415416798357,2.2751046752532575,2.3978952727983707,3.468534409280598,2.1972245773362196,2.096320513736892,0.6931471805599453,0.24330207460883368,3.828641396489095,3.746555927890194,4.248495242049359,3.631560001308472,4.1588830833596715,3.797379456678752,0.6931471805599453,0.9854979635233141,1.3862943611198906,1.476454790511644,0.0,0.0,3.4339872044851463,3.3975476298562377,2.5649493574615367,3.801354612545622
5.043425116919247,5.239585730709605,2.772588722239781,1.8403327039158397,2.0794415416798357,2.40835424953173,2.3978952727983707,2.966514615795083,2.1972245773362196,1.0528579403859624,0.6931471805599453,0.8298616641355395,3.828641396489095,4.40901777726594,4.248495242049359,4.351685392137002,4.1588830833596715,2.0371772986095085,0.6931471805599453,0.0,1.3862943611198906,0.9902797504329147,0.0,0.0,3.4339872044851463,3.7732179728780695,2.5649493574615367,3.5004138966545253
5.043425116919247,4.7566689487695495,2.772588722239781,2.4688419039584626,2.0794415416798357,1.9418781693088096,2.3978952727983707,3.0588494018987316,2.1972245773362196,2.5776555059960167,0.6931471805599453,2.2314452184537448,3.828641396489095,4.2693863786775434,4.248495242049359,4.567230402897632,4.1588830833596715,3.1350851111854166,0.6931471805599453,0.7913229682546827,1.3862943611198906,1.7903401249907975,0.0,0.0,3.4339872044851463,4.272674144377505,2.5649493574615367,3.1830641784014952
5.043425116919247,4.776203389149462,2.772588722239781,2.2568615361551227,2.0794415416798357,1.8021672677988056,2.3978952727983707,1.7631278659792247,2.1972245773362196,2.768141872717765,0.6931471805599453,1.4291812662827263,3.828641396489095,2.8566452284646355,4.248495242049359,4.548509357432102,4.1588830833596715,1.1476812636720113,0.6931471805599453,0.3045864655444931,1.3862943611198906,1.4804660365967433,0.0,0.0,3.4339872044851463,3.5568866840806006,2.5649493574615367,2.915260972487918
5.043425116919247,3.996686992306454,2.772588722239781,2.19163414268646,2.0794415416798357,1.8930238405739916,2.3978952727983707,3.700247401213308,2.1972245773362196,0.22967231619113626,0.6931471805599453,2.8405182349471723,3.828641396489095,3.5819325677544365,4.248495242049359,3.8323305701285224,4.1588830833596715,3.2992377855265653,0.6931471805599453,0.33779956610849804,1.3862943611198906,1.0222480073550289,0.0,0.0,3.4339872044851463,3.4470874190401015,2.5649493574615367,2.7409427004450246
5.043425116919247,5.390426914758583,2.772588722239781,3.59322718267921,2.0794415416798357,1.860401324537895,2.3978952727983707,3.478693613709031,2.1972245773362196,2.4613477381932185,0.6931471805599453,1.941525304584942,3.828641396489095,3.974049769916653,4.248495242049359,4.070132142473887,4.1588830833596715,4.540190675979854,0.6931471805599453,0.10471797873364197,1.3862943611198906,1.3271046359908225,0.0,0.0,3.4339872044851463,2.8285338007403666,2.5649493574615367,2.914358525344224
