S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.17804065448848427,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
0.0,0.414594158405056,0.0,0.4828056018011092,3.784189633918261,3.3187910164679666,5.181783550292085,3.40269786557897,1.3862943611198906,1.03778962121489,4.844187086458591,3.13916214011918,0.6931471805599453,0.0,3.044522437723423,1.8584136861507181,0.0,1.73994139550161
0.0,0.28589008356075546,0.0,0.9091214642673094,3.784189633918261,3.1124309422705454,5.181783550292085,3.3668550577808163,1.3862943611198906,0.7077615480841503,4.844187086458591,4.283518556806064,0.6931471805599453,0.0,3.044522437723423,2.5626094700622346,0.0,1.2570521435144113
0.0,0.0,0.0,1.7304359481001952,3.784189633918261,3.60755326424716,5.181783550292085,5.109827867075104,1.3862943611198906,0.337816916804196,4.844187086458591,4.149113111169072,0.6931471805599453,0.688640630040247,3.044522437723423,1.6877128069612943,0.0,3.0509244503005735
0.0,0.7311661181658704,0.0,0.3124810149861519,3.784189633918261,3.8677926116189107,5.181783550292085,3.324919426558716,1.3862943611198906,0.6245437145990121,4.844187086458591,4.938157471479979,0.6931471805599453,0.6205092818035873,3.044522437723423,1.691277616960062,0.0,1.5082503630078008
0.0,1.072410436049295,0.0,2.3696990083822267,3.784189633918261,3.483731510630841,5.181783550292085,3.8350665602442366,1.3862943611198906,0.4753680970470848,4.844187086458591,4.4969119650986435,0.6931471805599453,0.34263446237406664,3.044522437723423,1.3154755177193316,0.0,1.3260087314840217
0.0,0.5836769526686074,0.0,1.471067955477768,3.784189633918261,4.07355439823093,5.181783550292085,3.578239764295164,1.3862943611198906,1.8947445861786076,4.844187086458591,5.034219816695404,0.6931471805599453,0.5688248447549082,3.044522437723423,2.2067268308161063,0.0,0.0
0.0,0.0,0.0,0.0,3.784189633918261,3.611520515727664,5.181783550292085,4.153992213780448,1.3862943611198906,1.141611729795902,4.844187086458591,3.2731770012462627,0.6931471805599453,0.3082521415504565,3.044522437723423,3.388715282232578,0.0,0.10457419930105927
0.0,0.12666261315422267,0.0,0.7309252158742605,3.784189633918261,2.410998293427414,5.181783550292085,2.7246419766631913,1.3862943611198906,1.2384873906934102,4.844187086458591,4.113227155511354,0.6931471805599453,0.6557662471593815,3.044522437723423,1.4759952010509232,0.0,0.0
0.0,0.2948292459820633,0.0,0.038130339781555,3.784189633918261,2.807376591595191,5.181783550292085,3.13232515425189,1.3862943611198906,1.3918803144589371,4.844187086458591,4.439889207652728,0.6931471805599453,0.13825265464568895,3.044522437723423,2.377741419662414,0.0,0.7493719689310313
0.0,0.0,0.0,1.7674596569784229,3.784189633918261,2.684049023958721,5.181783550292085,2.4630386448991946,1.3862943611198906,1.7253123962263262,4.844187086458591,4.871943621710575,0.6931471805599453,1.1310392211594316,3.044522437723423,2.0747244275808225,0.0,0.0
0.0,0.22054552483857942,0.0,0.8386852904979403,3.784189633918261,2.729170469663951,5.181783550292085,2.1272460782547356,1.3862943611198906,1.4717397974901005,4.844187086458591,5.959960512657026,0.6931471805599453,0.002793586557824468,3.044522437723423,0.8997127216312246,0.0,1.26278595166228
