RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,3.3046598209113545,1.791759469228055,2.306274389219407,6.018593214496234,5.191636167034466,6.893656354602635,6.728237019888386
3.1354942159291497,3.812068707393412,1.791759469228055,1.9766843003262915,6.025865973825314,5.478076620763138,6.904750769961838,8.134451200159413
3.1354942159291497,2.2781754874978617,1.791759469228055,1.4136019048712596,6.028278520230698,5.76293056623259,6.907755278982137,4.885926446343296
3.1354942159291497,3.7103687762530897,1.791759469228055,1.9160458419167565,6.018593214496234,4.821983982454163,6.926577033222725,7.673839493215802
3.258096538021482,4.1716511183172,1.791759469228055,2.0477147956541906,5.937536205082426,5.584190690573933,6.903747257584598,5.781989386451033
3.258096538021482,2.945417980386941,2.772588722239781,2.0913038853160835,6.016157159698354,5.966218897289677,7.00397413672268,5.390120760092655
3.332204510175204,3.202859046680935,2.6390573296152584,1.7074913671766787,5.713732805509369,2.0314750805464348,6.760414691083428,6.023315656788674
3.332204510175204,4.131410993120345,2.6390573296152584,1.8609177127536412,5.71042701737487,7.274774534445842,6.7357800142423265,6.455897882446509
3.332204510175204,3.745490147227334,2.6390573296152584,3.285595782180186,5.683579767338681,5.1740786574825375,6.734591659972948,7.733181272334479
3.332204510175204,3.3282968871814087,2.6390573296152584,1.7679810098438693,5.69035945432406,5.661226644975195,6.738152494595957,5.889183681301726
3.332204510175204,2.797617166370728,2.6390573296152584,2.8298902358022753,5.697093486505405,5.12889326780975,6.7580945044277305,5.492155216728483
