RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,5.924255797414532,4.9970275798126575,6.863803391452954,5.996123387695626
3.1354942159291497,3.512342987493878,1.791759469228055,2.62692902347042,6.018593214496234,4.873529685739984,6.893656354602635,5.361460336711253
3.1354942159291497,4.033589806481612,1.791759469228055,1.145750014225296,6.025865973825314,5.145369863433257,6.904750769961838,6.94106156850568
3.1354942159291497,3.6131175132886777,1.791759469228055,0.8970369509123707,6.028278520230698,3.9729805109108947,6.907755278982137,4.940399609283721
3.1354942159291497,4.216301990990736,1.791759469228055,1.4249584179764379,6.018593214496234,4.061668572544868,6.926577033222725,4.213681427357135
3.258096538021482,2.2152347527239575,1.791759469228055,1.2892011404008752,5.937536205082426,3.893323249016079,6.903747257584598,3.791997761958323
3.258096538021482,2.7961613203809783,2.772588722239781,3.451020210290272,6.016157159698354,4.172955761706296,7.00397413672268,6.904764005231773
3.332204510175204,4.2037581568503875,2.6390573296152584,1.505868314171086,5.713732805509369,5.51794615600565,6.760414691083428,6.036507888594276
3.332204510175204,3.7183292553411724,2.6390573296152584,2.124312848931032,5.71042701737487,7.067837909754581,6.7357800142423265,6.773201156094121
3.332204510175204,4.176054699121784,2.6390573296152584,1.5928518976379837,5.683579767338681,3.389190979574604,6.734591659972948,5.426726568031652
3.332204510175204,3.451089917918208,2.6390573296152584,1.166981346048944,5.69035945432406,5.65935166018895,6.738152494595957,6.76169929902319
3.332204510175204,3.9560872712975286,2.6390573296152584,1.0337086843946541,5.697093486505405,6.504841530429259,6.7580945044277305,6.012546925946094
