S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674
1.0986122886681098,0.44663621456945857,0.0,2.2586906484385754,0.6931471805599453,1.845192490331656,1.9694406464655074,2.9471112920618463,3.3262343431887,1.5802823278498483,0.0,0.0,0.0,0.0
1.0986122886681098,1.0858493134950626,0.0,1.0510933889429321,0.6931471805599453,1.3433251278633205,1.9459101490553132,3.26376687632803,3.332204510175204,1.1452951072529958,0.0,0.0,0.0,0.05738883068412526
1.0986122886681098,1.1038113961548246,0.0,3.644919935445908,0.6931471805599453,0.027492516961632907,1.9299098077088723,2.605693553801026,3.332204510175204,0.9655672341948313,0.0,0.0,0.0,0.09128098367063583
1.0986122886681098,0.8259769545848454,0.0,0.6100950980086438,0.6931471805599453,1.4165204366485384,1.9136492868370918,2.9038543687275924,3.332204510175204,1.6215931368060215,0.0,0.0,0.0,0.07238438515410964
1.0986122886681098,1.6147702593827675,0.0,1.6725525925301112,0.6931471805599453,0.8010804311404361,1.8971199848858813,2.4334763599864337,3.332204510175204,1.740704365968746,0.0,0.0,0.0,0.2434562422756849
1.0986122886681098,1.1280121775643892,0.0,1.9194750803152767,0.6931471805599453,0.5696343564640496,1.8803128665695001,2.898684612506691,3.332204510175204,1.214737230143708,0.0,0.0,0.0,0.08519739795759057
1.0986122886681098,0.9727960187999201,0.0,1.3183165911695776,0.6931471805599453,0.7511444864486765,1.8632184332102,2.4483808457598917,3.332204510175204,1.7785153159315281,0.0,0.0,0.0,0.0
1.0986122886681098,1.3383131173029512,0.0,3.636290893878539,0.6931471805599453,1.3093507639765023,1.8458266904983307,1.1655548376719276,3.332204510175204,1.3602229818120137,0.0,0.0,0.0,0.43290906513018534
1.0986122886681098,0.7409852289924246,0.0,1.790761135418008,0.6931471805599453,1.1870018650678271,1.8281271133989299,3.0740143528668122,3.332204510175204,1.3552915242735037,0.0,0.0,0.0,0.10233165152422935
1.0986122886681098,1.4295860278651866,0.0,2.053785717497577,0.6931471805599453,0.6720890305200786,1.8101086078962514,1.7610839649353507,3.332204510175204,2.0958789342148663,0.0,0.0,0.0,0.2646687229442228
1.0986122886681098,0.39880883547508994,0.0,1.176207918719638,0.6931471805599453,0.6125453551358896,1.791759469228055,2.4762954802955446,3.332204510175204,2.8470161046451627,0.0,0.0,0.0,0.3247225068983033
