S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,1.158179375335274,4.820281565605037,3.4427426758451127,2.9444389791664403,3.6167033420017853
0.0,2.992776827082378,4.820281565605037,3.7783489354911195,2.9444389791664403,7.010157145043738
0.0,0.0,4.820281565605037,3.3444570696008693,2.9444389791664403,4.638407623297229
0.0,2.2671533919896167,4.820281565605037,4.632652540873691,2.9444389791664403,5.7533010802179305
0.0,0.0,4.825108606353353,3.5218265077157067,2.9444389791664403,4.928552005761529
0.0,0.25626951700690215,4.829912458665998,3.907527548475889,2.9444389791664403,3.1030874459258735
0.0,0.0,4.8346933442663405,4.172866058934037,2.9444389791664403,4.3611471374738695
0.0,0.11194299214036174,4.839451481712757,4.137282236424427,2.9444389791664403,4.028244135380534
0.0,2.388898858204112,4.844187086458591,4.723104199875063,2.9444389791664403,3.32182532752549
0.0,0.0,4.845498562056402,5.8256536937718195,2.9444389791664403,4.197041932414526
0.0,2.5423158270144484,4.846808319938465,4.537758458521129,2.9444389791664403,2.8288638404290163
0.0,0.5390386192939687,4.848116364598481,2.8403473059885855,2.9444389791664403,4.554326907138748
0.0,2.227537398715091,4.8494227005125365,2.894359418972422,2.9444389791664403,3.6017363161549163
0.0,1.0615895477186317,4.850727332139201,2.8900482571230066,2.9444389791664403,7.275033099867307
0.0,0.31600476491666374,4.852030263919617,4.676674991462169,2.9444389791664403,4.5173352974812975
0.0,0.11222449926533229,4.853331500277589,5.471004174419931,2.9444389791664403,0.0
0.0,2.3820102734067525,4.854631045619675,4.406015571158535,2.9444389791664403,3.289490050073472
0.0,1.191176673939167,4.855928904335275,4.534460761069085,2.9444389791664403,4.401135522957959
0.0,0.0,4.857225080796721,5.478924199348965,2.9444389791664403,2.965887380088107
0.0,2.0573603772996467,4.858519579359367,4.841880428931127,2.9444389791664403,0.5854702807034053
0.0,0.8181439510894108,4.859812404361672,3.9305884193815617,2.9444389791664403,5.169171463669096
0.0,0.0,4.90527477843843,2.5360788073266303,2.9444389791664403,7.488757560658508
0.0,1.0366516030574022,4.948759890378168,5.592304011455885,2.9444389791664403,2.4343860244636044
