DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,2.3920374386515117,0.0,0.5146362867147285
3.258096538021482,3.1019479438931308,0.0,0.7884909382440684
3.258096538021482,3.604704324228879,0.0,0.07234585487495748
3.258096538021482,2.4071636658982465,0.0,0.08021864508420723
3.258096538021482,2.6949448528864908,0.0,0.477506005616135
3.258096538021482,2.666483945465876,0.15415067982725825,0.08881105006013346
3.258096538021482,1.772421441868881,0.2876820724517809,0.5703596031457628
3.258096538021482,2.226518474857615,0.4054651081081644,0.4023205832360579
3.258096538021482,1.4356142351142407,0.5108256237659906,1.2990590948869705
3.258096538021482,1.993011316395574,0.6061358035703155,0.07209626238088618
3.258096538021482,1.6378908685554259,0.6931471805599453,0.26745159042207567
