DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,3.475483698347439,0.0,0.7256781097865269
3.258096538021482,2.1166414572448278,0.0,0.0
3.258096538021482,1.5809912719769905,0.0,0.8974133285779609
3.258096538021482,3.429828507304611,0.0,0.3591032471415336
3.258096538021482,3.6651630957677765,0.0,0.0
3.258096538021482,2.7317724854131704,0.15415067982725825,0.40466042440151145
3.258096538021482,2.831295260498071,0.2876820724517809,0.8112305501155161
3.258096538021482,3.8474835217645293,0.4054651081081644,0.9121739194364225
3.258096538021482,2.34453512875228,0.5108256237659906,0.0
3.258096538021482,1.867725282533422,0.6061358035703155,1.2153496629657705
3.258096538021482,2.5625716646222014,0.6931471805599453,0.682510776492198
