DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,2.846789709174392,0.0,1.0163713614556653
3.258096538021482,2.2555890968136305,0.0,0.10626251300392514
3.258096538021482,3.2349229951822256,0.0,0.7336068150816671
3.258096538021482,1.9764136918791944,0.0,0.4185819025121972
3.258096538021482,2.1263924758060564,0.0,0.15854549316127914
3.258096538021482,2.5257363685383103,0.15415067982725825,1.0890789273142145
3.258096538021482,2.9204571275762987,0.2876820724517809,0.5696423932736344
3.258096538021482,2.9235596497778937,0.4054651081081644,0.0
3.258096538021482,1.8620218233190833,0.5108256237659906,0.6761242243584615
3.258096538021482,2.8687902380777595,0.6061358035703155,0.5559613239116571
3.258096538021482,2.190487354862858,0.6931471805599453,0.03236021567114861
