DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,3.6028775480598587,0.0,0.3812244203186598
3.258096538021482,1.5379792515597468,0.0,0.9278999486261094
3.258096538021482,1.1053228130497164,0.0,0.6144710818890452
3.258096538021482,2.735668821121139,0.0,0.776911860989805
3.258096538021482,2.4813068059981687,0.0,0.20957260662573374
3.258096538021482,2.0420319502862023,0.15415067982725825,1.1792953336105003
3.258096538021482,1.7971242641198586,0.2876820724517809,0.4825447149318916
3.258096538021482,2.6889932149140687,0.4054651081081644,1.3898757155491166
3.258096538021482,2.224519756715966,0.5108256237659906,0.39979167050588954
3.258096538021482,2.431909848074052,0.6061358035703155,0.0
3.258096538021482,2.2799345112831926,0.6931471805599453,0.0
