S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,3.8918202981106265,3.9342304055250064
5.575949103146316,6.278063019055776,5.159055299214529,5.27635055047001,5.170483995038151,5.490008066588757,5.948034989180646,5.915721675790218,1.9459101490553132,2.0977112107877574,2.4849066497880004,3.8134170024652874,3.828641396489095,4.06304443777384
5.572154032177765,6.063902918858148,5.170483995038151,5.882644775938815,5.176149732573829,5.989288883232569,5.953243334287785,5.771048352402108,1.9459101490553132,2.22095112334847,2.3978952727983707,2.5017814963221636,3.828641396489095,3.69966004832195
5.796057750765372,6.131497293868418,5.768320995793772,5.160031263182037,5.817111159963204,6.218467952347119,6.313548046277095,5.641924587895682,1.9459101490553132,0.7312750291132446,2.70805020110221,4.271396750559963,4.1588830833596715,3.7921403306693673
5.796057750765372,5.564833620121665,5.720311776607412,5.018627357993303,5.814130531825066,6.116491708424951,6.274762021241939,6.2233291447900365,1.9459101490553132,1.4860065774084816,2.70805020110221,4.296214676135306,4.1588830833596715,3.9717997548464994
5.84354441703136,5.790771494769546,5.726847747587197,4.9786196993958125,5.814130531825066,5.309391893202462,6.272877006546167,5.595577661844005,1.9459101490553132,1.3705480959068503,2.8903717578961645,3.7299382247033726,4.1588830833596715,4.074805374843775
5.8377304471659395,5.237705626877227,5.726847747587197,5.228490591419556,5.814130531825066,5.3075205395293805,6.269096283706261,6.330150921353366,1.9459101490553132,2.635618705838714,2.5649493574615367,3.4678257082439643,4.174387269895637,3.693652672461467
5.834810737062605,6.218838330188725,5.739792912179234,5.695900029943736,5.817111159963204,5.4785019467955385,6.285998094508865,5.758798178788883,1.9459101490553132,2.431737998845166,2.302585092994046,3.1063012699695105,4.189654742026425,4.170732733065503
5.834810737062605,6.09117560549039,5.7430031878094825,5.719583581881246,5.817111159963204,5.464492541528503,6.306275286948016,6.032463284736479,1.9459101490553132,3.1322800128727546,2.6390573296152584,3.703438614465828,4.189654742026425,3.61775939273477
5.8377304471659395,6.543388139049177,5.723585101952381,5.711004145448212,5.820082930352362,5.581736088396526,6.333279628139691,6.755281222565136,1.9459101490553132,2.0346771650635076,2.0794415416798357,4.166200268298599,4.248495242049359,3.7835558968821497
