S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,3.8918202981106265,3.9342304055250064
5.575949103146316,5.041756860093488,5.159055299214529,5.6197997592591555,5.170483995038151,6.072432866449895,5.948034989180646,7.008250277526611,1.9459101490553132,3.2732964554652684,2.4849066497880004,3.222353463761317,3.828641396489095,3.6904219390014004
5.572154032177765,5.697840176235074,5.170483995038151,5.099732022895598,5.176149732573829,5.7376990825917655,5.953243334287785,6.0405326712628185,1.9459101490553132,3.543236640339788,2.3978952727983707,2.6375321611007148,3.828641396489095,4.341914476225989
5.796057750765372,5.813957033383531,5.768320995793772,5.282282617993224,5.817111159963204,5.4746471585626635,6.313548046277095,5.707700590156143,1.9459101490553132,2.7140362717810906,2.70805020110221,4.354616862724342,4.1588830833596715,3.8292121162391792
5.796057750765372,6.211497338260388,5.720311776607412,4.859645483003008,5.814130531825066,5.430370307938596,6.274762021241939,5.238313365748974,1.9459101490553132,2.5137599896884417,2.70805020110221,4.161033493691758,4.1588830833596715,3.401747450800175
5.84354441703136,5.771457770052924,5.726847747587197,5.105164170145666,5.814130531825066,5.905475524836272,6.272877006546167,7.273839628258363,1.9459101490553132,2.13547960728957,2.8903717578961645,3.764117630666702,4.1588830833596715,4.066127209066423
5.8377304471659395,5.560534355572513,5.726847747587197,5.350862674578966,5.814130531825066,4.8800140600733695,6.269096283706261,5.789741516477863,1.9459101490553132,2.6706188516035914,2.5649493574615367,2.557021819643747,4.174387269895637,4.415680511630676
5.834810737062605,5.790632741180764,5.739792912179234,5.056218228382133,5.817111159963204,5.4999251720302125,6.285998094508865,6.352482986957865,1.9459101490553132,2.6162618126927817,2.302585092994046,3.258570378909203,4.189654742026425,4.757022202221861
5.834810737062605,5.48918707425462,5.7430031878094825,5.832842552058869,5.817111159963204,5.063616105444407,6.306275286948016,6.147687211997113,1.9459101490553132,2.063648142198705,2.6390573296152584,4.180455330404617,4.189654742026425,4.1262743931036825
5.8377304471659395,5.889192037861649,5.723585101952381,5.44007324969811,5.820082930352362,6.109132273023901,6.333279628139691,6.785411599374153,1.9459101490553132,3.2344798634012366,2.0794415416798357,3.9822199232941387,4.248495242049359,3.9821179057285785
