S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,5.717027701406222,5.778379256897303
5.786897381366708,5.769579771778355,5.717027701406222,5.807352192322243,5.814130531825066,5.107711302128209,6.311734809152915,5.89897134468713,1.9459101490553132,1.9971563399278514,2.833213344056216,3.8062091230749564,5.700443573390687,5.149169742514636
5.783825182329737,5.877815973885701,5.720311776607412,5.306025798291841,5.811140992976701,5.676078928063591,6.302618975744905,6.994198765005594,1.9459101490553132,2.4524459029112196,2.9444389791664403,2.0797310062057206,5.69035945432406,5.243740827043296
5.7745515455444085,6.007624149792192,5.720311776607412,5.628120116957003,5.811140992976701,5.937347715042538,6.313548046277095,6.3878362002612565,1.9459101490553132,3.145341308064131,2.995732273553991,3.653282364215153,5.680172609017068,6.077789137122478
5.755742213586912,6.012353668131513,5.720311776607412,4.910328049873683,5.811140992976701,5.4821433929664405,6.3080984415095305,6.246537487283222,1.791759469228055,1.749560049426988,2.995732273553991,3.596471413178305,5.631211781821365,4.95249197693011
5.765191102784844,6.6781891545372005,5.726847747587197,5.690217407220973,5.811140992976701,4.926580239859093,6.298949246855942,6.60989880326865,1.791759469228055,1.0753721218683543,3.091042453358316,2.8943163584286147,5.634789603169249,4.823675602051052
5.765191102784844,5.0299506650508,5.733341276897746,4.8327181645525155,5.811140992976701,5.201165192102192,6.298949246855942,5.65747861973817,1.791759469228055,2.119678785606645,2.772588722239781,4.3171889907515,5.66988092298052,5.577179160528503
5.75890177387728,6.2396071817715395,5.703782474656201,5.424607097823629,5.808142489980444,5.367172254375816,6.278521424165844,6.106258827330788,1.791759469228055,2.5166340372878677,2.302585092994046,3.2925397275592805,5.6131281063880705,5.363472540135216
5.7745515455444085,6.204509094328646,5.717027701406222,5.68232021149643,5.808142489980444,5.782207646888024,6.278521424165844,5.5295263776207015,1.791759469228055,2.427379471748313,2.4849066497880004,3.1825846461120664,5.616771097666572,5.006981209878523
5.765191102784844,6.693098576933105,5.71042701737487,4.7563981667936375,5.808142489980444,5.59347413375042,6.2878585601617845,5.934721438878033,1.791759469228055,2.5425975182512905,2.302585092994046,3.201061014908239,5.616771097666572,5.987722334019982
5.777652323222656,5.641280577710854,5.707110264748875,5.421156915239144,5.755742213586912,5.521352278294034,6.3080984415095305,6.223676274724373,1.791759469228055,1.2053510327646906,2.3978952727983707,2.087364954323954,5.66988092298052,5.5287590359992675
5.777652323222656,6.29991755727156,5.707110264748875,5.668396514928785,5.755742213586912,5.959405630807238,6.3080984415095305,6.123646356601884,1.791759469228055,1.5360350362473083,2.302585092994046,4.774372884813996,5.66988092298052,6.047256159224698
