RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,0.0,1.0120744067826586,3.784189633918261,3.1131672510296626,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,2.4312939660632935,0.0,0.781972605272587,0.0,1.6486561288911403,3.784189633918261,3.5599264854652937,1.3862943611198906,2.0415177833302733,4.844187086458591,3.063901514513713,0.6931471805599453,0.2741617545608463,3.044522437723423,1.9524830044710322,0.0,1.2201542851838312
3.367295829986474,2.1994987373700714,0.0,0.1760987642851218,0.0,0.9674976368941697,3.784189633918261,1.4693275538007151,1.3862943611198906,0.3401089419955292,4.844187086458591,4.346937737026005,0.6931471805599453,0.0,3.044522437723423,1.3877683127425728,0.0,2.391954479954512
3.367295829986474,3.009731573048631,0.0,0.0,0.0,0.0,3.784189633918261,2.85308448199186,1.3862943611198906,1.033125874318982,4.844187086458591,5.901744217066331,0.6931471805599453,0.28481440733131014,3.044522437723423,2.8308266263153143,0.0,1.189681437368399
3.367295829986474,2.6050418689403125,0.0,0.16116546055035133,0.0,0.3882585106422535,3.784189633918261,3.220226952602571,1.3862943611198906,2.9521880752271197,4.844187086458591,4.725348444459132,0.6931471805599453,0.9549287958738281,3.044522437723423,2.336497859772328,0.0,0.8239552331410842
3.367295829986474,2.839489260473025,0.0,0.02763043121426137,0.0,0.5131819447087518,3.784189633918261,3.152151446653889,1.3862943611198906,1.5789843175604132,4.844187086458591,4.684291565313098,0.6931471805599453,0.20545849459699242,3.044522437723423,3.2885845542374206,0.0,0.07193386288807258
3.367295829986474,3.4865041079925643,0.0,0.2683312030747878,0.0,1.0999725950442898,3.784189633918261,2.05477575160056,1.3862943611198906,2.0598009915705195,4.844187086458591,2.2978456667754332,0.6931471805599453,0.3097599562872623,3.044522437723423,4.018691509756457,0.0,1.7815560376912354
3.367295829986474,2.9516043047203757,0.0,0.22972554633056214,0.0,1.314153093977064,3.784189633918261,2.332766694346841,1.3862943611198906,1.0614631505957073,4.844187086458591,4.297686490048021,0.6931471805599453,0.0,3.044522437723423,2.492107669012354,0.0,0.39228682625132205
3.367295829986474,3.3705533510712136,0.0,0.0,0.0,0.3160685956165632,3.784189633918261,4.143554434325254,1.3862943611198906,3.0152317778095554,4.844187086458591,3.1553244017372863,0.6931471805599453,0.5334632479360157,3.044522437723423,2.457474982097613,0.0,0.0
3.367295829986474,3.9444878086559347,0.0,0.08036173690530332,0.0,0.0,3.784189633918261,2.108818397334109,1.3862943611198906,0.7996254878762997,4.844187086458591,5.31772720976289,0.6931471805599453,0.0,3.044522437723423,2.148383969845543,0.0,0.47916923462306193
3.367295829986474,2.834889157922133,0.0,0.7153152647047025,0.0,0.0,3.784189633918261,3.2427098066413373,1.3862943611198906,1.9733272432685594,4.844187086458591,4.561110892316836,0.6931471805599453,0.8364229525422481,3.044522437723423,3.2117415982028357,0.0,0.8776963348104054
3.367295829986474,3.4829313514312044,0.0,0.07685634708169613,0.0,1.8514089075394944,3.784189633918261,1.838770120573921,1.3862943611198906,0.7884278601149426,4.844187086458591,4.9764156816469125,0.6931471805599453,0.0,3.044522437723423,2.347201515659922,0.0,3.0299818652917265
