S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.6381011740037923,3.258096538021482,2.305368540980215
0.0,0.06444753486234411,3.258096538021482,2.572017113158245
0.0,0.0,3.258096538021482,3.3692024545844013
0.0,1.1116918865623848,3.258096538021482,1.2719967772910759
0.0,0.508006297362106,3.258096538021482,1.1808385282185785
0.0,0.8312117832892645,3.258096538021482,1.565461359380963
0.0,0.2843502651608023,3.258096538021482,2.1170522463862076
0.0,0.4314651576542729,3.258096538021482,2.713682213181352
0.0,0.0,3.258096538021482,2.1347094105960167
0.0,0.06260504395569422,3.258096538021482,2.5887275207809384
0.0,0.26620670942993824,3.258096538021482,1.9701027031477172
