S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
0.0,0.36172044398760594,3.258096538021482,2.5129296442372437
0.0,0.31682918841834684,3.258096538021482,3.0209127935392566
0.0,0.1790300100099782,3.258096538021482,3.5092768592757184
0.0,0.32912368378828455,3.258096538021482,2.565706877960853
0.0,0.5963519993431652,3.258096538021482,1.8544129026696168
0.0,0.21656622749045268,3.258096538021482,2.1931966223541726
0.0,0.14967896604762884,3.258096538021482,2.3166164288364364
0.0,0.5321036727888484,3.258096538021482,2.635239349030257
0.0,0.0077586688742035115,3.258096538021482,1.7474583435077418
0.0,0.0,3.258096538021482,1.256511409857601
0.0,0.5282704784692625,3.258096538021482,1.6968565545459644
0.0,0.8437330934565404,3.258096538021482,1.3156129718978244
