S00117_Actual,S00117_Simulated
2.0794415416798357,2.636680193993027
2.0794415416798357,4.029333632912699
2.0794415416798357,2.7210782593215592
2.0794415416798357,2.3038525148944795
2.0794415416798357,1.4956133015037736
2.0794415416798357,0.9334500666422729
2.0794415416798357,0.870865666130958
2.0794415416798357,1.880548693318813
2.0794415416798357,2.5427330370692793
2.0794415416798357,5.219102644881504
2.0794415416798357,4.417123323194671
2.0794415416798357,2.6205197347016447
2.0794415416798357,4.477904704597219
2.0794415416798357,3.3243039625204878
2.0794415416798357,3.5190618337783452
2.0794415416798357,3.2050441920145527
2.0794415416798357,5.021159390233268
2.0794415416798357,3.9854165103107975
2.0794415416798357,5.122152137443969
2.0794415416798357,2.473597826921022
2.1972245773362196,1.3297126383753777
2.1972245773362196,4.56416237156749
2.1972245773362196,4.5386847957825855
2.1972245773362196,3.0275702054204974
