RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,4.880041240466545,3.044522437723423,0.8735827071042279,2.70805020110221,1.2242800604472857,4.31748811353631,4.305586026140925,1.3862943611198906,0.0
4.454347296253507,4.254328405719976,3.044522437723423,4.173933992103084,2.70805020110221,4.786013371304005,4.330733340286331,3.2366592002501235,1.3862943611198906,1.2624723940203437
4.51085950651685,5.044530679374714,3.091042453358316,3.314413791137554,2.70805020110221,0.0,4.709530201312334,4.870384212024579,1.3862943611198906,0.0
4.672828834461906,6.657495371397821,3.1780538303479458,3.8817582309352243,2.70805020110221,2.9187097787876017,4.736198448394496,4.7290460562921615,1.3862943611198906,0.7521054967917679
4.672828834461906,5.308661115718843,3.1780538303479458,3.9323891050585744,2.70805020110221,2.0010079525399567,4.74493212836325,5.120521814244844,1.3862943611198906,0.0
4.6913478822291435,4.253428185519493,3.258096538021482,4.619344773848562,2.70805020110221,0.0,4.574710978503383,5.208870375969262,1.3862943611198906,2.130090930722101
4.955827057601261,6.517609934730878,3.258096538021482,2.3058031662521588,2.70805020110221,2.0890305181262145,3.970291913552122,1.742498687917132,1.3862943611198906,0.3685686378174412
4.969813299576001,4.890149599180711,3.258096538021482,6.544910596425137,2.70805020110221,0.0,4.143134726391533,4.827685565029778,1.3862943611198906,2.2317260021256144
4.969813299576001,5.645164543612528,3.258096538021482,4.637670073152876,2.70805020110221,3.2450198420935585,4.127134385045092,3.6812104357548714,1.3862943611198906,1.3930859662044035
4.962844630259907,4.848101805992895,3.5553480614894135,4.07750012639898,2.5649493574615367,5.2385295240126295,4.248495242049359,4.397717386238561,1.3862943611198906,2.1872523510935893
4.962844630259907,4.775671446373576,3.5553480614894135,2.558216370773419,2.5649493574615367,3.153006020210914,4.23410650459726,3.384654485586732,1.3862943611198906,0.15156127599895675
