COMMIT_DATE,SQALE_INDEX
2008-05-16 20:33:47,0.0
2008-05-30 20:33:47,0.0
2008-06-13 20:33:47,0.0
2008-06-30 19:13:23,0.0
2008-07-14 19:13:23,0.0
2008-07-28 19:13:23,0.0
2008-08-11 19:13:23,0.0
2008-08-25 19:13:23,0.0
2008-09-08 19:13:23,0.0
2008-09-22 19:13:23,0.0
2008-10-07 23:03:47,0.0
2008-10-21 23:03:47,0.0
2008-11-04 23:03:47,0.0
2008-11-21 21:31:36,0.0
2008-12-05 21:31:36,0.0
2008-12-19 21:31:36,0.0
2009-01-05 21:02:48,0.0
2009-01-29 01:51:08,0.0
2009-02-12 01:51:08,0.0
2009-02-26 01:51:08,0.0
2009-03-13 00:28:06,0.0
2009-03-30 21:35:00,0.0
2009-04-13 21:35:00,0.0
2009-04-29 23:20:56,0.0
2009-05-13 23:20:56,0.0
2009-06-04 02:05:25,0.0
2009-06-18 02:05:25,0.0
2009-07-02 02:05:25,0.0
2009-07-16 02:05:25,0.0
2009-07-31 19:32:34,0.0
2009-08-14 20:04:15,0.0
2009-09-01 23:03:47,0.0
2009-09-25 20:28:35,0.0
2009-10-15 01:24:26,0.0
2009-11-11 21:01:35,0.0
2009-12-07 00:42:38,0.0
2009-12-31 18:59:15,0.0
2010-01-21 03:20:01,0.0
2010-02-15 03:24:55,0.0
2010-03-02 18:39:57,0.0
2010-03-26 05:05:59,0.0
2010-04-15 07:01:51,0.0
2010-04-30 21:35:38,0.0
2010-05-26 16:34:48,0.0
2010-06-09 21:30:54,0.0
2010-06-23 21:30:54,0.0
2010-07-07 21:30:54,0.0
2010-07-28 22:31:12,0.0
2010-08-12 16:59:19,0.0
2010-08-27 06:16:37,0.0
2010-09-10 16:16:01,0.0
2010-09-27 17:12:36,0.0
2010-10-19 17:20:57,0.0
2010-11-05 17:14:52,0.0
2010-11-19 17:14:52,0.0
2010-12-03 17:14:52,0.0
2010-12-17 17:14:52,0.0
2011-01-08 03:49:16,0.0
2011-01-22 21:32:50,0.0
2011-02-08 17:26:37,0.0
2011-02-22 20:15:03,0.0
2011-03-15 09:55:33,0.0
2011-04-06 21:30:53,0.0
2011-04-20 21:30:53,0.0
2011-05-04 21:30:53,0.0
2011-05-18 21:30:53,0.0
2011-06-14 19:38:27,0.0
2011-06-28 19:38:27,0.0
2011-07-13 18:15:41,0.0
2011-07-29 21:08:04,0.0
2011-08-18 00:02:50,0.0
2011-09-01 00:02:50,0.0
2011-09-20 22:53:31,0.0
2011-10-14 06:35:28,0.0
2011-11-02 22:40:01,0.0
2011-11-29 16:45:51,0.0
2011-12-13 16:45:51,0.0
2011-12-27 22:26:59,0.0
2012-01-12 21:38:29,0.0
2012-01-27 04:01:54,0.0
2012-02-10 04:01:54,0.0
2012-02-24 04:01:54,0.0
2012-03-09 04:01:54,0.0
2012-03-23 04:01:54,0.0
2012-04-11 22:28:26,0.0
2012-05-02 22:49:55,0.0
2012-05-27 10:54:17,0.0
2012-06-19 20:54:51,0.0
2012-07-03 20:54:51,0.0
2012-07-17 20:54:51,0.0
2012-07-31 20:54:51,0.0
2012-08-22 02:27:06,0.0
2012-09-05 19:47:14,0.0
2012-09-19 19:47:14,0.0
2012-10-09 18:42:16,0.0
2012-10-26 07:29:47,0.0
