COMMIT_DATE,SQALE_INDEX
2001-10-29 19:59:54,0.0
2001-11-20 11:41:05,0.0
2001-12-14 18:31:18,0.0
2001-12-28 18:31:18,0.0
2002-01-11 18:31:18,0.0
2002-02-04 08:43:22,0.0
2002-03-01 10:17:23,0.0
2002-03-15 10:17:23,0.0
2002-04-03 14:42:28,0.0
2002-04-23 20:55:54,0.0
2002-05-08 20:59:29,0.0
2002-06-03 09:06:37,0.0
2002-06-17 09:06:37,0.0
2002-07-04 22:16:42,0.0
2002-07-18 22:16:42,0.0
2002-08-01 22:38:42,0.0
2002-08-15 22:38:42,0.0
2002-08-29 22:38:42,0.0
2002-09-12 22:38:42,0.0
2002-09-26 22:38:42,0.0
2002-10-10 22:38:42,0.0
2002-10-24 22:38:42,0.0
2002-11-09 17:09:03,0.0
2002-11-30 11:16:44,0.0
2002-12-14 11:16:44,0.0
2002-12-28 11:16:44,0.0
2003-01-11 11:16:44,0.0
2003-01-25 11:16:44,0.0
2003-02-12 10:15:29,0.0
2003-02-26 10:15:29,0.0
2003-03-12 10:15:29,0.0
2003-03-26 10:15:29,0.0
2003-04-09 10:15:29,0.0
2003-04-23 10:15:29,0.0
2003-05-07 10:15:29,0.0
2003-05-23 07:50:52,0.0
2003-06-06 07:50:52,0.0
2003-06-20 07:50:52,0.0
2003-07-04 07:50:52,0.0
2003-07-24 14:14:47,0.0
2003-08-20 12:36:17,0.0
2003-09-03 12:36:17,0.0
2003-09-17 12:36:17,0.0
2003-10-01 12:36:17,0.0
2003-10-15 12:36:17,0.0
2003-10-29 12:36:17,0.0
2003-11-12 12:36:17,0.0
2003-11-26 12:36:17,0.0
2003-12-18 20:55:12,0.0
2004-01-01 20:55:12,0.0
2004-01-15 20:55:12,0.0
2004-01-29 20:55:12,0.0
2004-02-12 20:55:12,0.0
2004-02-26 20:55:12,0.0
2004-03-11 20:55:12,0.0
2004-03-25 20:55:12,0.0
2004-04-08 20:55:12,0.0
2004-04-22 20:55:12,0.0
2004-05-06 20:55:12,0.0
2004-05-20 20:55:12,0.0
2004-06-03 20:55:12,0.0
2004-06-17 20:55:12,0.0
2004-07-01 20:55:12,0.0
2004-07-15 20:55:12,0.0
2004-07-29 20:55:12,0.0
2004-08-12 20:55:12,0.0
2004-08-26 20:55:12,0.0
2004-09-09 20:55:12,0.0
2004-09-23 20:55:12,0.0
2004-10-07 20:55:12,0.0
2004-10-21 20:55:12,0.0
2004-11-04 20:55:12,0.0
2004-11-18 20:55:12,0.0
2004-12-15 08:28:55,0.0
2004-12-29 08:28:55,0.0
2005-01-12 08:28:55,0.0
2005-01-26 08:28:55,0.0
2005-02-10 06:13:01,0.0
2005-03-01 03:11:50,0.0
2005-03-15 03:11:50,0.0
2005-04-08 03:00:12,0.0
2005-04-22 03:00:12,0.0
2005-05-17 01:04:32,0.0
2005-05-31 01:04:32,0.0
2005-06-14 01:04:32,0.0
2005-06-28 01:04:32,0.0
2005-07-12 01:04:32,0.0
2005-07-31 06:27:55,0.0
2005-08-14 06:27:55,0.0
2005-08-28 06:27:55,0.0
2005-09-11 06:27:55,0.0
2005-09-25 06:27:55,0.0
2005-10-10 06:12:00,0.0
2005-10-24 06:12:00,0.0
2005-11-07 06:12:00,0.0
2005-11-21 06:12:00,0.0
2005-12-05 06:12:00,0.0
2005-12-19 06:12:00,0.0
2006-01-02 06:12:00,0.0
2006-01-16 06:12:00,0.0
2006-02-02 03:09:59,0.0
2006-02-16 03:09:59,0.0
2006-03-02 03:22:59,0.0
2006-03-16 03:22:59,0.0
2006-04-09 20:02:13,0.0
2006-04-23 20:02:13,0.0
2006-05-07 20:02:13,0.0
2006-05-29 12:13:21,0.0
2006-06-14 10:55:10,0.0
2006-07-11 01:57:19,0.0
2006-08-02 09:39:32,0.0
2006-08-16 09:39:32,0.0
2006-08-30 21:27:05,0.0
2006-09-13 21:27:05,0.0
2006-09-27 21:27:05,0.0
2006-10-11 21:27:05,0.0
2006-10-25 21:27:05,0.0
2006-11-08 21:27:05,0.0
2006-11-22 21:27:05,0.0
2006-12-06 21:27:05,0.0
2006-12-20 21:27:05,0.0
2007-01-03 21:27:05,0.0
2007-01-17 21:27:05,0.0
2007-01-31 21:27:05,0.0
2007-02-14 21:27:05,0.0
