,Actual_last_5_vals,Mean_Simulation,Simulated_3,Simulated_1,Simulated_9,Simulated_12,Simulated_5,Simulated_21,Simulated_20,Simulated_15,Simulated_28,Simulated_11,Simulated_27,Simulated_22,Simulated_2,Simulated_4,Simulated_19,Simulated_26,Simulated_24,Simulated_13,Simulated_16,Simulated_6,Simulated_17,Simulated_7,Simulated_18,Simulated_0,Simulated_8,Simulated_14,Simulated_29,Simulated_10,Simulated_23,Simulated_25
0,8094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8319.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88,13393.88
6,,12309.11,12690.4,15700.59,12731.91,11222.19,6735.47,10239.26,10591.14,8668.32,9182.09,13475.86,6464.74,15911.31,16408.72,16624.06,9569.89,13328.13,6532.09,6855.46,9984.68,16287.29,15398.79,8183.45,22149.57,8388.99,4219.06,15776.48,10220.74,23947.65,17069.42,14715.64
7,,13315.95,17050.24,17344.96,7222.4,13648.67,15756.85,18789.77,11928.09,16683.37,10341.26,9120.53,17252.61,8999.8,6705.36,8389.97,24809.03,13278.29,7125.94,12651.44,15743.81,25153.58,12495.15,16814.0,14508.24,9080.65,6646.91,22848.28,-763.01,13160.35,21480.43,5211.6
8,,15574.96,15479.59,16606.54,12757.59,23371.62,15327.94,14049.84,17955.0,10015.79,12691.36,8352.22,5929.72,19053.53,18120.75,17212.4,12945.95,29657.62,12304.49,13372.41,19240.71,21157.83,12465.58,9569.26,6584.94,23659.48,14854.15,6229.72,7011.09,18646.43,26501.11,26124.2
9,,12234.02,14732.36,12620.5,11923.44,12259.17,14674.51,15079.41,3166.29,17759.06,18056.19,12243.43,12547.08,18799.13,4072.93,8420.51,9092.65,8907.91,13715.36,19567.16,25569.7,13942.24,2470.08,22282.26,7270.65,-437.57,22710.75,13673.9,6779.3,-1301.56,22426.83,3996.85
10,,11626.05,9888.22,12208.9,10744.3,14654.46,13385.33,13595.79,10967.01,11542.79,6913.14,19417.57,12857.1,8272.34,11132.37,19606.07,8601.27,5124.08,2481.17,1415.62,15805.44,15047.06,1524.38,16296.27,15166.2,11505.17,15034.23,18000.22,10037.58,19659.36,15395.16,2503.04
11,MAE,,1407.85,1570.23,1754.34,2044.98,2076.89,2313.99,2535.44,3029.28,3253.4,3397.64,3495.06,3552.62,3651.79,3778.65,3837.91,4161.24,4310.62,4310.71,4322.19,4421.32,4480.91,4724.64,4754.38,4838.74,4894.13,5026.5,5295.73,6072.42,6302.14,6403.38
