,Actual_last_5_vals,Mean_Simulation,Simulated_9,Simulated_25,Simulated_24,Simulated_7,Simulated_29,Simulated_19,Simulated_13,Simulated_3,Simulated_2,Simulated_23,Simulated_16,Simulated_27,Simulated_22,Simulated_6,Simulated_0,Simulated_28,Simulated_1,Simulated_11,Simulated_20,Simulated_10,Simulated_14,Simulated_4,Simulated_26,Simulated_17,Simulated_8,Simulated_15,Simulated_5,Simulated_12,Simulated_21,Simulated_18
0,41110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,41414.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,42023.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,42328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24,36619.24
6,,37031.89,35690.23,32893.45,37712.0,36962.27,36273.56,37177.81,36810.08,43310.85,34319.66,39783.8,40429.14,34253.4,35371.0,30358.99,36466.94,32236.71,38411.89,38140.19,36424.75,37145.32,32637.08,41086.82,36528.02,40845.73,30937.82,45472.7,37838.95,45661.38,31458.62,38317.53
7,,36095.28,37068.92,36687.83,33396.02,37339.11,32597.33,46094.46,31364.07,39314.98,34672.49,37045.1,30298.36,34159.31,42010.21,39775.86,31612.49,39970.74,40928.97,28260.37,31964.45,32395.92,25494.59,42104.63,26831.9,41157.5,27927.57,42906.79,26799.79,43490.32,40856.77,48331.66
8,,35800.48,30824.41,33825.53,32902.13,34257.84,36583.53,34552.04,40143.3,34390.05,34594.36,35844.9,36058.95,32073.82,35848.67,37059.72,28940.0,40010.57,39213.67,35929.61,45926.15,38793.1,38009.33,32973.07,32165.14,32843.68,27124.58,30662.38,32570.86,41310.0,42976.36,45606.69
9,,36105.6,36118.17,36770.37,32851.66,27952.51,42861.77,39315.9,41486.29,33914.07,38723.11,47006.44,30956.41,28002.51,42158.31,33488.44,39616.49,35435.42,41522.8,40323.32,30647.37,42892.69,39763.49,40493.07,38841.61,35547.85,36521.88,31341.11,28265.96,28797.1,29257.12,32294.78
10,,36626.06,38368.78,38610.33,36214.64,35537.19,34370.58,37091.76,38598.25,40641.51,46142.64,39867.56,40367.28,34107.14,30500.32,42346.39,31752.06,29508.81,42542.17,28700.32,35255.47,46784.35,33594.82,44942.03,26516.24,22326.74,33248.4,34726.49,30145.21,38031.4,44973.19,42969.84
11,MAE,,1507.78,1559.16,1657.18,2016.34,2341.83,2511.59,2774.79,2852.68,2912.54,2981.42,3057.17,3177.19,3300.41,3325.03,3382.18,3444.69,3493.36,3535.97,3615.41,3958.46,3982.25,4265.86,4374.74,4448.32,4455.27,4509.08,4608.78,5041.31,5451.04,5580.47
