S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
0.0,1.528042598680665,0.6931471805599453,0.9419256201061317
0.0,0.4849877733396555,0.6931471805599453,0.6255133153156416
0.0,2.5404344314046576,0.6931471805599453,0.3786501069002365
0.0,0.10336005784232394,0.6931471805599453,1.8439939729377182
0.0,1.7244475994815311,0.6931471805599453,1.5955893064927595
0.0,1.141465246087372,0.6931471805599453,1.260262142929907
0.0,0.3417616541211703,0.6931471805599453,0.7565372801005545
0.0,1.1785345875885986,0.6931471805599453,1.0246525887787898
0.0,0.9954860486492038,0.6931471805599453,1.1992667915433814
0.0,0.5633639509294026,0.6931471805599453,0.6473343430696505
0.0,1.2125998976641674,0.6931471805599453,0.42158124489695115
0.0,2.4388080055991406,0.6931471805599453,0.5451372690225337
0.0,1.839839352695141,0.6931471805599453,1.0310532452246546
0.0,2.506681807044928,0.6931471805599453,0.9641089821863795
0.0,1.7757167902965876,0.6931471805599453,1.1740144964628754
0.0,2.8058733792829558,0.6931471805599453,0.7443682774867453
0.0,3.4834184109686426,0.6931471805599453,1.2850349538811492
0.0,0.7355203125808449,0.6931471805599453,0.0
0.0,0.1707229000514625,0.6931471805599453,0.8315345264705035
0.0,1.9586024909954631,0.6931471805599453,1.065442228709323
0.0,1.5667137477028956,0.6931471805599453,0.7226668887484883
0.0,1.8810578206792696,0.6931471805599453,1.5788979013198716
0.0,3.022784783275716,0.6931471805599453,0.9189715136497763
0.0,1.055075576195678,0.0,0.742063756581798
