RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.182826244321462,0.0,0.17804065448848427,3.784189633918261,3.1131672510296626,5.181783550292085,3.495480419818657,1.3862943611198906,1.4002786624897638,4.844187086458591,4.465479026967496,0.6931471805599453,0.3168034653383228,3.044522437723423,2.3619558113018173,0.0,1.1044258036092558
3.367295829986474,2.144489167040497,0.0,1.32293020923959,3.784189633918261,2.3151172866636744,5.181783550292085,3.1098664707340227,1.3862943611198906,0.49024754818349925,4.844187086458591,5.334510084575867,0.6931471805599453,0.261950539780481,3.044522437723423,2.288696610577544,0.0,3.628618365161593
3.367295829986474,4.174204978437507,0.0,0.0,3.784189633918261,5.076094156336502,5.181783550292085,4.707603986918841,1.3862943611198906,2.211079543566057,4.844187086458591,6.343834548919663,0.6931471805599453,0.7152511954060845,3.044522437723423,0.6531819611319449,0.0,0.0
3.367295829986474,3.8251453663917543,0.0,0.2502707503277619,3.784189633918261,3.8748231919035607,5.181783550292085,4.034037977582694,1.3862943611198906,1.0302306037107367,4.844187086458591,3.3009843834083252,0.6931471805599453,0.1871811103419139,3.044522437723423,1.2524006212198384,0.0,1.1157324747818644
3.367295829986474,3.013741608328609,0.0,1.0470077598000982,3.784189633918261,3.8616426279175533,5.181783550292085,2.61660719202453,1.3862943611198906,1.050542134902951,4.844187086458591,4.3842875144686575,0.6931471805599453,0.0,3.044522437723423,1.674022418599571,0.0,1.9274207246584223
3.367295829986474,3.8958675442284134,0.0,0.11658412776557664,3.784189633918261,3.286776565711041,5.181783550292085,4.141209614621338,1.3862943611198906,0.8875880175921951,4.844187086458591,3.283635543762844,0.6931471805599453,0.10421664959308047,3.044522437723423,2.46527540908626,0.0,0.0
3.367295829986474,3.480611223878576,0.0,0.0,3.784189633918261,3.5327725267663745,5.181783550292085,3.1336069107501756,1.3862943611198906,0.3712803654135266,4.844187086458591,2.5888248723249574,0.6931471805599453,0.0,3.044522437723423,3.009207277541383,0.0,0.0
3.367295829986474,3.2601384358675785,0.0,0.0511140581992649,3.784189633918261,2.392150670996075,5.181783550292085,5.395759957486401,1.3862943611198906,1.0022864352104093,4.844187086458591,3.3932817037622414,0.6931471805599453,0.01606764296840646,3.044522437723423,2.5190983794076347,0.0,1.1665269561478828
3.367295829986474,2.4845708065877115,0.0,0.9659665874802907,3.784189633918261,2.0489711612542183,5.181783550292085,1.762896843115423,1.3862943611198906,0.9948829082027578,4.844187086458591,6.116038804509132,0.6931471805599453,0.0,3.044522437723423,1.5861867221675623,0.0,1.6370900089159472
3.367295829986474,2.7614898920960886,0.0,0.42206469334768737,3.784189633918261,4.99804039267773,5.181783550292085,2.2888330313307526,1.3862943611198906,2.6739265413806583,4.844187086458591,3.8117731499281975,0.6931471805599453,0.4748137692373593,3.044522437723423,2.0230745626634654,0.0,1.8746578521328803
3.367295829986474,3.065411029717928,0.0,0.06071808467231954,3.784189633918261,2.442855451122741,5.181783550292085,4.468455711088523,1.3862943611198906,1.394708408837304,4.844187086458591,5.185524105075492,0.6931471805599453,0.0,3.044522437723423,2.2202689533430435,0.0,1.1794220906557644
3.367295829986474,3.793502563519297,0.0,0.0,3.784189633918261,2.143886427637179,5.181783550292085,6.49073586737986,1.3862943611198906,1.080142724061498,4.844187086458591,5.074248819175535,0.6931471805599453,0.07752922354536423,3.044522437723423,2.2760640732415816,0.0,2.640622194668895
