S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,5.717027701406222,5.778379256897303,4.248495242049359,3.9342304055250064
5.786897381366708,6.1101406900874204,5.717027701406222,4.833052184482673,5.814130531825066,5.509082791955284,6.311734809152915,7.0471302354127525,1.9459101490553132,2.272068140920388,5.700443573390687,5.483197896751491,4.248495242049359,3.8253875116742306
5.783825182329737,6.4423012424500135,5.720311776607412,5.745919238923421,5.811140992976701,5.532660268537773,6.302618975744905,6.1207910105348855,1.9459101490553132,1.501988236035856,5.69035945432406,6.4522939066511436,4.248495242049359,3.920463827180236
5.7745515455444085,6.0464177727646575,5.720311776607412,5.282428599069289,5.811140992976701,5.392696919148364,6.313548046277095,6.6350671959298815,1.9459101490553132,1.4358411033615912,5.680172609017068,5.558304156347559,4.2626798770413155,3.7968951533260946
5.755742213586912,6.171894578052229,5.720311776607412,6.35297873223398,5.811140992976701,5.926980616309258,6.3080984415095305,5.691102490206648,1.791759469228055,2.6028045238971123,5.631211781821365,6.859394736100546,4.23410650459726,3.8901688743706724
5.765191102784844,6.840379300643268,5.726847747587197,5.238948419377368,5.811140992976701,5.588842990283605,6.298949246855942,5.757154403160563,1.791759469228055,1.1140421327244876,5.634789603169249,6.531253516423174,4.23410650459726,3.686806642120956
5.765191102784844,6.483218078151373,5.733341276897746,5.4747672162477,5.811140992976701,5.307176110161285,6.298949246855942,6.482678138756761,1.791759469228055,0.301630373439437,5.66988092298052,5.1952388169339585,4.23410650459726,3.721651541595902
5.75890177387728,5.536348068751484,5.703782474656201,5.564060297052533,5.808142489980444,5.844474131175782,6.278521424165844,6.76606540047649,1.791759469228055,1.5159128137040074,5.6131281063880705,6.073490950765157,4.23410650459726,3.8309388675897917
5.7745515455444085,5.946711887994297,5.717027701406222,5.308502565853296,5.808142489980444,5.689661183404609,6.278521424165844,6.061697469551684,1.791759469228055,2.0304505856846884,5.616771097666572,5.730613507721466,4.23410650459726,2.8775026056601876
5.765191102784844,6.098688793433701,5.71042701737487,5.555514225193581,5.808142489980444,6.162336647889645,6.2878585601617845,7.157303629721022,1.791759469228055,1.906989318594048,5.616771097666572,5.683437979288789,4.23410650459726,3.5397444528853517
5.777652323222656,5.912506753487732,5.707110264748875,5.0815243892436825,5.755742213586912,5.954153007539671,6.3080984415095305,6.153598978935235,1.791759469228055,3.4835170196860714,5.66988092298052,6.123583634786339,4.23410650459726,3.6542960416883603
5.777652323222656,5.244568401912545,5.707110264748875,5.7949726073959145,5.755742213586912,5.503034079774091,6.3080984415095305,6.338515119657986,1.791759469228055,2.627795795253368,5.66988092298052,5.943321654854458,4.23410650459726,3.8776833647039215
