RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.032776275490384,3.1354942159291497,3.020713997620659,0.0,1.7995386161790048,3.784189633918261,1.4806154643738885,5.181783550292085,2.2482826943536027,3.044522437723423,2.3319940906405425,0.0,0.9784710461149703
3.367295829986474,3.3298426470828697,3.1354942159291497,2.4400977246750544,0.0,0.0,3.784189633918261,4.090070919638115,5.181783550292085,4.203175757688915,3.044522437723423,2.1919743192768975,0.0,0.9978859844362684
3.367295829986474,3.126913600599001,3.1354942159291497,2.0765771494866687,0.0,0.4506214118789654,3.784189633918261,4.454746596649857,5.181783550292085,2.7834790002229024,3.044522437723423,1.5692301384298704,0.0,0.0905394551245815
3.367295829986474,3.227775636179574,3.1354942159291497,3.000031007329738,0.0,1.4181008352197244,3.784189633918261,2.9023808335913954,5.181783550292085,5.102904101074196,3.044522437723423,2.2498450353655155,0.0,0.0
3.367295829986474,2.385314727401514,3.1354942159291497,3.1624225804707455,0.0,0.3266066984344034,3.784189633918261,4.429433194470725,5.181783550292085,1.838188499474363,3.044522437723423,2.542325880725643,0.0,0.4478380258299325
3.367295829986474,3.136188697810656,3.1354942159291497,2.420621999029874,0.0,1.0147703591578643,3.784189633918261,4.197849101943808,5.181783550292085,3.666223997134897,3.044522437723423,1.4618717162757964,0.0,1.265590504780789
3.367295829986474,2.868463565721069,3.1354942159291497,1.9008903634014853,0.0,1.4243175713777334,3.784189633918261,3.318732072815312,5.181783550292085,3.7434414485722347,3.044522437723423,2.133133292464055,0.0,4.858979105904779
3.367295829986474,3.12149453396716,3.1354942159291497,2.5023933098084616,0.0,2.031732233585721,3.784189633918261,1.1918788470213129,5.181783550292085,4.586548073883058,3.044522437723423,1.7509208138692205,0.0,1.3755395468132665
3.367295829986474,2.624339653477139,3.1354942159291497,1.9450662391680438,0.0,1.280605263077686,3.784189633918261,2.7651776341214864,5.181783550292085,1.7389889577550026,3.044522437723423,3.133501711230319,0.0,0.4899316424759481
3.367295829986474,3.4764578580100154,3.1354942159291497,2.471249035851099,0.0,1.1519871814524907,3.784189633918261,3.393694629448899,5.181783550292085,3.812285979009794,3.044522437723423,2.4451021748188158,0.0,3.410363934535746
3.367295829986474,2.824717402587182,3.1354942159291497,2.3116548411834,0.0,1.8979016539849176,3.784189633918261,2.936605570396054,5.181783550292085,3.4322479663726853,3.044522437723423,3.256475893004913,0.0,1.685814807254519
3.367295829986474,2.8864990756939988,3.1354942159291497,2.0735235138068493,0.0,0.4867963921336401,3.784189633918261,2.125246633812149,5.181783550292085,3.907924967331132,3.044522437723423,2.6317554493999356,0.0,0.0
3.367295829986474,3.660439498290778,3.1354942159291497,2.39522124342975,0.0,0.038152762941708884,3.784189633918261,3.630230904258984,5.181783550292085,3.4156352142251682,3.044522437723423,2.670944096226874,0.0,3.100011654283942
3.367295829986474,2.3867995714248096,3.1354942159291497,2.8617903943042564,0.0,1.1396098266717885,3.784189633918261,2.7115952469101354,5.181783550292085,2.8818871202119705,3.044522437723423,2.191720198669635,0.0,1.5205168922864882
3.367295829986474,2.969521025294357,3.1354942159291497,2.5936383948365678,0.0,1.6192645128195728,3.784189633918261,2.922208514473012,5.181783550292085,1.6902227447802405,3.044522437723423,1.8905931434498668,0.0,0.0
3.367295829986474,3.1937715090087635,3.1354942159291497,1.9507066880675665,0.0,0.0,3.784189633918261,1.5614392788404505,5.181783550292085,3.603618565268522,3.044522437723423,2.3808128282313827,0.0,0.0
3.367295829986474,3.9457041094409036,3.1354942159291497,3.48962608984742,0.0,2.3421007024303364,3.784189633918261,3.829381163849641,5.181783550292085,4.3942062634995604,3.044522437723423,2.634808458041728,0.0,1.8229060517634026
3.367295829986474,2.488228920250302,3.1354942159291497,2.4671092526304963,0.0,3.1493870517823597,3.784189633918261,4.19144840865526,5.181783550292085,1.931154160920798,3.044522437723423,1.9179249474154643,0.0,1.9853128599608598
3.367295829986474,2.821846937558343,3.1354942159291497,2.6087986796407177,0.0,1.0529908694419539,3.784189633918261,3.590101305773803,5.181783550292085,3.5881289434652888,3.044522437723423,3.022588222856324,0.0,1.8733220979636656
3.367295829986474,2.9531392332139244,3.1354942159291497,2.4074523093009055,0.0,1.591277067108229,3.784189633918261,2.5913213389990544,5.181783550292085,3.8067526872282103,3.044522437723423,2.944099959446035,0.0,0.3085126723179157
3.367295829986474,3.715414269403887,3.1354942159291497,1.828522382324404,0.0,0.8828877341513808,3.784189633918261,2.3746043091544378,5.181783550292085,3.1057797110159373,3.044522437723423,2.037836195364073,0.0,1.1697363986860714
3.367295829986474,3.2149193429884115,3.1354942159291497,1.8692741894827685,0.0,0.0,3.784189633918261,2.860253158402771,5.181783550292085,1.2211528545282264,3.044522437723423,2.0118610842568816,0.0,0.0
3.367295829986474,2.870961736773036,3.1354942159291497,2.4516862960868346,0.0,1.8328753524274015,3.784189633918261,1.478890116236683,5.181783550292085,3.000721234468025,3.044522437723423,2.4885466993917458,0.0,3.664785778583294
