S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.1354942159291497,3.372990621627203,0.0,2.1513619323646256,3.784189633918261,2.7923022647965787,5.181783550292085,3.165369437338232,3.044522437723423,1.4973730541036794,0.0,0.5212490059816178
3.1354942159291497,2.415752198616431,0.0,0.0,3.784189633918261,2.663232906676044,5.181783550292085,3.11638637740112,3.044522437723423,2.294273482953972,0.0,1.9142517200210882
3.1354942159291497,3.0138520505966593,0.0,1.6181828359697588,3.784189633918261,2.076196428142964,5.181783550292085,4.312955971122244,3.044522437723423,1.9561263609857593,0.0,0.6809436418500244
3.1354942159291497,2.2049415499436957,0.0,1.3248655276858363,3.784189633918261,2.0182636008079333,5.181783550292085,2.969329621979177,3.044522437723423,2.9681472825379167,0.0,1.9944207738068271
3.1354942159291497,2.315692303308411,0.0,1.567169672870173,3.784189633918261,3.612424115937885,5.181783550292085,3.356821262549531,3.044522437723423,3.9776716612331597,0.0,1.151860649600619
3.1354942159291497,3.6335896302791673,0.0,0.5035971016249168,3.784189633918261,3.418851376322682,5.181783550292085,2.38277814514843,3.044522437723423,1.0941270084749126,0.0,1.1846025471045272
3.1354942159291497,1.5418138564163573,0.0,0.7942653664261572,3.784189633918261,2.6048809101260737,5.181783550292085,1.4808044896538552,3.044522437723423,2.453937861911844,0.0,0.0
3.1354942159291497,2.7353485256835706,0.0,2.1904434020622383,3.784189633918261,5.597057258236183,5.181783550292085,2.603505102609627,3.044522437723423,3.3416738081770245,0.0,0.35149883173622276
3.1354942159291497,2.5077906262232967,0.0,3.362125421528347,3.784189633918261,3.3191977440629525,5.181783550292085,2.7362792427908778,3.044522437723423,2.585791969460595,0.0,1.3265365998068261
3.1354942159291497,2.4094699282183485,0.0,0.0,3.784189633918261,4.00562138701965,5.181783550292085,0.21927925236471335,3.044522437723423,2.7072256531026913,0.0,1.1798094070847975
3.1354942159291497,2.9269063100715433,0.0,0.6932365776468912,3.784189633918261,1.4688365256843048,5.181783550292085,5.837785632152674,3.044522437723423,2.8713628160246345,0.0,4.796680840045013
3.1354942159291497,1.2562599446962839,0.0,2.217912591093493,3.784189633918261,2.3397893414042956,5.181783550292085,2.8359855734995136,3.044522437723423,2.7491980128651625,0.0,0.7638956869164091
3.1354942159291497,3.089415723629255,0.0,0.7170759419933822,3.784189633918261,2.823734416005133,5.181783550292085,2.856189006045015,3.044522437723423,2.2289378623897402,0.0,2.3056335937827166
3.1354942159291497,2.8666120660640746,0.0,0.0,3.784189633918261,2.8003614404591586,5.181783550292085,3.216640792204794,3.044522437723423,1.9421837633359997,0.0,0.6173106227207956
3.1354942159291497,2.97974574734852,0.0,0.08637347352855229,3.784189633918261,3.274378968744434,5.181783550292085,3.4029257020281762,3.044522437723423,2.2097577968866475,0.0,1.7094612508502753
3.1354942159291497,1.9196485424227232,0.0,2.5960713819262473,3.784189633918261,2.2180307149381147,5.181783550292085,4.034448239941121,3.044522437723423,2.784539370238931,0.0,2.572220280469806
3.1354942159291497,2.4292589795742776,0.0,1.4852030323877208,3.784189633918261,3.6014772621608904,5.181783550292085,1.1074627449598347,3.044522437723423,2.5683494386509214,0.0,1.904599944538396
3.1354942159291497,1.9991294243221456,0.0,0.0,3.784189633918261,2.975558850934319,5.181783550292085,2.8079074777413253,3.044522437723423,1.4822633726033037,0.0,1.103045904899706
3.1354942159291497,1.7238330620473488,0.0,0.4882889091659509,3.784189633918261,3.3841709072176394,5.181783550292085,3.8233747056469864,3.044522437723423,2.441815075901901,0.0,1.9073999870706264
3.1354942159291497,2.328715183918786,0.0,1.3281451595024683,3.784189633918261,3.286271656067919,5.181783550292085,3.9995637906404276,3.044522437723423,1.5744282703690913,0.0,0.0
3.1354942159291497,2.9022798167258936,0.0,1.820238812557564,3.784189633918261,1.8790773549171975,5.181783550292085,4.796185508148993,3.044522437723423,2.074963825361961,0.0,1.2647991476166092
3.1354942159291497,2.699796789684321,0.0,0.8481540658243204,3.784189633918261,1.915827784017141,5.181783550292085,5.802930362101934,3.044522437723423,2.1875652581235947,0.0,0.0
3.1354942159291497,2.526162385485298,0.0,0.7522175758252214,3.784189633918261,2.5934849163451497,5.181783550292085,3.5751969549443277,3.044522437723423,1.4835089529205998,0.0,2.5864005794340796
