,Actual_last_5_vals,Mean_Simulation,Simulated_22,Simulated_24,Simulated_28,Simulated_0,Simulated_10,Simulated_17,Simulated_7,Simulated_20,Simulated_8,Simulated_19,Simulated_9,Simulated_26,Simulated_11,Simulated_27,Simulated_1,Simulated_14,Simulated_5,Simulated_13,Simulated_3,Simulated_4,Simulated_29,Simulated_18,Simulated_16,Simulated_23,Simulated_6,Simulated_25,Simulated_12,Simulated_21,Simulated_15,Simulated_2
0,55539.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55547.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,55554.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,55562.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,55570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41,49060.41
6,,54273.75,67818.53,47340.16,69438.63,38932.83,61067.99,45204.19,44937.3,50698.92,78334.24,50052.41,68063.75,68732.34,54052.6,64038.9,55531.73,75001.97,58214.65,30114.63,47865.82,49226.69,42904.78,65508.64,37237.88,53658.41,38818.02,64644.3,61388.49,54288.01,60047.44,25048.29
7,,50631.52,45698.98,43987.14,69603.64,49199.25,61302.4,53206.73,11357.8,47709.11,49791.41,66671.81,41994.48,70250.93,33731.04,25342.87,26921.29,44537.32,62367.18,47408.21,47701.35,38066.97,64284.53,65884.33,37497.9,75549.41,18199.97,78207.23,63903.31,70384.2,75811.5,32373.46
8,,44431.45,46338.03,23456.18,61645.28,18924.72,45197.99,27028.04,42582.24,19644.29,53454.32,66690.54,48061.33,43089.22,35464.56,64697.45,28464.91,53387.22,47291.21,44819.21,30734.97,68821.19,43277.02,49219.62,58486.03,65250.3,33783.67,39813.54,47602.65,56588.44,33474.07,35655.23
9,,52289.14,37512.88,60187.63,71823.18,42306.72,48497.07,30073.14,45533.47,42535.04,52406.14,50820.71,31296.96,34220.44,44624.9,36846.01,71165.23,41191.48,67959.77,35255.34,52316.62,44918.73,73227.95,63999.28,31223.85,69303.08,46281.57,40265.97,80650.42,56021.33,50643.31,115565.97
10,,48499.78,61553.77,57085.28,63945.92,47529.09,60903.61,60433.1,30855.58,37151.45,49300.51,34851.49,27353.63,30509.66,64766.42,67690.4,50477.07,77453.91,38302.34,63355.07,71868.16,49336.73,54112.57,41510.51,59359.4,13956.32,29150.49,83601.81,39982.49,37730.91,20416.29,30449.33
11,,46890.03,29885.63,74904.61,28640.47,47910.87,53477.06,34797.28,45450.84,78064.11,33115.28,57415.39,51772.51,57788.01,23821.35,36039.36,41559.04,-1844.22,79807.84,41876.43,47033.94,41605.92,44680.79,64833.84,42956.69,64863.62,72252.51,39699.0,54361.47,27336.76,35884.17,56710.39
12,,47013.6,47823.2,40802.53,43202.55,41982.89,43288.72,44975.25,69498.9,78693.88,46826.02,50177.22,35846.04,34886.1,65355.71,55576.52,54235.06,40474.9,42073.79,33256.35,41007.48,62266.12,31607.67,64244.87,46421.16,20833.7,23646.42,71949.58,60430.89,63155.42,26006.71,29862.37
13,,47295.59,54141.27,45541.45,42127.39,49950.26,38008.31,58217.58,28170.91,17314.62,53543.81,50629.49,70670.63,37528.69,84198.66,37622.27,85145.76,38539.5,59874.02,15237.21,56119.94,85941.99,23191.25,54532.8,58358.22,33451.73,33066.04,41780.26,36452.36,58152.58,31131.8,40226.76
14,,47421.36,53311.2,45029.02,37660.67,80769.17,62773.18,35455.06,63082.66,32512.48,73293.33,38068.04,52706.3,47139.46,47056.0,45938.54,43498.85,49457.05,29310.57,49705.27,63205.32,53472.56,37614.37,65296.98,44132.52,59269.5,42838.07,49545.64,28177.56,51329.93,3388.19,37603.18
15,,40779.72,52782.04,46056.45,52352.06,52409.04,50939.44,29838.73,40802.84,38721.01,32533.29,57898.08,30317.37,43313.83,48093.08,42370.38,47153.98,56083.18,36684.42,72150.68,-13166.71,35498.57,44862.3,20481.65,56262.61,61493.76,36487.87,33968.07,44107.65,9471.5,37192.8,26231.6
16,,52407.61,56229.95,68718.95,47593.38,49131.8,47078.77,35649.74,54932.89,47816.01,46384.46,37414.84,33631.02,63322.55,41374.9,56153.11,83900.69,31215.49,67478.01,58840.62,48457.34,34842.47,72181.44,36967.02,59323.18,57840.04,44671.61,79985.4,63275.5,77870.01,26844.49,43102.51
17,,51643.83,57540.48,61199.14,35794.47,40801.04,49099.77,64000.79,39379.82,56421.03,29110.61,55823.06,67008.77,24074.31,53044.86,49021.2,62528.84,46842.65,61147.41,62794.14,57801.72,55734.25,37070.29,65246.77,75630.3,54306.03,62233.41,39108.44,80202.98,78504.73,17273.17,10570.46
18,,45084.09,50669.18,42231.92,44054.34,42513.73,57108.1,37445.92,47153.13,44460.14,19154.54,57127.2,36888.82,62295.68,34505.84,48109.37,69559.78,59161.25,80540.83,44717.86,29768.15,30219.0,43731.58,47780.29,72666.75,19687.36,9360.93,57701.35,72392.8,20070.66,25571.61,45874.46
19,,55030.46,51325.0,91964.82,43107.69,26497.85,44552.96,65051.31,61406.51,59030.32,72155.32,64992.22,51959.91,46690.07,64853.75,43583.04,49512.45,61837.09,41766.46,70505.64,76107.81,44168.45,32256.66,71320.41,20164.9,68500.59,62302.69,42751.38,75225.92,40368.51,56169.19,50784.77
20,,48502.38,46034.08,49958.56,49290.0,43630.28,54173.46,51071.82,45996.11,46278.26,53360.21,64861.35,70094.93,25223.35,12517.71,60683.92,53121.85,33507.41,49671.87,39988.43,61606.16,42974.72,48216.39,60322.99,61461.41,48798.3,26554.01,71225.73,57262.62,25926.15,45259.23,56000.08
21,,52231.94,55885.89,36347.77,28853.03,74015.91,32695.29,66110.82,42648.93,44057.85,51523.94,55519.21,63670.07,54724.27,50980.14,57690.79,50125.56,55931.68,48169.72,26206.9,51336.48,46679.96,83040.01,60238.98,63031.91,69192.41,57925.7,43183.37,60027.9,40373.02,20828.36,75942.27
22,,43696.03,52433.43,44006.36,42256.8,33059.1,63822.75,18981.19,48805.6,44565.5,52572.76,54073.47,30979.63,45054.45,48927.06,19908.57,29407.85,37672.81,31350.86,26660.44,44378.57,42161.3,49982.2,75662.74,47017.86,42870.49,43789.89,11208.92,67919.86,37249.27,32388.55,91712.69
23,,50709.11,68327.8,55775.56,45476.92,48575.33,37742.19,57348.13,71376.06,50918.96,83443.23,37437.36,34332.6,62787.85,66782.6,22397.67,55032.03,52275.16,56638.66,55414.81,70496.38,17616.63,37410.54,67744.58,57891.33,79986.55,45826.47,52216.96,19264.29,54364.61,18362.52,38009.62
24,,47873.8,32630.31,66902.84,51695.13,54897.78,49280.77,48702.61,29646.78,81918.88,41091.64,27380.49,55304.85,46475.01,52851.4,38772.76,53358.92,59717.32,27328.21,41607.83,21846.79,48696.71,38373.5,49018.52,69757.94,54957.28,42085.15,18164.5,36345.64,57759.08,51361.87,88283.54
25,,45808.34,61277.29,48109.55,48749.42,59177.06,58600.6,32624.24,52063.6,42651.61,36044.69,30023.69,48849.94,22050.88,56192.7,33031.94,81579.57,49971.34,36729.65,48424.59,21167.65,37715.12,35053.26,35962.73,31995.61,53075.57,80449.4,55935.66,44050.99,24308.35,54992.58,53390.84
