RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.0,0.0627247989161265,0.45515595477864185,2.067760709232467,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.04691691978775157,0.6143608525794846,0.0,0.5357143502130369,0.04691691978775157,0.794859720905366
0.0,0.13804360920929132,0.0,0.0,0.0,0.0,0.4213499186481877,1.8907652307455929,0.0,1.3328593512672855,0.0,0.0,0.0,0.0,0.04274154837727106,1.1594895498039692,0.0,0.0,0.04274154837727106,0.4888607935354459
0.0,0.08637402036228597,0.0,0.0,0.0,0.0,0.3863609267981219,1.5676508664294366,0.0,0.6815409777920354,0.0,0.0,0.0,0.0,0.038548670117235125,1.2135104130492476,0.0,2.88479053558534,0.038548670117235125,0.03074542130330249
0.0,0.12228886840157913,0.0,0.6489234822820155,0.0,0.8047274279163128,0.3501031787754985,1.8463951524181679,0.0,1.4358516332620566,0.0,0.0,0.0,0.1677740607406258,0.03433813758089155,0.6321596765138414,0.0,0.4795856750911842,0.03433813758089155,0.3646791206867661
0.0,0.0,0.0,0.28831854955726505,0.0,0.5813982210504556,0.3124811869859139,1.4761232485976257,0.0,0.0,0.0,0.512044731869979,0.0,0.26852630860644927,0.03010980147137047,0.5776139962374629,0.0,2.035873755933726,0.03010980147137047,0.6284579255038089
0.0,0.7087761478329012,0.0,0.3577040855022202,0.0,0.6599990346852204,0.27338826119463594,2.1512960371896748,0.0,0.24164916473137113,0.0,0.0,0.0,0.09150524715594188,0.025863510589919297,0.30201697479633144,0.0,1.2039622300845667,0.025863510589919297,0.0
0.0,0.0,0.0,0.0,0.0,0.2551533563401057,0.23270468455819335,1.8117402476303794,0.0,3.131924543872061,0.0,0.030142035710576276,0.0,0.0,0.021599111803461798,0.0,0.0,1.7721247790284793,0.021599111803461798,0.35291423130919614
0.0,0.0,0.0,0.0,0.0,0.5557528338965131,0.19029550263309924,2.098286570565991,0.0,0.8897565532181941,0.0,0.02188443015138869,0.0,0.0,0.017316450011460875,0.4133666844238286,0.0,1.0927675346045955,0.017316450011460875,0.8706393122149607
0.0,0.0,0.0,0.6696020063912902,0.0,0.0,0.1460078224319825,2.0089037722435097,0.0,0.0,0.0,0.24049955159901432,0.0,0.0,0.0130153681120703,1.0372460885654033,0.0,1.2521954242965867,0.0130153681120703,0.5491014618028114
0.0,0.36766141943142694,0.0,0.6986368541246497,0.0,0.0,0.09966748517328153,2.0146953506655243,0.0,1.437762998103327,0.0,0.46593014136221267,0.0,0.0,0.008695706967553821,0.9979876796369943,0.0,0.0,0.008695706967553821,0.9818854812170337
0.0,0.13622085209207221,0.0,0.0,0.0,0.0,0.05107492993641579,0.9411884325467677,0.0,0.0,0.0,0.4078084311077691,0.0,0.0,0.00435730536895569,1.337929040752674,0.0,0.0,0.00435730536895569,0.0
0.0,0.24714263484888083,0.0,0.0,0.0,0.09056220906795484,0.0,1.5876210351858195,0.0,2.042037747013697,0.0,0.42687453698500094,0.0,0.14139964418376055,0.0,1.0007311568380413,0.0,0.6077886264171248,0.0,1.292202355033269
