RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.9067212808580045,0.26424494468692766,0.0,0.18857179510065186,0.6931471805599453,0.6742804700449279,0.0,0.0,1.0986122886681098,1.1085934909171022,1.0986122886681098,1.098607464109944,0.0,0.2632049367457456
0.9257694758286987,0.0,0.0,0.07461904819972283,0.6931471805599453,0.638459831713488,0.0,0.0,1.0986122886681098,1.1533261028231183,1.0986122886681098,1.098607464989105,0.0,0.0
0.9444616088408514,0.24758909133887386,0.0,0.2698503704912223,0.6931471805599453,0.6548400274590098,0.0,0.0,1.0986122886681098,1.1209361201138002,1.0986122886681098,1.0986110875840658,0.0,0.0
0.9628107475090479,0.7687950575551359,0.0,0.7875420330911775,0.6931471805599453,0.5589881578542398,0.0,0.0,1.0986122886681098,1.051126656222451,1.0986122886681098,1.0986118555729902,0.0,0.31009638078488977
0.9808292530117261,0.06539651606578506,0.0,0.7070175887645544,0.6931471805599453,0.7113826770062471,0.0,0.0,1.0986122886681098,1.0336886427511631,1.0986122886681098,1.0986050534232663,0.0,0.0
0.9985288301111271,1.038705138386665,0.0,0.22888767299386384,0.6931471805599453,0.6872997653433505,0.0,0.0,1.0986122886681098,0.968093857305662,1.0986122886681098,1.0986012184253007,0.0,0.2758397708679704
1.0159205728229963,0.5341466704241518,0.0,0.0,0.6931471805599453,0.685793994383903,0.0,0.0,1.0986122886681098,1.1435509736966587,1.0986122886681098,1.098607712108928,0.0,0.0
1.0330150061822962,0.03463768376541054,0.0,0.35770924154410366,0.6931471805599453,0.5746837282365105,0.0,0.0,1.0986122886681098,1.1476072658901573,1.0986122886681098,1.098601754948713,0.0,0.4598709063792224
1.0498221244986776,0.4103327026172401,0.0,0.4002147793147831,0.6931471805599453,0.7047934715301737,0.0,0.0,1.0986122886681098,1.1898271276687777,1.0986122886681098,1.0986057404959322,0.0,0.5879934836187832
1.0663514264498883,0.2519575788919741,0.0,0.09363504426843386,0.6931471805599453,0.621422585123368,0.0,0.0,1.0986122886681098,1.2008875007476836,1.0986122886681098,1.0986191857178045,0.0,0.0
1.0826119473216684,0.0,0.0,0.16541598091060541,0.6931471805599453,0.6805220075026692,0.0,0.0,1.0986122886681098,1.1423027279314475,1.0986122886681098,1.098607191098673,0.0,0.5541216235031898
1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.5339927520973666,0.0,0.0,1.0986122886681098,0.9713323162401017,1.0986122886681098,1.098603652362347,0.0,0.0
