S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1481_Actual,S1481_Simulated
0.0,0.2582292407615498,4.248495242049359,4.258262203098688,4.1588830833596715,3.1225495094116162,1.3862943611198906,1.60512771954265,2.4849066497880004,2.9430171759443082
0.0,0.6599046395817223,4.248495242049359,4.264238087245137,4.1588830833596715,2.6145159449908038,1.3862943611198906,1.73728725361462,2.4849066497880004,3.7766492455969347
0.0,0.0,4.248495242049359,4.264672446180128,4.1588830833596715,2.9723398630418307,1.3862943611198906,1.599907739561541,2.4849066497880004,2.2660593864856935
0.0,0.582941779359382,4.248495242049359,4.216507780642874,4.1588830833596715,3.250172444833884,1.3862943611198906,1.5867245765969804,2.498699971920336,2.5063199508985483
0.0,0.5695604679560095,4.248495242049359,4.246869427975588,4.1588830833596715,3.488849856482099,1.3862943611198906,1.730782844687484,2.512305623976115,2.6759361503281758
0.0,0.5315407083831674,4.248495242049359,4.285227426695391,4.1588830833596715,3.487408568451066,1.3862943611198906,1.3822468351769583,2.5257286443082556,1.9647445350320476
0.0,0.6353290330259274,4.248495242049359,4.290285487877766,4.1588830833596715,3.7561732090804982,1.3862943611198906,1.582867855737967,2.538973871058276,3.299139406120741
0.0,0.4895945594955455,4.248495242049359,4.288306218370601,4.1588830833596715,2.9645266380315713,1.3862943611198906,1.4346590707396207,2.5520459526256287,2.621572405436904
0.0,0.031016667914973234,4.248495242049359,4.313872088204886,4.1588830833596715,3.242122364237483,1.3862943611198906,1.625366481891322,2.5649493574615367,2.5877165206090256
0.0,0.4257308035048268,4.248495242049359,4.2947084439298715,4.1588830833596715,2.9646314040015533,1.3862943611198906,1.5850986355847172,2.5649493574615367,0.9114457342598326
0.0,0.2733113498756188,4.248495242049359,4.272625982088865,4.1588830833596715,3.0397455816697887,1.3862943611198906,1.732356680287236,2.5649493574615367,2.4522314932535703
0.0,0.420113396358357,4.248495242049359,4.230536581254131,4.1588830833596715,3.0689089167966728,1.3862943611198906,1.580196620963975,2.5649493574615367,3.380879397465568
