Index,Lower,Upper,Predicted,Actual
103,6390.82,6960.63,6678.0,6683.8
104,6317.25,7015.36,6678.0,6689.6
105,6262.29,7065.15,6676.0,6695.4
106,6231.83,7107.98,6678.0,6701.2
107,6176.48,7168.74,6672.0,6707.0
108,6143.98,7191.0,6676.0,6708.5
109,6104.93,7250.35,6678.0,6710.0
110,6050.28,7272.38,6676.0,6711.5
111,6012.5,7306.83,6678.0,6713.0
112,5995.66,7298.78,6678.0,6714.5
113,5935.45,7340.85,6678.0,6716.0
114,5950.05,7382.16,6678.0,6717.5
115,5897.37,7398.45,6678.0,6719.0
116,5885.84,7440.84,6678.0,6713.33
117,5859.73,7432.06,6676.0,6707.67
118,5848.0,7454.96,6678.0,6702.0
119,5838.35,7478.82,6672.0,6703.5
120,5819.9,7494.71,6676.0,6705.0
121,5810.98,7520.25,6678.0,6687.0
122,5754.04,7505.77,6676.0,6669.0
123,5755.84,7542.0,6678.0,6651.0
124,5740.55,7569.17,6678.0,6633.0
125,5693.27,7602.65,6678.0,6615.0
126,5695.85,7607.45,6678.0,6670.67
127,5658.27,7652.21,6678.0,6726.33
128,5643.66,7711.02,6678.0,6782.0
