Index,Lower,Upper
150,27289.94,29025.18
151,27108.99,29137.46
152,27000.36,29316.02
153,26856.88,29451.83
154,26795.02,29605.95
155,26674.89,29699.46
156,26574.6,29817.82
157,26377.0,29833.99
158,26304.88,29871.1
159,26239.52,30077.3
160,26141.84,30157.92
161,26125.56,30210.67
162,26135.09,30397.8
163,26052.0,30387.2
164,25860.24,30503.6
165,25905.75,30510.87
166,25828.71,30468.03
167,25827.63,30624.48
168,25727.43,30617.3
169,25532.33,30730.73
170,25446.0,30805.54
171,25608.66,30979.14
172,25403.35,31059.08
173,25324.5,30964.79
174,25305.52,31022.81
175,25218.83,31035.4
176,25310.44,31048.6
177,25133.14,31187.56
178,24950.18,31144.04
179,24865.38,31237.13
180,24839.93,31242.48
181,24752.16,31228.47
182,24585.64,31390.53
183,24669.52,31481.46
184,24755.54,31411.45
185,24715.49,31471.51
186,24683.71,31645.19
187,24619.66,31555.67
