Index,Lower,Upper,Predicted,Actual
124,40016.51,53015.26,46714.7,46327.0
125,39259.0,54488.96,46716.66,46247.0
126,37790.05,56112.22,46714.7,46526.0
127,36604.8,56471.44,46716.7,47054.75
128,35513.3,57725.27,46714.76,47583.5
129,34525.62,59325.58,46716.35,48112.25
130,34233.45,60197.92,46714.7,48641.0
131,33902.26,60575.1,46718.62,49330.5
132,33099.12,61361.34,46714.7,50020.0
133,33105.64,61539.0,46715.12,50412.0
134,31920.52,62117.19,46716.7,50542.67
135,31418.72,62940.31,46714.7,50673.33
136,30705.26,63059.69,46714.7,50804.0
137,30158.59,63749.27,46716.66,50844.0
138,30453.97,64816.53,46714.7,50884.0
139,29517.41,64996.44,46716.7,51040.0
140,28518.27,65119.57,46714.76,51168.67
141,27446.58,65625.98,46716.35,51297.33
142,26732.41,66482.1,46714.7,51426.0
143,25146.72,66729.62,46718.62,55580.0
144,25829.7,67182.89,46714.7,55582.33
145,25610.4,68644.22,46715.12,55584.67
146,26003.46,68837.75,46716.7,55587.0
147,24958.96,68980.76,46714.7,55457.0
148,25061.72,69158.3,46714.7,55469.33
149,24346.77,69522.32,46716.66,55481.67
150,23824.02,70305.37,46714.7,55494.0
151,23201.3,71235.68,46716.7,55513.0
152,22367.53,72463.38,46714.76,55532.0
153,22220.29,72998.98,46716.35,55551.0
154,20714.14,73098.12,46714.7,55570.0
