RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.159055299214529,4.890994271028902,5.170483995038151,5.857450749887449,5.948034989180646,5.977893680694793,1.9459101490553132,1.5201077102578322,2.4849066497880004,3.7548093456328995,6.059123195581797,7.0221542331013245,3.828641396489095,3.613693473760542
5.170483995038151,5.256114465982484,5.176149732573829,6.072594042609531,5.953243334287785,6.775971135723641,1.9459101490553132,2.623376586168026,2.3978952727983707,2.5245376919018474,6.0844994130751715,5.660820071677325,3.828641396489095,3.8666413359364142
5.768320995793772,5.448815127578731,5.817111159963204,5.65845538642932,6.313548046277095,5.651123536942951,1.9459101490553132,1.9504013562570885,2.70805020110221,2.737100656099969,6.293419278846481,6.145200499441055,4.1588830833596715,3.5319798748373246
5.720311776607412,4.911612371873048,5.814130531825066,5.528736695465969,6.274762021241939,5.626249598170298,1.9459101490553132,1.417254657620726,2.70805020110221,3.550475917040967,5.700443573390687,5.911665125195712,4.1588830833596715,4.148573284604397
5.726847747587197,5.29832579750831,5.814130531825066,5.65619107260239,6.272877006546167,5.9596436344645936,1.9459101490553132,3.6033113274911033,2.8903717578961645,4.419438212956532,5.707110264748875,6.537142775958947,4.1588830833596715,3.913244598971772
5.726847747587197,5.108313872642467,5.814130531825066,5.116050720192836,6.269096283706261,6.303296165579104,1.9459101490553132,4.779328771328211,2.5649493574615367,3.6001626099712367,5.697093486505405,5.387058214642118,4.174387269895637,4.045435938407631
5.739792912179234,5.678925811390978,5.817111159963204,5.827034451128153,6.285998094508865,6.075937268839037,1.9459101490553132,2.0644007362508088,2.302585092994046,3.0210436393106392,5.697093486505405,5.4739226848867615,4.189654742026425,4.237562299875059
5.7430031878094825,5.588587315103438,5.817111159963204,4.792874808531295,6.306275286948016,5.808357785042085,1.9459101490553132,3.5281366514588575,2.6390573296152584,3.8385248671044088,5.723585101952381,4.961120325662754,4.189654742026425,4.191717051899327
5.723585101952381,5.588400655921864,5.820082930352362,5.103194943298001,6.333279628139691,6.052349398323418,1.9459101490553132,1.1750824430454883,2.0794415416798357,3.2466835237498364,5.703782474656201,5.726494695756833,4.248495242049359,4.054057001518559
5.723585101952381,5.561904966788795,5.820082930352362,5.558290226734884,6.335054251498059,6.893353716949109,1.9459101490553132,2.3510131653791033,2.0794415416798357,2.9077143901732554,5.713732805509369,4.841106597355043,4.248495242049359,4.149093440844177
5.726847747587197,5.452842496340679,5.820082930352362,5.3131685914110625,6.327936783729195,7.147593145305917,1.9459101490553132,2.321078832780575,2.833213344056216,4.63781799577643,5.703782474656201,5.25555848132708,4.248495242049359,3.4245102890833885
5.726847747587197,5.211814263176609,5.823045895483019,5.909335500920311,6.327936783729195,6.544766257315192,1.9459101490553132,1.943502083057754,2.772588722239781,4.362942511434328,5.717027701406222,6.26236907879415,4.248495242049359,3.7615595347317505
5.717027701406222,5.841730085978254,5.814130531825066,5.7297278581525655,6.311734809152915,7.4413678662508085,1.9459101490553132,3.970822868877737,2.833213344056216,2.4905944307168166,5.700443573390687,5.578585537367877,4.248495242049359,3.910539016656471
5.720311776607412,5.28232623171128,5.811140992976701,6.660199744026896,6.302618975744905,5.567269209528316,1.9459101490553132,2.498146087165214,2.9444389791664403,4.490522947030499,5.69035945432406,6.6417129761205675,4.248495242049359,3.9868470939169187
5.720311776607412,5.563515461231779,5.811140992976701,4.928843916042969,6.313548046277095,5.704206591462278,1.9459101490553132,1.368214791804649,2.995732273553991,4.027956358934679,5.680172609017068,5.632103165316588,4.2626798770413155,4.131568414267738
5.720311776607412,4.855079869907744,5.811140992976701,5.129083161266182,6.3080984415095305,6.69295921975386,1.791759469228055,2.037380199664863,2.995732273553991,4.764265842871283,5.631211781821365,5.623722025529776,4.23410650459726,3.846539272155129
5.726847747587197,5.828549847451044,5.811140992976701,6.5398126901981515,6.298949246855942,6.047071024524535,1.791759469228055,1.5721746195467026,3.091042453358316,2.504795263040905,5.634789603169249,5.473900923711111,4.23410650459726,3.9748386475505733
5.733341276897746,5.702726717586019,5.811140992976701,5.359857127873081,6.298949246855942,5.668785546015269,1.791759469228055,1.896507278139634,2.772588722239781,3.627669664605164,5.66988092298052,5.180416819518547,4.23410650459726,3.960451414396593
5.703782474656201,5.661241353724136,5.808142489980444,5.197980938748468,6.278521424165844,6.223324327800291,1.791759469228055,1.6063841224696325,2.302585092994046,4.745246075835098,5.6131281063880705,5.055722595159083,4.23410650459726,4.818829775717556
5.717027701406222,5.352526834033992,5.808142489980444,5.347473456394983,6.278521424165844,6.243477001352294,1.791759469228055,2.882527677075214,2.4849066497880004,4.244070372871629,5.616771097666572,5.543936996864143,4.23410650459726,4.414707275949127
5.71042701737487,5.826553692564667,5.808142489980444,5.828596949056157,6.2878585601617845,6.800528138042429,1.791759469228055,2.650752686115456,2.302585092994046,2.6385743057719537,5.616771097666572,6.394668055079681,4.23410650459726,4.17531402199516
5.707110264748875,5.636611904155121,5.755742213586912,5.7213817967062655,6.3080984415095305,5.889862619085374,1.791759469228055,3.663505445359017,2.3978952727983707,3.114120278131389,5.66988092298052,6.338682155884301,4.23410650459726,3.961695899414191
5.707110264748875,5.8963033754667,5.755742213586912,5.087725755551012,6.3080984415095305,6.409648519820497,1.791759469228055,1.1954146380742838,2.302585092994046,4.981528077147859,5.66988092298052,5.442575962522802,4.23410650459726,4.349054592442738
