S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.6094379124341003,1.5756497927369877,0.0,0.18529177914319295,0.6931471805599453,0.6743462050229961,0.0,1.1795748374291268,1.9459101490553132,2.628571057555208,4.226347008826348,3.400715103324849,1.0986122886681098,0.9743739085513304,1.6094379124341003,1.566371245538988,1.0986122886681098,1.0986074641099446,0.0,0.28515064114304844
1.6094379124341003,1.4426880080618982,0.0,0.0,0.6931471805599453,0.7840879909809445,0.0,0.4834080824069231,1.9459101490553132,2.487712238041686,4.2273202449129,1.555581813871896,1.0986122886681098,0.7379370530674698,1.6094379124341003,1.4377336886139147,1.0986122886681098,1.098608563444216,0.0,0.0
1.6094379124341003,1.4598162802096177,0.0,0.453828178287329,0.6931471805599453,0.5716997856066638,0.0,0.5075234209922127,1.9459101490553132,2.8378595516764054,4.22829253473184,5.525246150797472,1.0986122886681098,1.091057312786944,1.6094379124341003,1.5985575535279732,1.0986122886681098,1.0986083234173443,0.0,0.6647435839521194
1.6094379124341003,1.6330639652468246,0.0,0.03723678544267717,0.6931471805599453,0.707222460447946,0.0,0.37267831589115474,1.9459101490553132,2.7063877173242026,4.229263880121471,3.026008465526138,1.0986122886681098,1.0688960108601078,1.6094379124341003,1.551594918055257,1.0986122886681098,1.0986072846334198,0.0,0.047592163025782286
1.6094379124341003,1.7673778394078006,0.0,0.43414094868038866,0.6931471805599453,0.8135364811289422,0.0,0.0,1.9459101490553132,2.6496417650956863,4.23023428291475,2.472518175281574,1.0986122886681098,0.6205974914379022,1.6094379124341003,1.5253406727453045,1.0986122886681098,1.0986106505409643,0.0,0.23657407564900912
1.6094379124341003,1.5329166245451198,0.0,0.4365046449658119,0.6931471805599453,0.5220387053081896,0.0,1.0662510367636568,1.9459101490553132,2.330397917724327,4.231203744939298,4.87535408368643,1.0986122886681098,0.8544641269869313,1.6094379124341003,1.57593576352078,1.0986122886681098,1.0986085151971134,0.0,0.04231316970103144
1.6094379124341003,1.8515135789218378,0.0,0.0,0.6931471805599453,0.654530783724243,0.0,0.6850025319905291,1.9459101490553132,2.7760128811631897,4.232172268017428,3.606472033865149,1.0986122886681098,1.182111229247811,1.6094379124341003,1.513568658437045,1.0986122886681098,1.0986079848935544,0.0,0.0
1.6094379124341003,1.0587163654111722,0.0,0.3205259434780063,0.6931471805599453,0.6163386938669565,0.0,0.0672439252409125,1.9459101490553132,2.6297009921537122,4.233139853966164,2.8015169165481106,1.0986122886681098,1.162620192344721,1.6094379124341003,1.5999090526757944,1.0986122886681098,1.0985999220370974,0.0,0.6577027374455399
1.6094379124341003,1.8445649502690036,0.0,0.22255982001110078,0.6931471805599453,0.6565677968926541,0.0,1.4915876265044439,1.9459101490553132,3.1541805561603473,4.23410650459726,3.524666861813377,1.0986122886681098,1.1650123083169086,1.6094379124341003,1.478806331671388,1.0986122886681098,1.0986061397248816,0.0,0.0
1.6094379124341003,1.689227432772986,0.0,0.16371107614533095,0.6931471805599453,0.8379834841843204,0.0,0.9433482792222826,1.9459101490553132,2.835413030560074,4.2350722217172185,2.233697935248535,1.0986122886681098,0.6491359350530967,1.6094379124341003,1.5303286526313649,1.0986122886681098,1.0986131777057029,0.0,0.0
1.6094379124341003,1.3842988582935427,0.0,0.533107420347686,0.6931471805599453,0.665553032381935,0.0,1.6610181078442432,1.9459101490553132,2.3413028086771357,4.236037007127317,4.6484695835565955,1.0986122886681098,0.9352671770801692,1.6094379124341003,1.6025244792713287,1.0986122886681098,1.0986145512656311,0.0,0.6809894595156722
1.6094379124341003,1.618316897580515,0.0,0.5049015787472594,0.6931471805599453,0.7715284003422356,0.0,1.7719540326981158,1.9459101490553132,1.529991491850631,4.237000862623624,4.578820518619169,1.0986122886681098,0.43004962176093575,1.6094379124341003,1.4351287818215452,1.0986122886681098,1.0986063773336983,0.0,0.0
1.6094379124341003,1.9103784480960655,0.0,0.1296518877777589,0.6931471805599453,0.7466717980529808,0.0,0.0,1.9459101490553132,2.305755593946541,4.237963789997018,3.926614659887405,1.0986122886681098,0.5938933745720674,1.6094379124341003,1.5707594820651813,1.0986122886681098,1.0986029754681925,0.0,0.0
1.6094379124341003,1.765992579282654,0.0,0.2642987303418133,0.6931471805599453,0.655898422783326,0.0,0.11636443140459396,1.9459101490553132,3.49467660762195,4.238925791033208,4.445511580084678,1.0986122886681098,1.0875583746485473,1.6094379124341003,1.6729565817019596,1.0986122886681098,1.0986065612579343,0.0,0.0
1.6094379124341003,1.0795496574915195,0.0,0.3854801155192923,0.6931471805599453,0.8105518090025026,0.0,1.0409133948209375,1.9459101490553132,2.9580799970126517,4.239886867512759,5.128055192953814,1.0986122886681098,1.076459054632177,1.6094379124341003,1.536040182160351,1.0986122886681098,1.098605481116606,0.0,0.2134642844242894
1.6094379124341003,1.650658719653249,0.0,0.19281132987483757,0.6931471805599453,0.703650445821282,0.0,2.086339496260829,1.9459101490553132,3.2241392100233943,4.240847021211102,4.088072153928292,1.0986122886681098,1.149022498825282,1.6094379124341003,1.5754213653662639,1.0986122886681098,1.0986051434465651,0.0,1.18830739600717
1.6094379124341003,1.2244496296668546,0.0,0.0,0.6931471805599453,0.6544293937140871,0.0,1.8095168086582853,1.9459101490553132,3.486079977695056,4.241806253898562,4.804573426724879,1.0986122886681098,0.803279595830571,1.6094379124341003,1.5314436041642923,1.0986122886681098,1.0986080499425848,0.0,0.0031475257601680795
1.6094379124341003,1.9716417210587618,0.0,0.0,0.6931471805599453,0.7003576626122104,0.0,2.993629220520069,1.9459101490553132,2.7046068315065668,4.242764567340374,3.954630009661333,1.0986122886681098,0.9383017298433426,1.6094379124341003,1.6514459096355576,1.0986122886681098,1.0986075174601007,0.0,1.1541172061676361
1.6094379124341003,1.1803218135781979,0.0,0.434437594109116,0.6931471805599453,0.7511278785232287,0.0,0.4988351361361282,1.9459101490553132,2.404345442259776,4.243721963296702,4.226613062400236,1.0986122886681098,0.6778169748727528,1.6094379124341003,1.5504951175329813,1.0986122886681098,1.0986086891473197,0.0,0.21993285613204094
1.6094379124341003,1.8055468277319762,0.0,0.5708179106820411,0.6931471805599453,0.6703148848309928,0.0,0.2879790055037579,1.9459101490553132,2.2292416766924257,4.244678443522658,4.0041032359481905,1.0986122886681098,0.7301144981429946,1.6094379124341003,1.5592241760921732,1.0986122886681098,1.0986113014863303,0.0,0.923779252109111
