RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,5.924255797414532,4.9970275798126575
3.1354942159291497,4.033306130038978,1.791759469228055,2.2573498366286757,1.0986122886681098,1.101626641690464,6.018593214496234,4.785853655557928
3.1354942159291497,3.0063347228795414,1.791759469228055,1.3568032470757228,1.0986122886681098,0.4997990016415381,6.025865973825314,6.4651263845615246
3.1354942159291497,3.833577261967173,1.791759469228055,1.6366589897517736,1.0986122886681098,1.3007256052798937,6.028278520230698,5.676624263014378
3.1354942159291497,4.6701230528570905,1.791759469228055,0.859268719440154,1.0986122886681098,2.705563118341068,6.018593214496234,4.89628701059881
3.258096538021482,3.4040816941443337,1.791759469228055,2.7835731305065465,1.0986122886681098,2.298029316174536,5.937536205082426,3.304179602599444
3.258096538021482,3.749960075417624,2.772588722239781,2.44950631688474,1.3862943611198906,1.8658040001276817,6.016157159698354,4.98107218811971
3.332204510175204,3.1902291606745687,2.6390573296152584,1.424348642280901,0.6931471805599453,2.4144798485104437,5.713732805509369,5.60010688139418
3.332204510175204,3.7729624855769397,2.6390573296152584,2.009447764250603,0.6931471805599453,1.895003705584661,5.71042701737487,4.837412857132746
3.332204510175204,3.737776789138131,2.6390573296152584,1.5899883076813544,0.6931471805599453,1.6976214908873073,5.683579767338681,4.603222143063432
3.332204510175204,3.2432668963663436,2.6390573296152584,1.5904021736245597,0.6931471805599453,1.5115934753297129,5.69035945432406,6.615423750206819
3.332204510175204,3.2613185699791445,2.6390573296152584,1.1815370169890929,0.6931471805599453,1.076462943713823,5.697093486505405,5.846945145474767
