S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,2.302585092994046,2.133853788746623
4.709530201312334,4.1975711916753005,3.1354942159291497,3.8486673076001354,1.0986122886681098,1.3104371715806618,0.0,0.19278537216161978,6.003887067106539,4.998069622935848,0.0,4.546723265921499,2.302585092994046,2.017186175856842
4.727387818712341,5.010152039299312,3.1354942159291497,3.0964753304759127,1.0986122886681098,1.0459658447987596,0.0,0.049636313678401454,6.021023349349527,4.606311529123007,0.0,2.3966282540357304,2.302585092994046,2.841070988019092
4.727387818712341,3.729028789403859,3.1354942159291497,3.755131102994426,1.0986122886681098,1.9488855742658346,0.0,0.24716999905923615,6.0330862217988015,5.658831995455165,0.0,4.2014460626133125,2.302585092994046,3.5473267684493806
4.74493212836325,4.0525016727310526,3.1354942159291497,2.8028702188382026,1.0986122886681098,2.4804612872988026,0.0,0.0,6.025865973825314,5.8765196958855075,0.0,5.046360871100296,2.4849066497880004,1.4897317476857432
4.74493212836325,3.4459811787035175,3.1354942159291497,4.039641644523751,1.0986122886681098,0.8296530662384993,0.4054651081081644,0.41568849816999126,6.02707297457535,3.5442020420086413,0.0,1.127270379089378,2.4849066497880004,1.8123535661874526
4.74493212836325,4.071205670943092,3.1354942159291497,3.710632467565035,1.0986122886681098,1.2574322389338193,0.6931471805599453,0.0,6.028278520230698,5.267595621957335,0.0,1.9133567641918188,2.4849066497880004,2.901743551779399
4.742029368705289,4.402035996269738,3.1354942159291497,4.137589111279516,1.0986122886681098,2.4756897424410482,0.6931471805599453,0.0,6.025060496536498,6.2244198849803185,0.0,4.094721951844969,2.4849066497880004,1.8997139719749818
4.73911815849783,4.805994341953927,3.1354942159291497,3.4575664087729607,1.0986122886681098,1.9846520725368872,0.6931471805599453,0.0,6.021832083724378,4.245225910110825,0.0,2.7236887668503247,2.4849066497880004,2.281527864835624
4.736198448394496,4.804151702113355,3.1354942159291497,2.695598755283342,1.0986122886681098,1.057933265945964,0.6931471805599453,0.0,6.018593214496234,5.867940560747108,0.0,1.0489447933057543,2.4849066497880004,2.331735323854251
4.736198448394496,3.828114666915798,3.1354942159291497,2.9182070643909293,1.0986122886681098,1.6946324060120501,0.6931471805599453,0.08390061148147307,5.91350300563827,5.863572618726754,0.0,5.924526945696466,2.4849066497880004,1.272323421951353
4.762173934797756,3.1290877949646925,3.258096538021482,3.77348685411583,1.0986122886681098,1.3078257607356472,0.6931471805599453,0.0985197655867602,5.918893854273146,4.36097613391413,0.0,5.095682717844502,3.4657359027997265,1.7972328169848848
4.948759890378168,4.459252851981376,3.258096538021482,2.879220313806073,1.3862943611198906,2.60257534662811,1.0986122886681098,0.0,6.016157159698354,5.133977447155876,0.0,4.170165907674038,3.5263605246161616,1.6274817375994233
4.983606621708336,4.1201602028221735,3.332204510175204,4.65721545725807,0.6931471805599453,1.9480071702181563,0.6931471805599453,0.028635366466659463,5.720311776607412,5.486142605632403,0.0,3.8429770230902136,3.5553480614894135,1.8982852682277858
4.969813299576001,4.31313968992667,3.332204510175204,2.7083941841129855,0.6931471805599453,0.051110663925327815,0.6931471805599453,0.0,5.713732805509369,6.40851519829809,0.0,0.29309190793398265,3.5553480614894135,2.744359359498583
4.976733742420574,4.799046507358003,3.332204510175204,4.705095017053979,0.6931471805599453,1.3922326332095019,0.6931471805599453,0.0,5.717027701406222,5.1841039217618565,0.0,2.490589794631057,3.6375861597263857,2.250752770163772
4.997212273764115,4.091390638536876,3.332204510175204,1.9547370357909184,0.6931471805599453,1.2346185172097264,0.6931471805599453,0.0,5.71042701737487,3.464722467843175,0.0,4.0427723162440214,3.6375861597263857,1.3566051411786648
5.003946305945459,3.785129606178622,3.332204510175204,2.8857254485289077,0.6931471805599453,0.0731996465587823,0.6931471805599453,0.0,5.697093486505405,3.2202568417831654,0.0,4.117439334210327,3.6375861597263857,2.155851339247938
5.003946305945459,3.980296951070857,3.332204510175204,3.420601179174443,0.6931471805599453,2.0236663803533643,0.6931471805599453,0.3507979701588133,5.69035945432406,4.547497136689968,0.0,4.602060312207754,3.6375861597263857,2.171688240234323
5.003946305945459,3.8013952989938375,3.332204510175204,2.2303176098424426,0.6931471805599453,1.8801279551896064,0.6931471805599453,0.0,5.683579767338681,6.3478080359640465,0.0,2.2413994020524326,3.6375861597263857,1.1346868593808173
5.0106352940962555,3.2943080622636565,3.332204510175204,3.0949750201413444,0.6931471805599453,1.6660960937242135,0.6931471805599453,0.6797642270977039,5.700443573390687,4.0684182585598325,0.0,3.480550626084704,3.6375861597263857,2.6595580023431733
5.030437921392435,4.739574682525422,3.332204510175204,3.1428315301795267,0.6931471805599453,1.1514226253426518,0.6931471805599453,0.10999881914421666,5.68697535633982,4.641719081966821,0.0,0.0,3.6375861597263857,2.345252388037764
5.030437921392435,3.539038419951304,3.332204510175204,3.280083330469392,0.6931471805599453,1.5984283997586446,0.6931471805599453,0.4298892846472975,5.697093486505405,4.432072441710341,0.0,4.28332306206704,3.6375861597263857,2.176064816174779
5.087596335232384,4.500990213063635,3.332204510175204,3.4187593730211168,0.6931471805599453,1.519486840522114,0.6931471805599453,0.530204629045872,5.6937321388027,5.053990217773946,0.0,4.717615354137096,3.713572066704308,3.633892334005955
